# ts: 1780645948.2026622
基金代码,基金简称,基金类型,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
021199,汇添富优选价值混合发起式C,混合型,2026-06-04,1.4145,1.4145,0.31,0.99,-2.08,-0.5,12.0,36.89,nan,nan,9.78,41.45,0.00%
016091,汇泉匠心智选一年持有混合A,混合型,2026-06-04,1.2819,1.2819,0.5,0.6,6.97,10.17,12.66,36.85,51.63,33.91,10.38,28.19,0.15%
009246,大摩ESG量化混合A,混合型,2026-06-04,1.2238,1.2238,-0.97,-2.48,-0.38,6.97,13.62,36.84,49.26,43.82,9.96,22.38,0.15%
012995,嘉实策略视野三年持有期混合,混合型,2026-06-04,0.8049,0.8049,-0.65,-1.9,0.21,0.78,7.35,36.82,35.55,12.17,5.59,-19.51,0.15%
180001,银华优势企业混合,混合型,2026-06-04,1.833,3.9838,1.43,1.43,11.03,21.94,29.01,36.76,42.88,31.93,24.36,834.94,0.15%
014151,国富鑫享价值混合A,混合型,2026-06-04,1.2912,1.2912,0.85,0.05,5.38,6.25,18.29,36.74,36.1,40.29,15.96,29.12,0.15%
013771,中加龙头精选混合A,混合型,2026-06-04,1.3657,1.3657,-1.84,-2.18,-4.2,-6.65,9.82,36.73,53.97,34.31,4.52,36.57,0.12%
013436,大成景气精选六个月持有混合C,混合型,2026-06-04,1.1862,1.1862,-2.06,-1.08,-14.77,-25.0,-2.22,36.72,36.63,46.37,-4.17,18.62,0.00%
020076,财通资管创新成长混合C,混合型,2026-06-04,1.7389,1.8469,-0.23,-7.17,-8.26,-4.2,12.3,36.71,88.36,nan,8.59,89.21,0.00%
021663,汇百川远航混合A,混合型,2026-06-04,1.6115,1.6115,-0.85,-3.99,-6.25,-3.53,12.61,36.71,nan,nan,10.02,61.15,0.15%
018378,融通远见价值一年持有期混合C,混合型,2026-06-04,1.487,1.487,1.14,1.76,12.85,19.78,31.55,36.7,56.74,nan,27.06,48.7,0.00%
012007,万家瑞富灵活配置混合C,混合型,2026-06-04,1.2343,1.4728,0.24,-0.58,8.89,14.8,21.38,36.67,41.65,32.69,18.99,16.79,0.00%
020037,鹏华品质甄选混合A,混合型,2026-06-04,1.3782,1.3782,0.75,-1.5,1.85,14.61,23.73,36.66,37.83,nan,24.24,37.82,0.15%
519156,新华行业灵活配置混合A,混合型,2026-06-04,1.3128,2.6693,3.16,1.87,14.35,15.82,34.76,36.65,30.48,-7.68,31.75,214.21,0.15%
007244,安信核心竞争力混合C,混合型,2026-06-04,2.167,2.167,-0.21,-0.18,-4.14,-5.18,11.27,36.65,36.74,39.11,7.19,116.7,0.00%
010744,工银灵动价值混合A,混合型,2026-06-04,0.9675,0.9675,-0.57,-3.38,-3.44,-0.56,11.3,36.65,31.61,12.85,8.23,-3.26,0.15%
019521,景顺长城价值发现混合A1,混合型,2026-06-04,1.5468,1.5468,-0.01,-0.62,0.01,6.63,7.26,36.64,37.09,nan,8.56,54.68,0.15%
017968,华富科技动能混合C,混合型,2026-06-04,1.7863,1.7863,1.94,-2.63,5.54,-0.41,7.23,36.63,134.73,78.22,-6.55,62.17,0.00%
010636,财通安盈混合A,混合型,2026-06-04,1.4821,1.4821,0.45,1.98,9.16,26.08,29.1,36.62,42.47,43.66,27.88,48.21,0.08%
012527,广发盛锦混合C,混合型,2026-06-04,0.7592,0.7592,1.62,2.75,17.65,28.66,31.1,36.62,37.59,15.77,29.56,-24.08,0.00%
023159,上银先进制造混合发起式C,混合型,2026-06-04,1.3262,1.3262,0.53,-2.61,4.99,18.89,38.1,36.62,nan,nan,32.18,32.62,0.00%
690003,民生加银精选混合,混合型,2026-06-04,0.6765,0.6765,-0.78,-3.02,-2.4,-0.25,2.34,36.61,48.68,11.63,-0.15,-32.35,0.15%
015133,华安鼎安优选一年持有混合A,混合型,2026-06-04,1.2893,1.2893,0.68,-0.23,3.33,4.63,11.6,36.56,40.16,32.33,6.77,28.93,0.12%
001197,长盛转型升级主题灵活配置混合,混合型,2026-06-04,0.949,0.949,0.11,0.85,3.83,7.96,20.43,36.55,25.7,-15.64,11.65,-5.1,0.15%
010894,鹏华汇智优选混合A,混合型,2026-06-04,0.831,0.831,-0.28,-2.59,1.28,6.28,13.52,36.54,36.57,25.99,12.74,-16.9,0.15%
005905,华泰保兴成长优选C,混合型,2026-06-04,2.0678,2.4498,-1.27,-3.22,-9.12,-8.7,1.53,36.53,23.86,34.21,-2.95,159.66,0.00%
007549,中泰开阳价值优选混合A,混合型,2026-06-04,2.3113,2.3113,-0.13,-2.51,-1.8,6.09,16.28,36.51,37.06,14.93,11.38,131.13,0.15%
009137,嘉实瑞和两年持有期混合,混合型,2026-06-04,1.2395,1.2395,1.11,-0.71,6.19,12.66,23.32,36.51,45.94,15.55,20.15,23.95,0.15%
012963,招商稳健平衡混合A,混合型,2026-06-04,1.836,1.836,-0.35,0.76,-1.01,0.52,12.4,36.5,49.38,84.24,10.04,83.6,0.15%
008121,万家自主创新混合C,混合型,2026-06-04,1.3211,1.3211,-0.88,-4.75,5.18,19.66,17.13,36.49,98.57,12.14,14.09,32.11,0.00%
011681,汇添富均衡精选六个月持有混合A,混合型,2026-06-04,1.3361,1.3361,-0.01,-1.15,4.0,9.76,16.7,36.49,67.92,59.78,14.54,33.61,0.15%
519097,新华中小市值优选混合,混合型,2026-06-04,3.4957,4.2577,-1.86,-5.99,-11.38,-4.6,8.19,36.4,43.91,23.82,7.71,399.3,0.15%
013124,汇添富精选核心优势一年持有混合C,混合型,2026-06-04,1.0313,1.0313,-1.05,-0.07,0.74,-5.13,6.62,36.4,40.07,27.78,3.15,3.13,0.00%
519157,新华行业灵活配置混合C,混合型,2026-06-04,1.1414,1.5026,3.16,1.87,14.31,15.76,34.61,36.37,29.96,-8.25,31.65,43.86,0.10%
000219,博时裕益混合A,混合型,2026-06-04,3.2933,3.5453,-1.34,-2.86,-4.19,0.22,9.26,36.37,61.28,62.95,6.41,304.86,0.15%
005110,汇安多策略混合C,混合型,2026-06-04,1.6134,1.9244,-1.57,-5.05,-10.4,-4.86,6.4,36.37,63.63,55.45,4.71,109.29,0.00%
013851,中信建投低碳成长混合A,混合型,2026-06-04,0.5527,0.5527,-1.81,-6.19,-9.84,-1.88,5.3,36.37,0.04,-35.0,3.62,-44.73,0.15%
004250,银河量化优选混合A,混合型,2026-06-04,2.8037,2.8037,-0.22,-2.25,2.71,8.05,17.18,36.36,69.75,58.7,11.22,180.37,0.15%
014069,工银瑞信悦享混合C,混合型,2026-06-04,0.939,0.939,-1.32,-1.39,-5.0,-15.73,5.36,36.3,21.96,36.38,-1.59,-6.1,0.00%
005434,鹏华睿投混合A,混合型,2026-06-04,2.0327,2.3077,-0.09,-0.85,-0.08,1.94,14.11,36.29,54.74,36.37,9.1,139.78,0.15%
004138,上银鑫达灵活配置混合A,混合型,2026-06-04,1.4808,2.3884,-0.32,-1.39,0.51,5.5,15.95,36.24,42.27,40.34,13.41,169.22,0.12%
012154,博时研究慧选混合C,混合型,2026-06-04,1.7167,1.7167,-1.09,1.72,-7.61,-5.14,1.77,36.24,58.41,75.24,-1.47,71.67,0.00%
001347,富国新收益灵活配置混合C,混合型,2026-06-04,2.306,2.403,0.7,0.52,11.51,14.33,23.71,36.21,34.54,28.18,19.17,142.74,0.00%
010637,财通安盈混合C,混合型,2026-06-04,1.4572,1.4572,0.45,1.98,9.14,25.99,28.91,36.2,41.56,42.3,27.71,45.72,0.00%
015134,华安鼎安优选一年持有混合C,混合型,2026-06-04,1.2738,1.2738,0.68,-0.24,3.29,4.55,11.42,36.15,39.3,31.13,6.62,27.38,0.00%
006564,圆信永丰精选回报混合,混合型,2026-06-04,1.5241,1.7791,0.85,-5.51,-3.96,-9.15,12.72,36.14,42.33,39.25,0.77,90.51,0.15%
011228,西部利得量化成长混合C,混合型,2026-06-04,2.764,3.004,-1.22,-2.61,-4.63,-1.35,14.48,36.13,70.36,39.03,11.5,46.62,0.00%
001682,新华鑫回报混合,混合型,2026-06-04,1.7099,1.8199,0.96,-1.89,3.42,9.95,9.29,36.07,50.49,25.52,7.89,89.56,0.15%
005262,鑫元欣享灵活配置混合A,混合型,2026-06-04,1.4316,1.9026,-0.55,-4.54,-3.31,4.01,8.5,36.07,47.01,25.07,1.09,107.17,0.12%
001470,融通通鑫灵活配置混合,混合型,2026-06-04,2.426,2.485,3.19,-3.58,18.63,30.36,30.57,36.06,41.95,39.99,30.15,157.06,0.15%
000663,国投瑞银美丽中国混合A,混合型,2026-06-04,1.4951,3.8581,0.05,-0.73,-4.7,-8.45,8.76,36.05,41.3,24.4,4.75,465.95,0.15%
011669,长信优质企业混合A,混合型,2026-06-04,0.9137,0.9137,0.63,-0.51,5.65,10.74,21.29,36.05,48.4,29.29,17.53,-8.63,0.15%
001265,国泰兴益灵活配置混合A,混合型,2026-06-04,1.528,1.84,-0.52,-0.71,1.6,6.26,12.32,36.03,40.9,35.91,8.22,98.35,0.15%
016092,汇泉匠心智选一年持有混合C,混合型,2026-06-04,1.2535,1.2535,0.5,0.59,6.91,9.99,12.33,36.03,49.81,31.52,10.1,25.35,0.00%
021664,汇百川远航混合C,混合型,2026-06-04,1.5968,1.5968,-0.85,-4.0,-6.3,-3.65,12.33,36.03,nan,nan,9.78,59.68,0.00%
010413,财通资管宸瑞一年持有混合A,混合型,2026-06-04,1.0675,1.0675,0.58,-0.7,0.87,2.5,13.07,36.02,54.93,10.35,8.43,6.75,1.50%
310368,申万菱信竞争优势混合A,混合型,2026-06-04,2.3902,3.4062,0.31,-0.53,-1.61,2.76,17.25,35.98,47.08,12.58,14.24,389.39,0.15%
014131,华泰柏瑞聚优智选一年持有期混合A,混合型,2026-06-04,0.6146,0.6146,-0.11,1.81,2.81,-2.07,21.13,35.97,28.34,-19.74,13.6,-38.54,0.15%
010745,工银灵动价值混合C,混合型,2026-06-04,0.9396,0.9396,-0.56,-3.39,-3.49,-0.68,11.01,35.96,30.05,10.95,8.0,-6.05,0.00%
011437,中泰开阳价值优选混合C,混合型,2026-06-04,2.2636,2.2636,-0.13,-2.52,-1.84,5.98,16.05,35.96,35.98,13.55,11.18,21.7,0.00%
001457,华商新常态混合A,混合型,2026-06-04,0.938,1.92,-2.49,-4.67,-4.48,-2.29,6.47,35.94,32.67,9.71,0.54,105.17,0.15%
011461,鹏华创新成长混合C,混合型,2026-06-04,0.7281,0.7281,1.11,-3.63,4.6,9.28,18.03,35.94,43.78,7.87,13.55,-27.19,0.00%
050001,博时价值增长混合,混合型,2026-06-04,1.343,3.888,-0.44,-2.47,-5.16,1.9,11.45,35.93,36.62,34.03,5.75,633.52,0.18%
011504,上银丰益混合A,混合型,2026-06-04,1.4769,1.4769,-0.12,-0.73,2.83,5.93,11.51,35.93,48.07,43.96,9.81,47.69,0.08%
014152,国富鑫享价值混合C,混合型,2026-06-04,1.2604,1.2604,0.85,0.04,5.31,6.09,17.93,35.91,34.47,37.78,15.65,26.04,0.00%
014210,国投瑞银竞争优势混合A,混合型,2026-06-04,0.9829,0.9829,-0.13,0.11,2.34,9.96,15.32,35.87,32.31,17.08,10.48,-1.71,0.15%
000634,富国天盛灵活配置基金,混合型,2026-06-04,1.446,2.984,-0.48,-1.43,6.48,15.96,9.7,35.85,46.53,27.62,14.45,324.4,0.15%
000877,华泰柏瑞量化优选混合,混合型,2026-06-04,2.0222,2.5661,-0.7,-0.07,2.54,8.19,12.36,35.85,46.17,43.87,9.15,197.03,0.15%
020038,鹏华品质甄选混合C,混合型,2026-06-04,1.3615,1.3615,0.74,-1.52,1.79,14.43,23.35,35.84,36.16,nan,23.91,36.15,0.00%
013852,中信建投低碳成长混合C,混合型,2026-06-04,0.5429,0.5429,-1.81,-6.22,-9.88,-1.99,5.09,35.83,-0.75,-35.78,3.43,-45.71,0.00%
000480,东方红新动力混合A,混合型,2026-06-04,6.317,6.405,-0.21,-1.65,1.87,2.17,11.61,35.82,56.71,54.37,8.84,572.45,0.15%
005856,中科沃土沃瑞混合C,混合型,2026-06-04,3.2986,3.2986,-0.24,5.28,-2.91,3.49,13.21,35.82,12.2,12.25,15.08,229.86,0.00%
011682,汇添富均衡精选六个月持有混合C,混合型,2026-06-04,1.305,1.305,-0.02,-1.17,3.94,9.62,16.4,35.81,66.24,57.4,14.29,30.5,0.00%
011410,中信建投量化进取A,混合型,2026-06-04,1.2294,1.2294,0.15,-1.8,1.44,3.77,14.38,35.79,50.11,34.46,10.28,22.94,0.15%
002319,大成一带一路灵活配置混合A,混合型,2026-06-04,2.7748,2.8548,0.57,-2.25,5.8,11.47,24.78,35.76,48.21,28.34,23.27,198.46,0.15%
021755,中欧价值品质混合发起A,混合型,2026-06-04,1.353,1.353,-1.47,0.1,-4.63,-0.57,1.65,35.76,nan,nan,-0.2,35.3,0.15%
002683,民生加银前沿科技灵活配置混合,混合型,2026-06-04,1.1983,1.4683,2.88,-1.81,8.96,7.53,10.74,35.75,23.28,3.48,-3.34,39.52,0.15%
002055,国泰兴益灵活配置混合C,混合型,2026-06-04,1.585,1.853,-0.5,-0.69,1.67,6.3,12.18,35.74,40.4,35.3,8.19,92.08,0.00%
013772,中加龙头精选混合C,混合型,2026-06-04,1.3378,1.3378,-1.84,-2.19,-4.24,-6.74,9.59,35.72,52.23,32.27,4.34,33.78,0.00%
016950,鹏华睿投混合C,混合型,2026-06-04,1.3085,1.3085,-0.09,-0.86,-0.11,1.84,13.88,35.71,53.47,34.7,8.91,30.85,0.00%
005270,太平改革红利精选混合,混合型,2026-06-04,1.7381,1.8581,0.28,-2.31,-0.87,3.43,11.89,35.68,54.95,21.46,6.92,87.4,0.15%
610001,信澳领先增长混合A,混合型,2026-06-04,1.8812,2.4333,1.71,-6.45,7.77,11.97,14.86,35.68,106.84,49.12,11.9,184.05,0.15%
010076,湘财长弘灵活配置混合A,混合型,2026-06-04,0.8831,0.8831,1.23,-2.65,4.72,3.69,4.13,35.61,25.24,-4.34,-3.89,-11.69,0.15%
012406,永赢长远价值混合A,混合型,2026-06-04,0.7956,0.7956,0.0,-0.77,-3.43,-4.28,2.83,35.58,24.0,43.56,-0.1,-20.44,0.15%
012964,招商稳健平衡混合C,混合型,2026-06-04,1.7727,1.7727,-0.35,0.74,-1.08,0.34,12.01,35.57,47.34,79.9,9.71,77.27,0.00%
002411,华夏新机遇混合A,混合型,2026-06-04,1.59,1.999,-0.25,-0.69,1.73,7.14,9.58,35.55,56.96,55.12,7.07,127.7,0.15%
018872,银河量化优选混合C,混合型,2026-06-04,2.7554,2.7554,-0.22,-2.26,2.65,7.89,16.84,35.55,67.67,nan,10.94,57.62,0.00%
012202,中加消费优选混合A,混合型,2026-06-04,1.1785,1.1785,1.43,2.14,15.78,23.73,13.94,35.54,46.54,22.29,14.56,17.85,0.15%
012703,华夏核心成长混合A,混合型,2026-06-04,0.8569,0.8569,-2.69,-7.96,-27.56,1.6,20.86,35.54,43.34,11.42,8.4,-14.31,0.15%
020086,鹏华智投数字经济混合A,混合型,2026-06-04,1.9828,1.9828,-0.28,-3.81,-0.17,1.74,10.11,35.53,98.32,nan,5.6,98.28,0.15%
005263,鑫元欣享灵活配置混合C,混合型,2026-06-04,1.4208,1.8558,-0.55,-4.55,-3.35,3.9,8.28,35.52,45.84,23.57,0.91,100.01,0.00%
010895,鹏华汇智优选混合C,混合型,2026-06-04,0.7958,0.7958,-0.28,-2.61,1.21,6.06,13.07,35.46,34.38,22.98,12.35,-20.42,0.00%
011837,鹏扬中国优质成长混合A,混合型,2026-06-04,0.9632,0.9632,0.32,-0.42,-0.56,2.34,15.99,35.45,41.38,26.74,11.17,-3.68,0.15%
013078,方正富邦策略轮动混合A,混合型,2026-06-04,1.1646,1.1646,0.25,-0.7,12.66,26.61,27.84,35.43,46.1,35.37,25.12,16.46,0.15%
015173,申万菱信竞争优势混合C,混合型,2026-06-04,2.3506,2.3506,0.3,-0.54,-1.65,2.66,17.02,35.43,45.88,11.21,14.05,-8.44,0.00%
015753,上银鑫达灵活配置混合C,混合型,2026-06-04,1.4407,2.0145,-0.33,-1.41,0.45,5.35,15.6,35.43,40.61,37.85,13.11,37.4,0.00%
009907,湘财长泽灵活配置混合A,混合型,2026-06-04,1.8036,1.9461,0.9,-1.02,15.05,19.63,22.82,35.42,55.03,37.74,16.59,103.97,0.15%
360011,光大动态优选灵活配置混合A,混合型,2026-06-04,1.259,3.06,0.32,-2.48,6.97,16.36,13.91,35.42,95.68,27.36,10.91,434.94,0.15%
005477,长安鑫禧灵活配置混合A,混合型,2026-06-04,0.4451,0.4451,-1.72,-0.16,-1.94,-7.64,0.0,35.41,27.46,-18.76,-1.04,-55.49,0.12%
050201,博时价值增长贰号混合,混合型,2026-06-04,1.052,2.543,-0.57,-2.59,-5.57,1.74,11.44,35.39,33.84,30.36,5.73,207.7,0.20%
011505,上银丰益混合C,混合型,2026-06-04,1.4469,1.4469,-0.12,-0.74,2.79,5.82,11.28,35.39,46.89,42.24,9.63,44.69,0.00%
021576,平安研究智选混合A,混合型,2026-06-04,1.434,1.434,-0.57,-0.64,-5.08,-2.26,6.2,35.36,nan,nan,5.59,43.4,0.15%
012407,永赢长远价值混合C,混合型,2026-06-04,0.7883,0.7883,0.01,-0.77,-3.45,-4.32,2.72,35.28,23.54,42.73,-0.19,-21.17,0.00%
011411,中信建投量化进取C,混合型,2026-06-04,1.2039,1.2039,0.16,-1.8,1.41,3.67,14.16,35.25,48.91,32.87,10.1,20.39,0.00%
016070,华商新常态混合C,混合型,2026-06-04,0.921,0.921,-2.44,-4.66,-4.56,-2.33,6.23,35.24,31.38,8.23,0.33,-6.02,0.00%
011670,长信优质企业混合C,混合型,2026-06-04,0.886,0.886,0.62,-0.52,5.6,10.57,20.92,35.23,46.57,26.92,17.24,-11.4,0.00%
009740,博时研究臻选持有期混合A,混合型,2026-06-04,1.4045,1.4045,-1.11,1.78,-7.85,-5.45,0.11,35.23,32.09,45.33,-3.42,40.45,0.12%
014701,中欧量化动能混合A,混合型,2026-06-04,1.2105,1.2105,-0.67,-2.25,-1.67,1.65,13.39,35.22,50.73,31.16,9.36,21.05,0.15%
019223,大成一带一路灵活配置混合C,混合型,2026-06-04,2.7414,2.7414,0.56,-2.26,5.76,11.36,24.54,35.22,46.99,nan,23.07,45.43,0.00%
010301,达诚成长先锋混合A,混合型,2026-06-04,1.229,1.229,1.24,0.02,15.43,27.49,30.26,35.2,47.27,42.44,24.73,22.9,0.15%
010414,财通资管宸瑞一年持有混合C,混合型,2026-06-04,1.0336,1.0336,0.57,-0.71,0.81,2.35,12.73,35.2,53.1,8.37,8.15,3.36,0.00%
018204,金信优质成长混合A,混合型,2026-06-04,1.6143,1.6143,0.34,-5.21,16.9,18.19,4.14,35.16,65.89,41.0,-0.21,61.43,0.15%
017493,东方红新动力混合C,混合型,2026-06-04,6.206,6.206,-0.21,-1.66,1.82,2.04,11.34,35.15,55.15,52.07,8.61,61.7,0.00%
010746,富安达长三角区域主题混合A,混合型,2026-06-04,1.2026,1.2026,2.26,0.0,12.41,15.85,19.14,35.12,44.79,7.33,10.91,20.26,0.15%
000767,华富国泰民安灵活配置混合A,混合型,2026-06-04,1.6958,1.7458,1.5,-3.2,-0.53,-4.03,21.12,35.12,76.59,34.48,7.21,76.46,0.15%
005478,长安鑫禧灵活配置混合C,混合型,2026-06-04,0.4379,0.4379,-1.73,-0.16,-1.95,-7.69,-0.09,35.11,26.96,-19.25,-1.13,-56.21,0.00%
340008,兴全有机增长混合,混合型,2026-06-04,3.2199,4.0399,-0.61,-0.83,-0.83,3.9,15.97,35.1,18.57,2.13,11.79,366.61,0.15%
016492,南方均衡成长混合A,混合型,2026-06-04,1.3908,1.3908,-0.04,2.79,3.2,5.16,12.95,35.09,41.77,39.27,12.12,39.08,0.15%
012354,南方新能源产业趋势混合A,混合型,2026-06-04,0.7689,0.7689,-1.8,-7.53,-7.66,-2.15,5.57,35.08,24.64,9.64,-0.08,-23.11,0.15%
014211,国投瑞银竞争优势混合C,混合型,2026-06-04,0.9575,0.9575,-0.14,0.1,2.29,9.79,15.0,35.07,30.73,15.02,10.21,-4.25,0.00%
010077,湘财长弘灵活配置混合C,混合型,2026-06-04,0.863,0.863,1.22,-2.65,4.67,3.58,3.91,35.05,24.23,-5.51,-4.05,-13.7,0.00%
019864,浦银安盛高端装备混合A,混合型,2026-06-04,2.2059,2.2059,-0.58,-1.36,6.22,15.01,6.9,35.05,115.4,nan,4.66,120.59,0.15%
019913,华夏瑞益混合A1,混合型,2026-06-04,1.6466,1.6466,-2.94,-5.58,-9.55,1.33,0.35,35.01,51.65,nan,2.76,64.66,0.15%
010163,财通资管价值精选一年持有混合A,混合型,2026-06-04,0.9725,0.9725,0.62,-0.68,0.69,2.15,12.98,34.98,52.96,8.34,8.3,-2.75,0.15%
008212,华夏新机遇混合C,混合型,2026-06-04,1.706,1.892,-0.23,-0.7,1.73,7.09,9.43,34.97,55.8,53.28,6.89,73.9,0.00%
021756,中欧价值品质混合发起C,混合型,2026-06-04,1.3405,1.3405,-1.47,0.1,-4.67,-0.71,1.36,34.97,nan,nan,-0.44,34.05,0.00%
011740,博时成长精选混合A,混合型,2026-06-04,1.1717,1.1717,-1.37,-0.4,-3.89,-4.45,6.34,34.96,29.8,58.21,4.72,17.17,0.15%
011921,富国均衡成长三年持有期混合A,混合型,2026-06-04,1.0577,1.0577,0.67,-1.66,2.8,11.07,14.88,34.95,43.59,35.67,12.92,5.77,0.15%
010302,达诚成长先锋混合C,混合型,2026-06-04,1.2137,1.2137,1.25,0.02,15.41,27.42,30.13,34.93,46.71,41.61,24.64,21.37,0.00%
160624,鹏华消费领先混合,混合型,2026-06-04,3.729,3.467,-0.59,-1.92,5.7,18.53,18.42,34.91,36.49,10.75,18.87,272.9,0.15%
010723,中欧价值成长混合A,混合型,2026-06-04,0.8799,0.8799,0.0,-3.07,-0.86,5.5,10.35,34.87,39.53,23.39,6.05,-12.01,0.15%
014132,华泰柏瑞聚优智选一年持有期混合C,混合型,2026-06-04,0.5938,0.5938,-0.13,1.78,2.72,-2.29,20.62,34.86,26.26,-21.67,13.21,-40.62,0.00%
000336,农银研究精选混合,混合型,2026-06-04,4.1934,4.1934,-0.1,-0.85,4.15,10.47,15.46,34.85,28.96,6.73,11.23,319.34,0.15%
015456,信澳领先增长混合C,混合型,2026-06-04,1.8355,1.8355,1.71,-6.46,7.71,11.8,14.51,34.84,104.38,46.45,11.61,26.0,0.00%
001569,泰信国策驱动灵活配置混合,混合型,2026-06-04,2.013,2.013,0.85,-0.64,-3.82,9.34,12.65,34.83,45.45,10.48,7.19,101.3,0.15%
010690,万家互联互通核心资产量化A,混合型,2026-06-04,1.1585,1.1585,-1.14,-2.46,-5.24,0.94,14.45,34.79,51.24,32.49,7.96,15.85,0.15%
530016,建信恒稳价值混合,混合型,2026-06-04,3.573,3.673,-0.33,-0.86,6.4,15.3,32.38,34.78,36.06,5.46,25.72,289.4,0.15%
011838,鹏扬中国优质成长混合C,混合型,2026-06-04,0.9394,0.9394,0.32,-0.43,-0.6,2.21,15.7,34.78,39.98,24.84,10.95,-6.06,0.00%
009908,湘财长泽灵活配置混合C,混合型,2026-06-04,1.7521,1.8929,0.9,-1.02,15.0,19.47,22.51,34.75,53.5,35.7,16.35,98.15,0.00%
010275,嘉实优质精选混合A,混合型,2026-06-04,0.7434,0.7434,-0.01,0.32,2.13,5.27,11.12,34.75,43.54,17.0,7.72,-25.66,0.15%
023566,德邦高端装备混合发起式A,混合型,2026-06-04,1.1379,1.1379,2.66,-1.96,8.39,4.07,5.06,34.74,nan,nan,-7.89,13.79,0.15%
020087,鹏华智投数字经济混合C,混合型,2026-06-04,1.9584,1.9584,-0.27,-3.82,-0.23,1.59,9.78,34.71,95.94,nan,5.33,95.84,0.00%
019797,银河国企主题混合发起式A,混合型,2026-06-04,1.3754,1.3754,0.91,-2.27,3.18,4.54,12.56,34.7,31.91,nan,10.81,37.54,0.15%
019792,富安达长三角区域主题混合C,混合型,2026-06-04,1.1944,1.1944,2.26,-0.01,12.37,15.76,18.95,34.7,43.89,nan,10.76,30.15,0.00%
002593,富国美丽中国混合A,混合型,2026-06-04,2.846,2.946,1.46,-0.8,-0.14,-0.56,15.22,34.69,36.24,25.93,10.18,210.95,0.15%
014829,诺德新能源汽车混合A,混合型,2026-06-04,1.5051,1.5051,-2.7,-5.73,2.36,7.05,12.15,34.66,67.7,82.9,9.2,50.51,0.15%
012710,华夏核心成长混合C,混合型,2026-06-04,0.8303,0.8303,-2.68,-7.97,-27.61,1.43,20.46,34.61,41.35,9.09,8.08,-16.97,0.00%
007802,兴全合泰混合A,混合型,2026-06-04,1.8571,1.8571,-0.57,-1.0,1.63,10.02,17.38,34.58,54.77,36.27,14.27,85.71,0.15%
010963,信澳周期动力混合A,混合型,2026-06-04,1.8658,1.8658,-0.22,1.26,0.2,-12.18,4.75,34.58,44.17,24.54,-0.96,86.58,0.15%
019199,华富国泰民安灵活配置混合C,混合型,2026-06-04,1.6777,1.6777,1.49,-3.21,-0.57,-4.13,20.88,34.57,75.18,nan,7.03,52.73,0.00%
021577,平安研究智选混合C,混合型,2026-06-04,1.4184,1.4184,-0.57,-0.65,-5.12,-2.39,5.9,34.57,nan,nan,5.35,41.84,0.00%
004946,汇添富盈润混合A,混合型,2026-06-04,1.8956,1.9386,0.39,0.21,11.23,14.98,18.47,34.55,35.64,38.82,16.92,95.49,0.12%
000172,华泰柏瑞量化增强混合A,混合型,2026-06-04,1.842,3.104,-0.81,0.0,1.88,7.78,11.7,34.55,45.27,42.53,8.74,321.95,0.12%
009741,博时研究臻选持有期混合C,混合型,2026-06-04,1.3634,1.3634,-1.11,1.76,-7.9,-5.57,-0.14,34.55,30.77,43.17,-3.63,36.34,0.00%
001574,中海混改红利混合A,混合型,2026-06-04,1.344,1.344,-1.25,-1.1,-0.07,-13.12,23.87,34.53,25.49,-7.76,12.56,34.4,0.15%
161611,融通内需驱动混合A,混合型,2026-06-04,3.684,3.804,1.15,-0.49,1.57,-1.81,17.93,34.5,28.86,33.91,10.73,310.78,0.15%
019865,浦银安盛高端装备混合C,混合型,2026-06-04,2.1779,2.1779,-0.58,-1.37,6.17,14.89,6.67,34.5,112.83,nan,4.48,117.79,0.00%
019472,长江长宏混合发起A,混合型,2026-06-04,1.2639,1.2639,-0.32,-1.86,1.85,0.06,10.46,34.47,20.45,nan,5.28,26.39,0.15%
010072,方正富邦策略精选A,混合型,2026-06-04,1.2531,1.2531,0.06,-1.28,11.64,24.64,26.54,34.45,49.14,37.27,22.43,25.31,0.15%
012203,中加消费优选混合C,混合型,2026-06-04,1.1338,1.1338,1.43,2.13,15.69,23.48,13.48,34.45,44.19,19.35,14.17,13.38,0.00%
018544,国投瑞银美丽中国混合C,混合型,2026-06-04,1.4745,1.6995,0.05,-0.74,-4.76,-8.58,8.45,34.44,38.79,21.45,4.5,24.2,0.00%
014702,中欧量化动能混合C,混合型,2026-06-04,1.1814,1.1814,-0.68,-2.26,-1.73,1.49,13.04,34.42,48.92,28.81,9.08,18.14,0.00%
011922,富国均衡成长三年持有期混合C,混合型,2026-06-04,1.038,1.038,0.67,-1.67,2.76,10.96,14.66,34.4,42.47,34.06,12.74,3.8,0.00%
011271,汇添富价值成长均衡投资混合A,混合型,2026-06-04,0.7671,0.7671,0.78,0.09,6.59,8.92,12.79,34.39,47.09,31.44,11.64,-23.29,0.15%
023567,德邦高端装备混合发起式C,混合型,2026-06-04,1.1344,1.1344,2.65,-1.98,8.36,4.0,4.92,34.39,nan,nan,-8.0,13.44,0.00%
015285,国投瑞银产业转型一年持有混合A,混合型,2026-06-04,0.7631,0.7631,-0.65,-1.43,-3.61,-2.93,0.94,34.37,33.76,-10.68,1.02,-23.69,0.15%
