# ts: 1780645794.4138129
基金代码,基金简称,基金类型,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
008935,大成科技消费股票C,股票型,2026-06-04,1.3493,1.3493,1.15,-0.76,13.21,30.32,42.77,94.45,91.01,48.03,38.49,35.12,0.00%
020315,嘉实前沿科技沪港深股票C,股票型,2026-06-04,3.5235,3.5235,3.21,-0.17,24.38,45.35,59.89,94.21,166.95,nan,55.31,125.45,0.00%
011122,汇添富ESG可持续成长股票A,股票型,2026-06-04,1.2188,1.2188,0.56,1.08,11.21,12.04,27.9,94.2,126.54,102.16,22.68,21.88,0.15%
003069,光大创业板量化优选A,股票型,2026-06-04,2.5033,2.5033,-0.33,-0.57,16.65,31.75,37.51,94.05,116.64,86.31,31.32,150.33,0.15%
008315,摩根慧选成长股票C,股票型,2026-06-04,2.2203,2.2203,0.14,1.81,9.34,24.99,31.0,93.76,109.84,102.75,26.98,122.03,0.00%
001409,工银互联网加股票,股票型,2026-06-04,0.878,0.878,0.0,0.57,18.33,36.76,50.09,92.97,90.87,59.64,40.93,-12.2,0.15%
003070,光大创业板量化优选C,股票型,2026-06-04,2.2521,2.2521,-0.34,-0.59,16.54,31.49,37.09,92.97,114.51,83.64,30.97,125.21,0.00%
011123,汇添富ESG可持续成长股票C,股票型,2026-06-04,1.1711,1.1711,0.56,1.06,11.12,11.81,27.38,92.62,122.94,97.35,22.24,17.11,0.00%
004616,中欧电子信息产业沪港深股票A,股票型,2026-06-04,4.4885,4.5575,1.29,-1.51,16.93,35.78,44.53,91.87,143.49,62.84,40.29,362.77,0.15%
002229,华夏经济转型股票,股票型,2026-06-04,3.348,3.512,1.95,-1.12,19.1,37.49,52.53,91.86,103.16,71.6,47.04,283.72,0.15%
014185,招商专精特新股票A,股票型,2026-06-04,1.7233,1.7233,1.16,-1.95,17.34,33.7,57.02,90.97,120.88,78.77,44.48,72.33,0.15%
000592,建信改革红利股票A,股票型,2026-06-04,6.841,6.841,2.12,0.83,9.75,13.92,39.36,90.93,85.44,49.92,25.29,584.1,0.15%
019759,中欧半导体产业股票发起A,股票型,2026-06-04,2.1765,2.1765,2.98,-4.19,18.68,22.38,47.97,90.45,156.87,nan,39.14,117.65,0.15%
000756,建信潜力新蓝筹股票A,股票型,2026-06-04,5.702,5.702,2.98,1.35,17.96,26.6,58.13,90.38,92.77,72.27,43.19,470.2,0.15%
005763,中欧电子信息产业沪港深股票C,股票型,2026-06-04,4.4823,4.5523,1.28,-1.52,16.84,35.51,43.9,90.28,139.52,58.9,39.77,321.92,0.00%
016269,建信改革红利股票C,股票型,2026-06-04,6.737,6.737,2.12,0.81,9.71,13.8,39.05,90.1,83.97,48.1,25.06,16.94,0.00%
005495,创金合信科技成长股票A,股票型,2026-06-04,3.018,3.018,2.87,-0.52,23.68,39.92,58.33,89.72,109.16,44.05,51.5,201.8,0.15%
014967,建信潜力新蓝筹股票C,股票型,2026-06-04,5.602,5.602,3.0,1.36,17.91,26.48,57.8,89.58,91.26,70.17,42.94,72.79,0.00%
019764,中欧半导体产业股票发起C,股票型,2026-06-04,2.1496,2.1496,2.98,-4.2,18.62,22.23,47.61,89.51,154.36,nan,38.85,114.96,0.00%
014186,招商专精特新股票C,股票型,2026-06-04,1.6624,1.6624,1.16,-1.97,17.24,33.43,56.39,89.45,117.36,74.49,43.99,66.24,0.00%
005496,创金合信科技成长股票C,股票型,2026-06-04,2.8858,2.8858,2.87,-0.53,23.62,39.75,57.93,88.76,107.06,41.91,51.18,188.58,0.00%
020720,国寿安保高端装备股票发起式A,股票型,2026-06-04,1.7274,1.7274,2.74,9.36,29.42,51.95,52.73,88.52,74.05,nan,45.77,72.74,0.12%
001245,工银生态环境股票A,股票型,2026-06-04,3.281,3.281,0.18,0.24,14.4,30.3,37.92,88.13,99.94,75.27,29.22,228.1,0.15%
001476,中银智能制造股票A,股票型,2026-06-04,3.264,3.264,1.83,-1.49,10.98,21.7,34.21,87.69,102.36,75.67,22.61,226.4,0.15%
020721,国寿安保高端装备股票发起式C,股票型,2026-06-04,1.7127,1.7127,2.74,9.35,29.36,51.75,52.36,87.61,72.36,nan,45.46,71.27,0.00%
005209,东吴双三角股票A,股票型,2026-06-04,0.814,0.814,2.6,1.97,8.98,27.53,31.84,87.51,71.73,25.4,20.4,-18.6,0.15%
015002,工银生态环境股票C,股票型,2026-06-04,3.215,3.215,0.19,0.22,14.33,30.16,37.63,87.35,98.09,72.76,29.01,41.44,0.00%
012181,中银智能制造股票C,股票型,2026-06-04,3.2014,3.2014,1.84,-1.49,10.97,21.59,33.95,87.0,100.71,73.52,22.42,101.22,0.00%
005210,东吴双三角股票C,股票型,2026-06-04,0.7791,0.7791,2.59,1.95,8.92,27.37,31.52,86.57,70.11,23.61,20.14,-22.09,0.00%
017073,嘉实清洁能源股票发起式A,股票型,2026-06-04,1.2235,1.2235,-2.53,-3.94,-14.03,2.05,12.11,85.97,95.73,38.67,5.05,22.35,0.15%
006868,华夏科技成长股票,股票型,2026-06-04,2.672,2.672,1.93,-2.44,17.29,35.39,48.48,85.93,105.76,75.22,44.2,167.2,0.15%
009379,中银成长优选股票A,股票型,2026-06-04,1.4254,1.4254,2.05,-1.21,11.38,21.6,33.66,85.77,91.46,52.42,22.32,42.54,0.15%
164205,天弘文化新兴产业股票A,股票型,2026-06-04,4.6554,5.4132,2.26,1.33,23.25,44.34,62.02,85.39,127.34,136.23,62.05,441.32,0.15%
015904,广发新能源精选股票A,股票型,2026-06-04,1.4368,1.4368,0.36,-4.32,1.89,8.03,32.6,85.25,106.56,81.0,25.34,43.68,0.15%
015145,同泰新能源1年持有股票A,股票型,2026-06-04,1.5616,1.5616,2.02,-0.31,6.2,1.46,39.14,85.16,91.84,71.76,17.71,56.16,0.15%
017074,嘉实清洁能源股票发起式C,股票型,2026-06-04,1.1978,1.1978,-2.53,-3.95,-14.08,1.9,11.79,84.9,93.44,36.21,4.79,19.78,0.00%
014455,中银成长优选股票C,股票型,2026-06-04,1.3885,1.3885,2.06,-1.22,11.31,21.41,33.28,84.67,89.17,49.69,22.01,16.64,0.00%
015475,天弘文化新兴产业股票C,股票型,2026-06-04,2.1178,2.1178,2.26,1.33,23.21,44.19,61.69,84.65,125.56,133.47,61.78,111.78,0.00%
015146,同泰新能源1年持有股票C,股票型,2026-06-04,1.5388,1.5388,2.02,-0.32,6.17,1.36,38.87,84.42,90.3,69.7,17.52,53.88,0.00%
015905,广发新能源精选股票C,股票型,2026-06-04,1.407,1.407,0.36,-4.32,1.83,7.87,32.2,84.14,104.12,77.81,25.02,40.7,0.00%
001677,中银战略新兴产业股票A,股票型,2026-06-04,4.6118,4.6118,-0.82,-0.32,6.04,9.31,23.24,82.94,99.39,79.8,15.41,361.18,0.15%
022003,博道大盘成长股票A,股票型,2026-06-04,1.9788,1.9788,2.12,0.14,9.75,21.59,38.02,82.71,nan,nan,28.95,97.88,0.15%
007674,工银产业升级股票A,股票型,2026-06-04,1.8457,1.8457,-1.37,-2.86,-3.78,6.77,24.46,82.31,69.0,36.63,16.45,84.57,0.15%
012350,万家元贞量化选股股票A,股票型,2026-06-04,1.7741,1.7741,1.0,0.15,9.15,18.88,40.68,82.28,108.94,71.46,31.06,77.41,0.15%
010812,中银战略新兴产业股票C,股票型,2026-06-04,4.5115,4.5115,-0.82,-0.33,6.0,9.18,23.0,82.21,97.79,77.69,15.21,96.15,0.00%
012445,华富新能源股票型发起式A,股票型,2026-06-04,1.3489,1.3489,-1.01,-5.73,-6.91,8.82,18.42,81.96,90.68,65.43,13.27,34.89,0.15%
022004,博道大盘成长股票C,股票型,2026-06-04,1.9638,1.9638,2.12,0.13,9.7,21.44,37.68,81.82,nan,nan,28.68,96.38,0.00%
012351,万家元贞量化选股股票C,股票型,2026-06-04,1.7458,1.7458,1.0,0.14,9.1,18.74,40.34,81.36,106.85,68.9,30.78,74.58,0.00%
017967,华富新能源股票型发起式C,股票型,2026-06-04,1.3226,1.3226,-1.02,-5.74,-6.96,8.65,18.06,80.88,88.4,62.46,12.98,42.05,0.00%
007675,工银产业升级股票C,股票型,2026-06-04,1.7611,1.7611,-1.37,-2.87,-3.86,6.56,23.97,80.87,67.04,34.0,16.05,76.11,0.00%
001188,鹏华改革红利股票,股票型,2026-06-04,2.353,2.353,1.29,-2.16,18.9,40.48,53.29,80.72,126.69,98.06,47.62,135.3,0.15%
023647,广发科技智选股票发起式A,股票型,2026-06-04,1.7702,1.8265,1.03,-0.09,13.8,23.26,38.77,80.05,nan,nan,32.07,84.85,0.15%
009341,易方达均衡成长股票,股票型,2026-06-04,1.7096,1.7096,-0.43,0.19,6.19,12.9,18.16,79.94,84.9,63.77,12.6,70.96,0.15%
001158,工银新材料新能源股票,股票型,2026-06-04,2.193,2.193,-0.18,-1.62,-3.18,-0.36,22.93,79.9,70.4,59.84,16.34,119.3,0.15%
011142,创金合信新材料新能源股票A,股票型,2026-06-04,1.4206,1.4206,-1.74,-4.57,-8.21,16.06,31.46,79.57,55.49,36.06,25.65,42.06,0.15%
011506,建信高端装备股票A,股票型,2026-06-04,1.9408,1.9408,0.76,-1.74,10.24,21.15,34.61,79.44,90.78,68.72,25.12,94.08,0.15%
023648,广发科技智选股票发起式C,股票型,2026-06-04,1.7583,1.8144,1.03,-0.1,13.72,23.08,38.35,78.98,nan,nan,31.74,83.61,0.00%
004925,长信低碳环保行业量化股票A,股票型,2026-06-04,2.3485,2.3485,-1.49,-4.33,-2.15,12.67,20.0,78.76,89.36,41.25,15.26,134.85,0.15%
011507,建信高端装备股票C,股票型,2026-06-04,1.9024,1.9024,0.75,-1.75,10.19,21.02,34.34,78.71,89.33,66.76,24.9,90.24,0.00%
580008,东吴新产业精选股票A,股票型,2026-06-04,5.0698,5.0698,-0.57,0.94,6.82,32.63,31.16,78.65,104.52,75.75,30.35,406.98,0.15%
011143,创金合信新材料新能源股票C,股票型,2026-06-04,1.3751,1.3751,-1.74,-4.59,-8.27,15.89,31.06,78.51,53.64,33.63,25.33,37.51,0.00%
013151,长信低碳环保行业量化股票C,股票型,2026-06-04,2.3047,2.3047,-1.49,-4.34,-2.19,12.56,19.77,78.07,87.88,39.56,15.07,-17.32,0.00%
011470,东吴新产业精选股票C,股票型,2026-06-04,4.9658,4.9658,-0.57,0.93,6.78,32.5,30.9,77.85,102.73,73.51,30.13,39.62,0.00%
001938,中欧时代先锋股票A,股票型,2026-06-04,2.2232,3.548,-1.07,-0.93,2.96,7.91,20.1,76.94,67.85,70.45,13.56,426.48,0.15%
004241,中欧时代先锋股票C,股票型,2026-06-04,2.0857,3.1759,-1.07,-0.95,2.88,7.69,19.62,75.53,65.19,66.4,13.18,271.4,0.00%
017824,华安新材料主题股票发起式A,股票型,2026-06-04,1.9376,1.9376,-0.04,-2.96,-1.76,5.21,18.27,75.08,82.71,nan,10.74,93.76,0.15%
020698,国泰海通科创板量化选股股票发起A,股票型,2026-06-04,2.1863,2.1863,0.45,-5.04,5.1,19.46,30.19,74.58,120.7,nan,25.46,118.63,0.15%
008261,招商研究优选股票A,股票型,2026-06-04,2.29,2.29,0.35,-4.01,9.14,21.58,22.36,74.3,103.97,105.4,23.76,129.0,0.15%
005660,嘉实资源精选股票A,股票型,2026-06-04,4.9006,4.9006,-4.68,-0.82,-6.15,-18.46,3.72,74.26,64.71,102.04,-3.93,390.06,0.15%
020276,银河新材料股票发起式A,股票型,2026-06-04,1.7633,1.7633,0.82,1.01,2.0,-1.23,21.3,74.24,73.18,nan,11.39,76.33,0.15%
017825,华安新材料主题股票发起式C,股票型,2026-06-04,1.9132,1.9132,-0.05,-2.96,-1.81,5.08,17.97,74.23,80.92,nan,10.51,91.32,0.00%
003145,国联竞争优势,股票型,2026-06-04,3.1757,3.1757,-0.13,-2.72,8.11,15.82,31.77,74.17,102.22,66.95,25.99,217.57,0.15%
020699,国泰海通科创板量化选股股票发起C,股票型,2026-06-04,2.1676,2.1676,0.45,-5.05,5.06,19.33,29.93,73.88,118.93,nan,25.24,116.76,0.00%
012835,招商景气精选股票A,股票型,2026-06-04,1.7441,1.7441,0.33,-3.81,9.54,21.85,24.14,73.58,94.37,122.43,25.43,74.41,0.15%
005661,嘉实资源精选股票C,股票型,2026-06-04,4.7229,4.7229,-4.68,-0.83,-6.19,-18.56,3.47,73.42,63.11,99.08,-4.12,372.29,0.00%
020277,银河新材料股票发起式C,股票型,2026-06-04,1.7492,1.7492,0.82,1.0,1.94,-1.38,20.93,73.21,71.14,nan,11.11,74.92,0.00%
001576,国泰智能装备股票A,股票型,2026-06-04,3.1707,3.2727,0.9,-2.12,18.8,22.53,31.12,73.17,68.03,49.07,20.8,230.2,0.15%
003624,创金合信资源股票发起式A,股票型,2026-06-04,4.1269,4.1269,-2.91,0.39,-7.26,-18.26,6.92,73.14,58.31,86.43,-1.56,312.69,0.15%
008262,招商研究优选股票C,股票型,2026-06-04,2.1817,2.1817,0.34,-4.02,9.06,21.34,21.91,72.96,100.84,100.62,23.37,118.17,0.00%
008286,易方达研究精选股票,股票型,2026-06-04,1.3601,1.3601,1.0,3.33,19.73,37.89,40.29,72.93,56.73,36.93,37.49,36.01,0.15%
013899,摩根全景优势股票A,股票型,2026-06-04,1.2444,1.2444,-0.18,-1.39,2.55,11.92,29.15,72.52,75.96,60.94,22.67,24.44,0.15%
011322,国泰智能装备股票C,股票型,2026-06-04,3.1035,3.2045,0.89,-2.13,18.75,22.41,30.86,72.42,66.77,47.29,20.59,20.23,0.00%
003625,创金合信资源股票发起式C,股票型,2026-06-04,3.9303,3.9303,-2.92,0.38,-7.3,-18.37,6.65,72.29,56.74,83.67,-1.77,293.03,0.00%
001825,建信中国制造2025股票A,股票型,2026-06-04,2.1932,2.1932,1.8,-0.17,19.7,33.27,60.98,72.26,46.4,23.93,50.96,119.32,0.15%
012836,招商景气精选股票C,股票型,2026-06-04,1.6774,1.6774,0.33,-3.82,9.46,21.61,23.65,72.2,91.29,117.17,25.0,67.74,0.00%
011146,创金合信气候变化责任投资股票A,股票型,2026-06-04,1.7631,1.7631,2.26,1.07,19.62,25.06,28.12,72.18,82.31,77.62,24.21,76.31,0.15%
013900,摩根全景优势股票C,股票型,2026-06-04,1.2174,1.2174,-0.19,-1.39,2.51,11.79,28.83,71.68,74.21,58.56,22.41,21.74,0.00%
000457,摩根核心成长股票A,股票型,2026-06-04,3.799,4.108,-1.44,-1.76,-9.62,15.86,12.93,71.6,94.89,72.73,10.73,343.7,0.15%
014380,建信中国制造2025股票C,股票型,2026-06-04,2.154,2.154,1.8,-0.18,19.66,33.14,60.66,71.57,45.23,22.44,50.71,-17.21,0.00%
011147,创金合信气候变化责任投资股票C,股票型,2026-06-04,1.7253,1.7253,2.26,1.07,19.58,24.94,27.87,71.5,80.87,75.5,24.01,72.53,0.00%
010680,华夏新兴成长股票A,股票型,2026-06-04,1.2375,1.2375,1.37,-0.1,15.78,29.27,34.79,71.3,91.39,72.64,32.99,23.75,0.15%
001162,前海开源优势蓝筹股票A,股票型,2026-06-04,2.173,2.173,-0.28,2.07,5.59,17.27,25.46,70.97,69.5,83.22,20.52,117.3,0.15%
015170,摩根核心成长股票C,股票型,2026-06-04,3.7185,3.7185,-1.44,-1.77,-9.66,15.72,12.65,70.77,92.9,70.11,10.51,33.41,0.00%
001638,前海开源优势蓝筹股票C,股票型,2026-06-04,2.368,2.368,-0.29,2.02,5.57,17.17,25.36,70.73,69.14,82.72,20.39,136.8,0.15%
009899,上银内需增长股票A,股票型,2026-06-04,1.3679,1.3679,-2.79,0.36,7.98,16.21,42.34,70.65,72.45,71.83,33.57,36.79,0.15%
005009,申万菱信行业轮动股票A,股票型,2026-06-04,2.6735,2.6735,-0.6,-5.14,-10.58,-13.25,20.29,70.61,78.94,73.39,8.66,167.32,0.15%
015408,景顺长城成长趋势股票A,股票型,2026-06-04,1.6074,1.6074,-0.56,-1.69,9.27,26.92,43.49,70.29,61.65,nan,38.32,60.74,0.15%
010681,华夏新兴成长股票C,股票型,2026-06-04,1.1915,1.1915,1.36,-0.12,15.7,29.05,34.31,70.09,88.68,69.03,32.6,19.15,0.00%
001707,诺安高端制造股票A,股票型,2026-06-04,2.363,2.363,-0.84,-2.48,-0.76,5.54,15.16,70.0,86.8,64.21,9.4,136.3,0.15%
015157,申万菱信行业轮动股票C,股票型,2026-06-04,2.623,2.623,-0.6,-5.15,-10.62,-13.33,20.06,69.98,77.58,70.88,8.49,30.48,0.00%
005037,银华新能源新材料A,股票型,2026-06-04,1.726,1.989,-1.42,-5.43,-6.44,0.94,11.3,69.76,74.03,35.4,7.49,102.71,0.15%
013641,博道成长智航股票A,股票型,2026-06-04,1.8515,1.8515,0.77,-1.73,10.5,20.86,31.18,69.71,127.29,104.5,24.4,85.15,1.50%
015754,上银内需增长股票C,股票型,2026-06-04,1.3352,1.3352,-2.79,0.35,7.91,16.03,41.94,69.64,70.39,68.73,33.24,64.66,0.00%
014536,诺安高端制造股票C,股票型,2026-06-04,2.318,2.318,-0.81,-2.44,-0.81,5.46,14.92,69.32,85.29,62.1,9.24,26.94,0.00%
001421,南方量化成长股票A,股票型,2026-06-04,1.6318,1.6318,0.12,-4.09,1.4,8.22,23.2,69.15,67.9,40.31,17.27,63.18,0.15%
005038,银华新能源新材料C,股票型,2026-06-04,1.6627,1.9217,-1.42,-5.44,-6.48,0.83,11.08,69.09,72.64,33.79,7.31,95.51,0.00%
015409,景顺长城成长趋势股票C,股票型,2026-06-04,1.578,1.578,-0.56,-1.7,9.05,26.54,42.86,69.02,59.52,nan,37.77,57.8,0.00%
010003,景顺长城电子信息产业股票A,股票型,2026-06-04,2.134,2.134,2.15,-3.67,13.7,20.76,39.94,68.98,124.07,75.78,33.63,113.4,0.15%
013642,博道成长智航股票C,股票型,2026-06-04,1.8093,1.8093,0.77,-1.74,10.44,20.71,30.86,68.87,125.04,101.44,24.14,80.93,0.00%
001028,华安物联网主题股票A,股票型,2026-06-04,1.907,1.907,0.05,-2.15,6.24,18.82,29.03,68.61,96.6,59.58,23.03,90.7,0.15%
000793,工银高端制造股票,股票型,2026-06-04,2.532,2.532,1.44,-1.21,7.97,21.67,35.11,68.58,80.73,61.89,29.12,153.2,0.15%
023524,广发制造智选股票发起式A,股票型,2026-06-04,1.652,1.7151,0.57,-1.85,6.13,10.42,23.63,68.37,nan,nan,15.85,72.96,0.15%
010004,景顺长城电子信息产业股票C,股票型,2026-06-04,2.0865,2.0865,2.15,-3.67,13.66,20.64,39.68,68.31,122.35,73.74,33.4,108.65,0.00%
001541,汇添富民营新动力股票,股票型,2026-06-04,2.548,2.548,1.15,0.39,11.17,17.96,33.33,68.3,96.6,67.74,28.82,154.8,0.15%
005268,鹏华优势企业,股票型,2026-06-04,2.8287,2.8287,0.44,3.48,17.39,35.2,55.21,67.81,73.47,71.33,53.93,182.87,0.15%
016292,华安物联网主题股票C,股票型,2026-06-04,1.861,1.861,0.05,-2.21,6.16,18.61,28.61,67.51,93.85,56.39,22.76,39.19,0.00%
023525,广发制造智选股票发起式C,股票型,2026-06-04,1.6399,1.7027,0.57,-1.86,6.07,10.25,23.26,67.36,nan,nan,15.55,71.7,0.00%
000751,嘉实新兴产业股票,股票型,2026-06-04,5.115,5.115,1.91,0.31,11.44,22.34,42.12,67.16,70.27,33.9,35.96,411.5,0.15%
000549,华安大国新经济股票A,股票型,2026-06-04,4.447,4.447,0.36,-1.92,7.31,19.51,28.9,66.93,88.67,51.57,23.36,344.7,0.15%
005927,创金合信新能源汽车股票A,股票型,2026-06-04,2.4115,2.4115,0.88,-5.48,8.96,19.58,26.31,66.64,39.21,12.52,19.88,141.15,0.15%
012496,同泰行业优选股票A,股票型,2026-06-04,0.8206,0.8206,-1.13,1.32,17.8,51.77,58.63,66.11,69.9,20.87,50.54,-17.94,0.15%
024377,易方达科智量化选股股票发起式A,股票型,2026-06-04,1.6601,1.6601,0.08,-1.34,2.34,12.22,33.57,66.01,nan,nan,27.07,66.01,0.15%
016291,华安大国新经济股票C,股票型,2026-06-04,4.349,4.349,0.37,-1.92,7.25,19.35,28.52,65.93,86.41,48.89,23.03,30.33,0.00%
011229,创金合信数字经济主题股票A,股票型,2026-06-04,2.1513,2.1513,2.36,2.95,20.21,13.69,21.08,65.6,69.82,40.07,16.17,115.13,0.15%
012497,同泰行业优选股票C,股票型,2026-06-04,0.8051,0.8051,-1.12,1.32,17.76,51.62,58.33,65.49,68.57,19.43,50.32,-19.49,0.00%
005928,创金合信新能源汽车股票C,股票型,2026-06-04,2.2772,2.2772,0.88,-5.49,8.89,19.37,25.87,65.48,37.27,10.17,19.53,127.72,0.00%
024378,易方达科智量化选股股票发起式C,股票型,2026-06-04,1.6537,1.6537,0.08,-1.35,2.3,12.12,33.32,65.37,nan,nan,26.87,65.37,0.00%
005161,华商上游产业股票A,股票型,2026-06-04,3.9889,3.9889,-3.4,-2.42,-13.14,-17.82,3.77,65.32,60.51,77.21,-4.31,298.89,0.15%
011230,创金合信数字经济主题股票C,股票型,2026-06-04,2.1702,2.1702,2.36,2.94,20.15,13.54,20.77,64.76,74.23,42.97,15.92,117.02,0.00%
014376,东吴新能源汽车股票A,股票型,2026-06-04,2.0807,2.0807,-1.91,-2.75,-6.27,20.61,18.53,64.76,106.46,100.18,12.58,108.07,0.15%
018194,建信新材料精选股票发起A,股票型,2026-06-04,2.4006,2.4006,-1.07,-2.19,-7.66,4.64,26.84,64.64,105.27,nan,21.89,140.06,0.15%
009557,申万菱信创业板量化精选股票A,股票型,2026-06-04,1.4066,1.4066,-1.22,-1.59,1.06,11.22,14.39,64.59,119.99,77.65,12.17,40.66,0.15%
018023,华商上游产业股票C,股票型,2026-06-04,3.9124,3.9124,-3.41,-2.43,-13.19,-17.95,3.46,64.34,58.6,74.04,-4.55,60.59,0.00%
011236,摩根行业睿选股票A,股票型,2026-06-04,1.0931,1.0931,-1.88,-1.81,-10.15,13.79,9.82,64.33,95.44,62.21,8.38,9.31,0.15%
004292,鹏华沪深港互联网股票,股票型,2026-06-04,2.6949,2.6949,1.99,0.28,16.51,25.69,20.76,64.32,114.02,50.63,16.85,169.49,0.15%
014377,东吴新能源汽车股票C,股票型,2026-06-04,2.0446,2.0446,-1.91,-2.76,-6.3,20.5,18.3,64.09,104.81,97.78,12.4,104.46,0.00%
018195,建信新材料精选股票发起C,股票型,2026-06-04,2.3719,2.3719,-1.08,-2.2,-7.69,4.54,26.6,64.01,103.44,nan,21.69,137.19,0.00%
010505,申万菱信创业板量化精选股票C,股票型,2026-06-04,1.3097,1.3097,-1.22,-1.59,1.03,11.11,14.16,63.94,118.25,75.54,11.98,30.97,0.00%
009537,太平行业优选股票A,股票型,2026-06-04,1.3566,1.4066,2.8,-3.15,6.45,5.41,28.43,63.76,108.16,90.45,17.74,42.09,0.12%
004476,景顺长城沪港深领先科技股票A,股票型,2026-06-04,2.482,2.482,1.1,-0.96,14.11,28.8,31.6,63.5,86.76,55.81,31.67,148.2,0.15%
011237,摩根行业睿选股票C,股票型,2026-06-04,1.0646,1.0646,-1.89,-1.83,-10.2,13.64,9.54,63.48,93.49,59.78,8.14,6.46,0.00%
008264,南方ESG股票A,股票型,2026-06-04,1.88,1.88,1.2,0.1,7.58,12.07,24.83,63.15,74.24,81.4,21.96,88.0,0.15%
009538,太平行业优选股票C,股票型,2026-06-04,1.3176,1.3676,2.79,-3.16,6.4,5.26,28.11,62.93,106.07,87.59,17.49,38.05,0.00%
023854,景顺长城沪港深领先科技股票C,股票型,2026-06-04,2.475,2.475,1.1,-0.96,14.06,28.57,31.23,62.72,nan,nan,31.3,57.64,0.00%
003984,嘉实新能源新材料股票A,股票型,2026-06-04,2.7954,2.7954,-2.94,-7.08,-18.63,-0.38,3.9,62.16,89.02,32.65,0.19,179.54,0.15%
005802,汇添富智能制造股票A,股票型,2026-06-04,1.9949,1.9949,0.09,-2.23,3.84,10.47,20.78,61.94,72.57,52.34,19.39,99.49,0.15%
008265,南方ESG股票C,股票型,2026-06-04,1.8077,1.8077,1.19,0.08,7.52,11.9,24.05,61.65,72.08,78.08,21.26,80.77,0.00%
003985,嘉实新能源新材料股票C,股票型,2026-06-04,2.6875,2.6875,-2.95,-7.08,-18.67,-0.5,3.64,61.38,87.16,30.7,-0.01,168.75,0.00%
015196,汇添富智能制造股票C,股票型,2026-06-04,1.9432,1.9432,0.09,-2.24,3.78,10.3,20.4,60.95,70.47,49.59,19.08,17.7,0.00%
003834,华夏能源革新股票A,股票型,2026-06-04,3.493,3.493,-1.38,-4.95,-5.31,2.52,9.95,60.6,49.15,24.09,8.11,249.3,0.15%
009601,招商科技动力3个月滚动持有股票A,股票型,2026-06-04,2.0957,2.0957,1.2,-4.65,3.57,16.71,21.17,59.93,124.52,157.55,19.99,109.57,0.15%
519606,国泰金鑫股票A,股票型,2026-06-04,2.6445,2.871,-3.07,-7.22,-22.26,-21.04,-6.6,59.81,77.11,43.58,-13.99,164.45,0.15%
013188,华夏能源革新股票C,股票型,2026-06-04,3.395,3.395,-1.37,-4.96,-5.38,2.38,9.62,59.69,47.42,21.9,7.81,-13.41,0.00%
000309,大摩品质生活精选股票A,股票型,2026-06-04,5.012,5.012,-0.69,-0.67,-1.3,4.16,17.62,59.62,85.56,51.33,14.95,401.2,0.15%
010322,大摩新兴产业股票,股票型,2026-06-04,1.472,1.472,-0.37,-2.27,10.46,19.09,21.45,59.48,81.48,52.57,15.5,47.2,0.15%
019484,大摩品质生活精选股票C,股票型,2026-06-04,4.96,4.96,-0.7,-0.68,-1.33,4.07,17.4,59.03,84.18,nan,14.76,69.75,0.00%
004698,博时军工主题股票A,股票型,2026-06-04,2.323,2.323,0.82,-5.11,0.04,2.74,26.66,58.89,84.22,43.22,11.1,132.3,0.15%
015593,国泰金鑫股票C,股票型,2026-06-04,2.5767,2.5767,-3.07,-7.23,-22.3,-21.15,-6.88,58.87,74.94,40.75,-14.2,42.73,0.00%
002168,嘉实智能汽车股票,股票型,2026-06-04,3.2,3.2,-2.91,-7.0,-14.94,3.03,5.93,58.73,73.54,19.05,2.4,220.0,0.15%
022292,前海开源优选领航股票A,股票型,2026-06-04,1.6576,1.6576,-0.37,2.64,4.73,15.02,21.14,58.71,nan,nan,18.9,65.76,0.15%
009602,招商科技动力3个月滚动持有股票C,股票型,2026-06-04,2.0023,2.0023,1.2,-4.67,3.49,16.47,20.69,58.66,120.98,151.45,19.59,100.23,0.00%
022293,前海开源优选领航股票C,股票型,2026-06-04,1.6476,1.6476,-0.36,2.64,4.69,14.91,20.86,58.01,nan,nan,18.67,64.76,0.00%
011592,博时军工主题股票C,股票型,2026-06-04,2.253,2.253,0.81,-5.1,0.0,2.6,26.29,57.99,82.13,40.72,10.82,22.85,0.00%
000577,安信价值精选股票A,股票型,2026-06-04,5.6374,5.6374,0.11,0.31,10.18,26.37,30.07,57.44,61.09,45.63,26.03,463.74,0.15%
003745,广发多元新兴股票,股票型,2026-06-04,2.3686,2.3686,1.08,-2.37,1.53,9.24,25.92,57.31,72.41,44.1,20.85,136.86,0.15%
008128,湘财长源股票型A,股票型,2026-06-04,1.2088,1.701,-0.66,-3.21,-1.12,5.93,21.46,57.25,67.52,25.04,13.53,77.17,0.15%
023178,安信价值精选股票C,股票型,2026-06-04,5.6072,5.6072,0.11,0.3,10.14,26.25,29.81,56.83,nan,nan,25.82,63.97,0.00%
008129,湘财长源股票型C,股票型,2026-06-04,1.1666,1.6541,-0.65,-3.21,-1.16,5.8,21.17,56.49,65.88,23.19,13.3,71.01,0.00%
014062,景顺长城专精特新量化优选股票A,股票型,2026-06-04,1.1698,1.1698,-0.15,-3.89,3.29,9.86,26.48,56.37,93.29,53.52,19.21,16.98,0.15%
