# ts: 1780645794.4138129
基金代码,基金简称,基金类型,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
022327,宏利高端装备股票A,股票型,2026-06-04,1.5562,1.5562,-1.85,-0.63,-11.73,-9.1,14.58,56.01,nan,nan,4.52,55.62,0.15%
015641,银华数字经济股票发起式A,股票型,2026-06-04,2.1001,2.1001,-0.66,-1.87,5.53,5.74,24.02,55.87,155.67,112.99,22.16,110.01,0.15%
001605,国富沪港深成长精选股票A,股票型,2026-06-04,2.4621,2.4621,-0.27,-0.83,5.92,12.73,16.18,55.84,64.83,55.72,15.5,146.21,0.15%
014063,景顺长城专精特新量化优选股票C,股票型,2026-06-04,1.1488,1.1488,-0.15,-3.9,3.25,9.74,26.23,55.75,91.75,51.68,19.01,14.88,0.00%
009988,信澳蓝筹精选股票A,股票型,2026-06-04,0.9064,0.9064,-0.41,-2.64,5.76,2.82,25.94,55.69,40.48,22.19,18.31,-9.36,0.15%
005968,创金合信工业周期股票A,股票型,2026-06-04,2.3398,2.3398,1.86,-2.33,7.01,8.66,16.6,55.6,34.65,1.89,8.07,133.98,0.15%
015642,银华数字经济股票发起式C,股票型,2026-06-04,2.0818,2.0818,-0.66,-1.88,5.5,5.68,23.89,55.56,154.5,111.54,22.05,108.18,0.00%
022328,宏利高端装备股票C,股票型,2026-06-04,1.5479,1.5479,-1.85,-0.64,-11.77,-9.19,14.35,55.41,nan,nan,4.35,54.79,0.00%
001166,建信环保产业股票A,股票型,2026-06-04,1.3,1.3,-0.69,-5.52,-9.28,-1.14,10.45,55.32,44.77,4.08,3.83,30.0,0.15%
017946,国富沪港深成长精选股票C,股票型,2026-06-04,2.4214,2.4214,-0.27,-0.84,5.88,12.62,15.95,55.22,62.77,53.22,15.31,42.39,0.00%
019879,万家周期驱动股票发起式A,股票型,2026-06-04,1.7714,1.7714,-2.6,-0.08,-9.69,-17.78,7.76,55.2,43.18,nan,3.23,77.14,0.15%
020682,建信环保产业股票C,股票型,2026-06-04,1.292,1.292,-0.69,-5.56,-9.27,-1.22,10.24,54.92,43.88,nan,3.69,68.45,0.00%
162208,宏利首选企业股票A,股票型,2026-06-04,2.4275,3.6058,1.6,2.85,18.88,22.69,34.52,54.67,53.98,40.33,27.26,511.15,0.15%
005969,创金合信工业周期股票C,股票型,2026-06-04,2.2139,2.2139,1.86,-2.35,6.93,8.47,16.19,54.52,32.78,-0.24,7.75,121.39,0.00%
019880,万家周期驱动股票发起式C,股票型,2026-06-04,1.7501,1.7501,-2.6,-0.09,-9.73,-17.88,7.5,54.45,41.88,nan,3.03,75.01,0.00%
001208,诺安低碳经济股票A,股票型,2026-06-04,2.777,3.405,-0.43,-0.32,5.35,8.6,18.73,54.28,67.34,62.08,13.21,284.12,0.15%
017289,宏利首选企业股票C,股票型,2026-06-04,2.3965,2.3965,1.6,2.85,18.86,22.6,34.33,54.12,52.74,38.72,27.1,34.28,0.00%
012126,宏利新能源股票A,股票型,2026-06-04,1.3489,1.3489,-2.66,-6.38,-12.03,2.57,7.83,53.76,49.64,16.71,5.01,34.89,0.15%
022299,安信周期优选股票型发起A,股票型,2026-06-04,1.6194,1.6194,-1.17,-2.4,4.07,-1.86,16.81,53.6,nan,nan,11.13,61.94,0.15%
010349,诺安低碳经济股票C,股票型,2026-06-04,2.717,3.337,-0.4,-0.29,5.31,8.46,18.44,53.5,65.74,59.72,12.97,123.16,0.00%
001008,工银国企改革股票,股票型,2026-06-04,2.978,2.978,-3.12,-4.21,3.76,-9.07,24.86,53.43,48.53,48.23,11.87,197.8,0.15%
000996,中银新动力股票A,股票型,2026-06-04,1.1136,1.1136,0.63,-2.29,-0.04,0.69,27.56,53.39,49.08,15.4,15.76,11.36,0.15%
012127,宏利新能源股票C,股票型,2026-06-04,1.3289,1.3289,-2.66,-6.39,-12.05,2.49,7.69,53.31,48.78,15.68,4.89,32.89,0.00%
022300,安信周期优选股票型发起C,股票型,2026-06-04,1.6092,1.6092,-1.17,-2.42,4.31,-1.71,16.83,53.11,nan,nan,11.19,60.92,0.00%
006195,国金量化多因子股票A,股票型,2026-06-04,3.5199,3.5199,0.04,-1.85,0.17,8.22,22.18,53.04,92.65,72.75,16.99,251.99,0.15%
013465,博时智选量化多因子股票A,股票型,2026-06-04,1.3224,1.7183,-0.29,-3.26,6.04,15.56,18.39,52.9,105.17,92.86,16.16,81.93,0.15%
001223,鹏华文化传媒娱乐股票,股票型,2026-06-04,1.854,1.854,-0.16,-3.03,7.67,16.02,26.55,52.84,71.67,36.52,14.59,85.4,0.15%
018971,富国致弘量化选股股票A,股票型,2026-06-04,1.5554,1.5554,0.12,-1.39,4.69,16.21,27.19,52.82,63.06,nan,21.39,55.54,0.15%
008177,建信高股息主题股票,股票型,2026-06-04,1.4384,2.1149,-0.14,1.35,1.6,3.42,19.37,52.75,49.04,41.76,9.52,126.35,0.15%
014453,中银新动力股票C,股票型,2026-06-04,1.0919,1.0919,0.64,-2.3,-0.1,0.64,27.26,52.5,47.75,13.98,15.67,-22.17,0.00%
016858,国金量化多因子股票C,股票型,2026-06-04,3.4701,3.4701,0.03,-1.85,0.13,8.11,21.94,52.42,91.12,70.69,16.8,95.95,0.00%
000866,华宝制造股票,股票型,2026-06-04,3.163,3.163,-1.74,-3.15,-8.05,-1.59,15.27,52.29,78.6,51.34,10.4,216.3,0.15%
009398,华富成长企业精选股票A,股票型,2026-06-04,1.3123,1.4533,0.21,-2.53,-1.2,5.28,28.05,52.15,68.03,28.88,19.02,46.66,0.15%
013466,博时智选量化多因子股票C,股票型,2026-06-04,1.3175,1.6889,-0.3,-3.27,5.99,15.42,18.09,52.14,103.14,89.99,15.92,77.81,0.00%
018972,富国致弘量化选股股票C,股票型,2026-06-04,1.5299,1.5299,0.12,-1.39,4.64,16.04,26.82,51.91,61.11,nan,21.09,52.99,0.00%
009147,建信新能源行业股票A,股票型,2026-06-04,2.0608,2.0608,-0.76,-3.32,-9.65,-1.26,11.69,51.73,48.12,14.05,4.14,106.08,0.15%
005894,华夏优势精选股票,股票型,2026-06-04,1.7075,1.7075,1.22,-1.33,11.57,25.78,20.31,51.71,80.44,29.79,20.55,70.75,0.15%
000978,景顺长城量化精选股票A,股票型,2026-06-04,2.178,2.432,0.0,-2.33,1.68,5.57,22.15,51.31,64.15,49.62,15.48,152.03,0.15%
020487,华富成长企业精选股票C,股票型,2026-06-04,1.2933,1.2933,0.22,-2.53,-1.25,5.14,27.71,51.25,66.0,nan,18.76,57.74,0.00%
015048,建信新能源行业股票C,股票型,2026-06-04,2.0245,2.0245,-0.76,-3.33,-9.69,-1.36,11.47,51.12,46.93,12.69,3.96,-17.74,0.00%
015537,红塔红土新能源主题精选股票A,股票型,2026-06-04,1.0146,1.0146,-1.89,-6.51,-9.43,5.0,13.01,50.87,61.38,23.39,8.96,1.46,0.10%
001542,国泰互联网+股票,股票型,2026-06-04,2.494,2.653,2.3,-1.11,11.79,14.61,18.93,50.69,42.51,3.14,15.84,174.54,0.15%
023853,景顺长城量化精选股票C,股票型,2026-06-04,2.167,2.368,-0.05,-2.34,1.59,5.6,22.02,50.68,nan,nan,15.39,47.0,0.00%
011882,招商蓝筹精选股票A,股票型,2026-06-04,1.0728,1.0728,-0.25,-3.19,4.7,9.66,20.46,50.32,77.65,62.67,17.0,7.28,0.15%
015538,红塔红土新能源主题精选股票C,股票型,2026-06-04,0.9997,0.9997,-1.89,-6.54,-9.48,4.88,12.77,50.26,60.08,21.91,8.77,-0.03,0.00%
005457,景顺长城量化小盘股票A,股票型,2026-06-04,2.0875,2.3675,-0.32,-2.55,0.86,5.38,19.76,49.24,83.56,59.02,13.7,154.65,0.15%
014187,华夏量化优选股票A,股票型,2026-06-04,1.3015,1.3015,-0.3,-1.04,2.79,9.1,24.15,49.2,65.8,53.68,17.75,30.15,0.15%
011883,招商蓝筹精选股票C,股票型,2026-06-04,1.031,1.031,-0.25,-3.2,4.62,9.42,19.88,49.01,74.66,58.66,16.51,3.1,0.00%
320022,诺安研究精选股票A,股票型,2026-06-04,2.616,4.545,-0.27,-8.95,-10.04,-13.35,23.57,48.81,55.44,28.68,-1.62,354.49,0.15%
023129,富国致盛量化选股股票A,股票型,2026-06-04,1.5161,1.5161,0.43,-0.32,7.59,18.25,27.24,48.51,nan,nan,22.52,51.61,0.15%
023855,景顺长城量化小盘股票C,股票型,2026-06-04,2.075,2.075,-0.33,-2.56,0.8,5.22,19.4,48.34,nan,nan,13.41,49.06,0.00%
011149,创金合信ESG责任投资股票A,股票型,2026-06-04,1.3605,1.3605,-0.69,1.58,3.26,-0.77,16.08,48.33,37.51,16.76,11.87,36.05,0.75%
011645,国泰核心价值两年持有期股票A,股票型,2026-06-04,1.1468,1.1468,-1.24,-2.66,-2.97,0.07,18.8,48.26,63.41,57.1,9.96,14.68,0.15%
010120,九泰久福量化股票A,股票型,2026-06-04,1.0396,1.0396,-0.26,-1.6,3.91,7.21,19.76,48.26,62.54,41.1,17.66,3.96,0.12%
014188,华夏量化优选股票C,股票型,2026-06-04,1.2614,1.2614,-0.3,-1.06,2.73,8.92,23.73,48.17,63.5,50.49,17.42,26.14,0.00%
023130,富国致盛量化选股股票C,股票型,2026-06-04,1.5059,1.5059,0.43,-0.33,7.52,18.07,26.87,47.65,nan,nan,22.21,50.59,0.00%
019505,国泰海通中证1000优选股票发起A,股票型,2026-06-04,1.4762,1.7938,-0.26,-3.43,0.44,7.32,19.44,47.64,95.72,nan,14.78,85.6,0.15%
011150,创金合信ESG责任投资股票C,股票型,2026-06-04,1.3241,1.3241,-0.7,1.56,3.2,-0.91,15.8,47.61,36.14,15.03,11.64,32.41,0.00%
016449,南方新材料股票发起A,股票型,2026-06-04,1.2643,1.2643,-0.11,1.32,-6.65,-9.1,8.59,47.6,63.62,24.94,3.03,26.43,0.15%
010121,九泰久福量化股票C,股票型,2026-06-04,1.012,1.012,-0.26,-1.6,3.86,7.08,19.45,47.52,60.92,38.99,17.4,1.2,0.00%
011646,国泰核心价值两年持有期股票C,股票型,2026-06-04,1.1184,1.1184,-1.25,-2.67,-3.02,-0.05,18.49,47.49,61.78,54.75,9.71,11.84,0.00%
000696,汇添富环保行业股票,股票型,2026-06-04,1.93,2.171,-0.72,-3.55,-0.97,6.34,11.18,47.22,42.54,10.1,9.04,115.84,0.15%
015627,圆信永丰弘阳股票A,股票型,2026-06-04,1.2705,1.2705,1.56,-3.38,10.27,24.24,22.21,47.17,58.57,43.33,20.32,27.05,0.15%
016450,南方新材料股票发起C,股票型,2026-06-04,1.2497,1.2497,-0.12,1.31,-6.7,-9.19,8.38,47.14,62.53,23.6,2.86,24.97,0.00%
019941,富国洞见价值股票A,股票型,2026-06-04,1.5977,1.5977,-1.49,-4.27,-2.99,-0.61,7.16,47.09,44.55,nan,6.55,59.77,0.15%
019506,国泰海通中证1000优选股票发起C,股票型,2026-06-04,1.4615,1.7767,-0.27,-3.44,0.39,7.2,19.2,47.05,94.15,nan,14.58,83.76,0.00%
015628,圆信永丰弘阳股票C,股票型,2026-06-04,1.2685,1.2685,1.56,-3.37,10.23,24.12,21.97,46.94,58.33,43.11,20.11,26.85,0.00%
000925,汇添富外延增长股票A,股票型,2026-06-04,2.024,2.281,-0.34,0.15,0.4,1.05,12.82,46.77,42.24,74.44,8.58,139.68,0.15%
011836,银华智能建造股票发起式,股票型,2026-06-04,0.7022,0.7022,0.41,1.44,2.17,9.09,16.18,46.66,39.74,9.22,13.0,-29.78,0.15%
206012,鹏华价值精选股票,股票型,2026-06-04,4.166,4.166,0.36,-3.14,0.8,2.38,15.4,46.38,64.73,39.33,10.24,316.6,0.15%
011424,汇添富外延增长股票C,股票型,2026-06-04,1.968,2.225,-0.3,0.15,0.36,0.97,12.65,46.21,41.14,72.47,8.49,22.96,0.00%
019942,富国洞见价值股票C,股票型,2026-06-04,1.5704,1.5704,-1.49,-4.28,-3.04,-0.75,6.83,46.19,42.45,nan,6.27,57.04,0.00%
000082,嘉实研究阿尔法股票A,股票型,2026-06-04,2.462,3.297,-0.28,-0.57,2.54,9.42,18.14,46.11,52.16,43.56,14.3,381.09,0.15%
001790,国泰智能汽车股票A,股票型,2026-06-04,2.6474,2.6474,1.41,-3.7,10.12,10.71,14.13,45.82,55.91,28.33,5.33,164.74,0.15%
011425,广发优势成长股票A,股票型,2026-06-04,0.5846,0.5846,-1.52,-1.23,-7.13,-11.11,12.44,45.64,45.53,8.95,2.26,-41.54,0.15%
007137,鹏扬元合量化大盘A,股票型,2026-06-04,1.6937,1.9677,-0.15,0.1,2.97,9.27,18.85,45.59,57.52,43.0,15.46,108.45,0.15%
005635,博时量化多策略股票A,股票型,2026-06-04,1.8173,2.0835,0.3,-1.03,1.09,5.1,13.78,45.57,56.56,46.93,8.06,120.9,0.15%
019306,嘉实研究阿尔法股票C,股票型,2026-06-04,2.431,2.431,-0.29,-0.61,2.49,9.26,17.84,45.39,50.62,nan,14.02,46.36,0.00%
004812,中欧先进制造股票A,股票型,2026-06-04,3.0073,3.0073,-1.18,-5.64,-8.6,2.55,6.07,45.25,45.7,28.5,4.91,200.73,0.15%
014668,银华专精特新量化优选股票发起A,股票型,2026-06-04,1.698,1.698,-0.08,-3.86,1.18,6.52,21.35,45.25,108.6,71.76,14.72,69.8,0.15%
011323,国泰智能汽车股票C,股票型,2026-06-04,2.59,2.59,1.4,-3.71,10.07,10.61,13.9,45.24,54.63,26.77,5.15,2.01,0.00%
001616,嘉实环保低碳股票,股票型,2026-06-04,3.091,3.091,-3.07,-6.84,-15.29,0.26,2.49,45.19,61.58,17.44,-0.45,209.1,0.15%
011426,广发优势成长股票C,股票型,2026-06-04,0.5723,0.5723,-1.51,-1.24,-7.18,-11.22,12.22,45.07,44.37,7.64,2.07,-42.77,0.00%
007831,博道伍佰智航股票A,股票型,2026-06-04,2.0328,2.3248,0.53,-2.02,4.05,7.92,19.37,45.02,84.35,75.53,13.68,154.78,0.12%
014669,银华专精特新量化优选股票发起C,股票型,2026-06-04,1.6784,1.6784,-0.08,-3.86,1.15,6.45,21.17,44.81,107.36,70.22,14.58,67.84,0.00%
013049,兴业能源革新股票A,股票型,2026-06-04,1.0218,1.0218,-1.77,-8.38,-13.52,-0.71,1.64,44.73,46.01,33.59,-1.23,2.18,0.15%
007832,博道伍佰智航股票C,股票型,2026-06-04,1.9862,2.2782,0.53,-2.03,4.02,7.84,19.19,44.59,83.26,73.97,13.54,149.75,0.00%
005636,博时量化多策略股票C,股票型,2026-06-04,1.7409,1.968,0.29,-1.05,1.01,4.89,13.32,44.4,54.08,43.43,7.68,106.82,0.00%
007138,鹏扬元合量化大盘C,股票型,2026-06-04,1.5806,1.8426,-0.16,0.08,2.88,9.04,18.37,44.4,54.98,39.57,15.06,94.36,0.00%
001975,景顺长城环保优势股票,股票型,2026-06-04,4.769,4.769,1.62,-4.35,4.95,7.65,25.07,44.12,86.29,50.44,20.25,376.9,0.15%
004813,中欧先进制造股票C,股票型,2026-06-04,2.8717,2.8717,-1.18,-5.66,-8.67,2.34,5.65,44.08,43.39,25.44,4.55,187.17,0.00%
013050,兴业能源革新股票C,股票型,2026-06-04,0.9978,0.9978,-1.76,-8.38,-13.56,-0.83,1.39,44.02,44.57,31.6,-1.43,-0.22,0.00%
001764,广发沪港深新机遇股票,股票型,2026-06-04,1.687,1.824,1.63,0.42,15.79,22.69,47.21,43.57,66.37,66.86,37.71,88.39,0.15%
005960,博时量化价值股票A,股票型,2026-06-04,1.7909,2.0468,-0.83,-1.33,-3.0,3.28,15.39,42.8,57.83,57.01,10.8,117.37,0.15%
002121,广发沪港深新起点股票A,股票型,2026-06-04,2.4053,2.4903,0.56,0.52,7.08,13.52,16.32,42.77,64.38,84.91,16.73,157.46,0.15%
001736,圆信永丰优加生活,股票型,2026-06-04,4.0966,4.0966,-1.13,-1.74,-0.71,5.64,16.47,42.36,40.25,28.88,14.05,309.66,0.15%
007388,摩根研究驱动股票A,股票型,2026-06-04,1.3394,1.3394,0.14,-0.99,2.17,8.23,20.33,42.17,44.08,28.44,14.91,33.94,0.15%
010024,广发沪港深新起点股票C,股票型,2026-06-04,2.3404,2.3404,0.56,0.51,7.04,13.41,16.03,42.14,62.28,81.85,16.48,33.74,0.00%
001637,嘉实量化精选股票,股票型,2026-06-04,1.9222,2.2732,0.19,-1.26,-0.44,1.06,15.95,42.1,48.42,36.1,9.47,139.79,0.15%
011498,富国沪深300基本面精选股票A,股票型,2026-06-04,1.2002,1.2002,-1.15,-0.13,-2.87,0.36,8.93,42.09,62.19,52.93,5.74,20.02,0.15%
001277,博时国企改革股票A,股票型,2026-06-04,0.889,0.889,0.41,-1.97,-1.45,2.08,14.36,41.83,35.11,27.55,8.26,-11.1,0.15%
002952,建信多因子量化股票,股票型,2026-06-04,1.913,1.913,0.78,-0.3,11.33,18.77,35.52,41.79,65.1,56.07,29.39,91.3,0.15%
011934,中航量化阿尔法六个月持有A,股票型,2026-06-04,1.2027,1.2027,0.28,-1.84,-0.76,2.35,11.96,41.74,66.72,41.15,7.91,20.27,0.15%
005961,博时量化价值股票C,股票型,2026-06-04,1.7131,1.9368,-0.83,-1.35,-3.07,3.07,14.93,41.67,55.34,53.28,10.44,103.94,0.00%
001705,泓德战略转型股票,股票型,2026-06-04,1.7328,2.6328,-0.4,-1.17,2.5,9.28,15.3,41.55,57.26,38.8,11.23,195.29,0.15%
006257,信澳先进智造股票型A,股票型,2026-06-04,2.6596,3.2799,1.63,-6.45,9.75,15.25,17.64,41.45,109.55,51.74,15.54,248.35,0.15%
014382,博时国企改革股票C,股票型,2026-06-04,0.874,0.874,0.41,-1.98,-1.49,1.97,14.13,41.26,34.05,25.94,8.07,-15.31,0.00%
011499,富国沪深300基本面精选股票C,股票型,2026-06-04,1.1645,1.1645,-1.16,-0.15,-2.93,0.2,8.6,41.24,60.27,50.2,5.46,16.45,0.00%
002210,创金合信量化多因子股票A,股票型,2026-06-04,1.6686,2.2992,-0.57,-3.22,0.95,4.37,15.0,41.18,70.47,43.16,9.32,165.17,0.15%
005259,建信龙头企业股票,股票型,2026-06-04,2.601,2.601,0.17,-0.35,8.36,15.84,11.66,41.07,72.43,67.78,11.2,160.1,0.15%
007389,摩根研究驱动股票C,股票型,2026-06-04,1.2767,1.2767,0.13,-1.01,2.09,8.0,19.84,41.04,41.79,25.39,14.51,27.67,0.00%
004997,广发高端制造股票A,股票型,2026-06-04,1.5481,1.5481,-0.96,-4.44,-4.14,-0.87,9.14,41.01,10.71,-24.67,5.82,54.79,0.15%
011935,中航量化阿尔法六个月持有C,股票型,2026-06-04,1.1687,1.1687,0.28,-1.85,-0.81,2.2,11.62,40.89,64.74,38.62,7.64,16.87,0.00%
006251,银华兴盛股票A,股票型,2026-06-04,1.7788,1.7788,0.02,-0.68,2.98,6.94,16.52,40.85,21.94,6.61,12.45,77.88,0.15%
018240,嘉实制造升级股票发起式A,股票型,2026-06-04,1.6998,1.6998,1.78,-4.07,7.41,6.71,15.85,40.75,91.63,nan,4.6,69.98,0.15%
009550,汇添富开放视野中国优势六个月持有股票A,股票型,2026-06-04,0.9248,0.9248,-0.4,-0.22,3.42,11.77,15.96,40.74,42.76,36.62,12.56,-7.52,0.15%
020748,国联智选先锋股票A,股票型,2026-06-04,1.5481,1.8536,-0.39,-2.39,0.6,3.76,14.81,40.65,89.41,nan,9.35,89.41,0.15%
000594,大摩进取优选股票,股票型,2026-06-04,3.045,3.045,-0.23,-1.07,0.23,8.25,17.52,40.58,53.63,21.85,12.95,204.5,0.15%
010160,广发高端制造股票C,股票型,2026-06-04,1.5137,1.5137,-0.96,-4.44,-4.17,-0.97,8.93,40.46,9.82,-25.57,5.64,-30.85,0.00%
001725,汇添富高端制造股票A,股票型,2026-06-04,3.245,3.245,-0.55,0.34,3.11,6.01,13.42,40.42,41.33,37.85,13.11,224.5,0.15%
024395,银华兴盛股票C,股票型,2026-06-04,1.7728,1.7728,0.02,-0.69,2.93,6.82,16.28,40.33,nan,nan,12.26,41.78,0.00%
018241,嘉实制造升级股票发起式C,股票型,2026-06-04,1.6812,1.6812,1.78,-4.08,7.37,6.6,15.63,40.18,90.22,nan,4.42,68.12,0.00%
003865,创金合信量化多因子股票C,股票型,2026-06-04,1.5122,2.1428,-0.57,-3.23,0.88,4.17,14.57,40.12,67.93,39.82,8.97,96.16,0.00%
018728,华夏智胜新锐股票A,股票型,2026-06-04,1.6307,1.6307,-0.48,-2.78,-0.83,3.67,14.3,40.01,83.51,nan,10.5,63.07,0.15%
020749,国联智选先锋股票C,股票型,2026-06-04,1.5324,1.8357,-0.4,-2.41,0.55,3.62,14.51,39.95,87.5,nan,9.11,87.5,0.00%
019079,国富招瑞优选股票A,股票型,2026-06-04,1.6463,1.6463,0.37,-0.75,3.61,6.74,19.01,39.78,55.69,nan,13.62,64.63,0.15%
009551,汇添富开放视野中国优势六个月持有股票C,股票型,2026-06-04,0.8823,0.8823,-0.41,-0.24,3.34,11.54,15.5,39.6,40.49,33.36,12.18,-11.77,0.00%
501219,华夏智胜先锋股票(LOF)A,股票型,2026-06-04,1.7531,1.7531,-0.22,-1.88,0.48,3.42,13.9,39.54,61.04,52.88,9.49,75.31,0.15%
015114,汇添富高端制造股票C,股票型,2026-06-04,3.166,3.166,-0.57,0.35,3.06,5.85,13.11,39.53,39.78,35.53,12.83,25.78,0.00%
018729,华夏智胜新锐股票C,股票型,2026-06-04,1.6119,1.6119,-0.48,-2.79,-0.86,3.57,14.08,39.46,82.07,nan,10.31,61.19,0.00%
010128,宝盈发展新动能股票A,股票型,2026-06-04,1.5731,1.5731,0.1,-0.48,4.99,1.85,12.66,39.4,72.91,56.28,10.73,57.31,0.15%
000803,工银研究精选股票,股票型,2026-06-04,4.156,4.156,-1.7,-4.24,-4.17,-4.24,-5.35,39.28,52.07,40.12,-7.58,315.6,0.15%
019080,国富招瑞优选股票C,股票型,2026-06-04,1.6313,1.6313,0.36,-0.76,3.57,6.62,18.77,39.21,54.51,nan,13.42,63.13,0.00%
014198,华夏智胜先锋股票C,股票型,2026-06-04,1.7222,1.7222,-0.22,-1.89,0.44,3.32,13.68,38.99,59.77,51.06,9.3,72.22,0.00%
000971,诺安新经济股票,股票型,2026-06-04,1.877,1.877,-0.58,-1.68,0.0,0.86,14.1,38.93,36.81,20.63,9.19,87.7,0.15%
005402,广发资源优选股票A,股票型,2026-06-04,1.9737,1.9737,-2.23,-0.79,-9.44,-14.48,10.1,38.88,16.13,36.01,0.54,97.37,0.15%
010129,宝盈发展新动能股票C,股票型,2026-06-04,1.5219,1.5219,0.1,-0.49,4.94,1.72,12.38,38.72,70.39,53.22,10.49,52.19,0.00%
001236,博时丝路主题股票A,股票型,2026-06-04,2.244,2.244,-0.36,-5.12,-5.2,-5.08,7.27,38.6,22.49,28.45,1.31,124.4,0.15%
010235,广发资源优选股票C,股票型,2026-06-04,1.9304,1.9304,-2.23,-0.8,-9.47,-14.56,9.88,38.32,15.21,34.39,0.37,14.34,0.00%
002871,华夏智胜价值成长A,股票型,2026-06-04,2.3584,2.3584,-0.43,-2.04,-0.22,2.49,12.85,38.24,64.15,51.17,7.72,135.84,0.15%
002556,博时丝路主题股票C,股票型,2026-06-04,2.156,2.156,-0.37,-5.11,-5.23,-5.15,7.0,37.94,21.33,26.53,1.13,197.38,0.00%
002872,华夏智胜价值成长C,股票型,2026-06-04,2.3208,2.3208,-0.43,-2.04,-0.25,2.42,12.7,37.89,63.33,50.03,7.6,132.08,0.00%
017132,中银新能源产业股票A,股票型,2026-06-04,1.3983,1.3983,1.1,-4.9,2.01,-1.94,18.87,37.47,51.53,nan,14.04,39.83,0.15%
519975,长信量化中小盘股票A,股票型,2026-06-04,2.007,2.407,-0.3,-3.56,-2.67,4.21,12.94,37.0,60.69,46.82,8.02,175.52,0.15%
004686,华夏研究精选股票,股票型,2026-06-04,1.9136,1.9136,-0.46,-1.34,4.8,14.67,16.56,36.93,44.83,38.85,13.17,91.36,0.15%
017133,中银新能源产业股票C,股票型,2026-06-04,1.3782,1.3782,1.09,-4.91,1.96,-2.05,18.63,36.9,50.39,nan,13.83,37.82,0.00%
023752,长信量化中小盘股票C,股票型,2026-06-04,1.999,1.999,-0.25,-3.52,-2.68,4.11,12.75,36.45,nan,nan,7.82,38.24,0.00%
001718,工银物流产业股票A,股票型,2026-06-04,5.245,5.245,1.02,-2.31,1.53,7.39,12.6,36.38,66.24,45.41,6.84,424.5,0.15%
017038,富国中证1000优选股票A,股票型,2026-06-04,1.4346,1.4346,-0.36,-3.13,-0.1,0.55,12.37,36.36,59.28,38.73,6.84,43.46,0.15%
011224,九泰盈泰量化股票A,股票型,2026-06-04,0.9787,0.9787,-1.47,-3.12,-3.07,-5.1,5.11,36.31,30.65,24.0,3.42,-2.13,0.15%
018650,光大国企改革股票C,股票型,2026-06-04,1.772,1.772,-0.28,-1.06,-0.28,0.23,18.21,36.1,34.24,nan,11.31,23.66,0.00%
010420,民生加银成长优选股票A,股票型,2026-06-04,0.9858,0.9858,0.49,3.02,12.2,25.58,24.5,35.95,60.92,29.8,22.61,-1.42,0.15%
000418,景顺长城成长之星股票A,股票型,2026-06-04,4.742,5.736,0.85,-1.94,2.22,8.07,13.18,35.94,42.91,44.62,12.26,502.93,0.15%
015001,工银物流产业股票C,股票型,2026-06-04,5.166,5.166,1.02,-2.31,1.49,7.29,12.33,35.7,64.63,43.26,6.63,38.46,0.00%
017650,中庚港股通价值股票,股票型,2026-06-04,1.3551,1.3551,-1.53,1.99,2.13,7.11,7.4,35.69,49.04,42.81,8.59,35.51,0.15%
008854,南方内需增长两年股票A,股票型,2026-06-04,1.266,1.266,0.82,-1.36,3.71,8.35,10.48,35.56,41.06,41.42,8.38,26.6,0.15%
017039,富国中证1000优选股票C,股票型,2026-06-04,1.404,1.404,-0.35,-3.14,-0.16,0.38,12.02,35.51,57.35,36.2,6.54,40.4,0.00%
011225,九泰盈泰量化股票C,股票型,2026-06-04,0.9508,0.9508,-1.47,-3.13,-3.13,-5.24,4.79,35.48,29.08,21.77,3.16,-4.92,0.00%
001163,银华中国梦30股票,股票型,2026-06-04,1.874,2.157,0.92,1.19,12.28,24.19,26.11,35.4,35.6,22.24,24.68,119.79,0.15%
014139,易方达高质量增长量化精选股票A,股票型,2026-06-04,1.0815,1.0815,-1.03,-0.61,4.24,9.81,11.52,35.37,51.62,27.54,9.36,8.15,0.15%
021503,景顺长城成长之星股票C,股票型,2026-06-04,4.703,5.695,0.84,-1.98,2.15,7.94,12.93,35.37,41.75,nan,12.06,40.59,0.00%
007470,博道叁佰智航股票A,股票型,2026-06-04,1.8736,2.0466,-0.1,0.07,4.17,11.47,14.86,35.36,52.03,49.83,11.3,112.96,0.12%
007590,华宝绿色领先股票A,股票型,2026-06-04,1.5553,1.5553,-2.98,-6.91,-17.75,8.75,19.78,35.27,37.59,14.55,20.97,55.53,0.15%
001974,景顺长城量化新动力股票A,股票型,2026-06-04,2.234,2.519,-0.36,-0.45,3.0,7.92,14.21,35.23,43.05,37.78,10.81,161.5,0.15%
000746,招商行业精选股票基金,股票型,2026-06-04,6.049,6.049,-1.06,-2.47,-8.85,-8.17,10.65,35.23,63.89,88.44,5.71,504.9,0.15%
021316,民生加银智选成长股票A,股票型,2026-06-04,1.6903,1.6903,-0.62,-2.32,-1.03,1.68,16.4,35.13,nan,nan,11.04,69.03,0.15%
014140,易方达高质量增长量化精选股票C,股票型,2026-06-04,1.0679,1.0679,-1.03,-0.61,4.27,9.76,11.36,34.92,50.05,26.48,9.24,6.79,0.00%
007471,博道叁佰智航股票C,股票型,2026-06-04,1.8185,1.9915,-0.09,0.07,4.13,11.36,14.63,34.81,50.83,48.04,11.11,107.1,0.00%
