ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000905.SH,20230802,6077.4645,6088.1355,6111.2437,6059.8653,6098.8789,-21.4144,-0.3511,147154529.0,135758673.3446
000905.SH,20230803,6098.6868,6062.6427,6101.8106,6047.676,6077.4645,21.2223,0.3492,146479011.0,138777463.9296
000905.SH,20230804,6128.556,6126.1504,6164.1552,6105.6391,6098.6868,29.8692,0.4898,196943501.0,186850093.5685
000905.SH,20230807,6090.7307,6115.8362,6117.9163,6072.5354,6128.556,-37.8253,-0.6172,145319137.0,154416328.5431
000905.SH,20230808,6066.1019,6077.3032,6088.0983,6044.2376,6090.7307,-24.6288,-0.4044,121545728.0,131357351.5263
000905.SH,20230809,6021.7506,6049.449,6062.0243,6012.247,6066.1019,-44.3513,-0.7311,98809174.0,116294678.3539
000905.SH,20230810,6031.7105,6013.3501,6040.4605,5999.5626,6021.7506,9.9599,0.1654,99842638.0,103950301.3693
000905.SH,20230811,5913.3502,6030.0453,6030.0453,5913.3502,6031.7105,-118.3603,-1.9623,113072007.0,115393420.3363
000905.SH,20230814,5916.8029,5864.4821,5919.8035,5833.4629,5913.3502,3.4527,0.0584,103675706.0,116321082.1921
000905.SH,20230815,5879.7782,5919.7688,5926.4197,5830.9695,5916.8029,-37.0247,-0.6258,92417381.0,107626210.8419
000905.SH,20230816,5833.2155,5858.5966,5891.8116,5833.2155,5879.7782,-46.5627,-0.7919,104950425.0,114013689.38
000905.SH,20230817,5874.3609,5808.9095,5882.1512,5778.5287,5833.2155,41.1454,0.7054,113576384.0,120852973.4766
000905.SH,20230818,5777.7972,5875.1097,5891.3976,5777.7972,5874.3609,-96.5637,-1.6438,102931845.0,109766358.5944
000905.SH,20230821,5710.7783,5764.6679,5802.5119,5710.7783,5777.7972,-67.0189,-1.1599,92835698.0,96691987.1256
000905.SH,20230822,5741.0606,5733.2548,5754.5746,5646.5119,5710.7783,30.2823,0.5303,106175193.0,120035178.9241
