ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399001.SZ,20230728,11100.3951,10895.4825,11120.5888,10877.4048,10923.7746,176.6205,1.6168,147039401.95,234086069.74166
399001.SZ,20230731,11183.9113,11158.7212,11289.1578,11153.7235,11100.3951,83.5162,0.7524,173372851.84,287949812.19219
399001.SZ,20230801,11143.2347,11168.5017,11211.6805,11102.841,11183.9113,-40.6766,-0.3637,132991755.33,222177345.10887
399001.SZ,20230802,11104.1586,11120.8641,11176.9362,11073.2293,11143.2347,-39.0761,-0.3507,111715870.8,180751887.01887
399001.SZ,20230803,11163.4197,11067.7496,11164.764,11067.2917,11104.1586,59.2611,0.5337,114006533.37,185211007.49346
399001.SZ,20230804,11238.0613,11229.4637,11305.5014,11185.9025,11163.4197,74.6416,0.6686,156668539.7,253695033.72884
399001.SZ,20230807,11145.0304,11207.5809,11207.5809,11113.1403,11238.0613,-93.0309,-0.8278,127214597.54,219710443.70522
399001.SZ,20230808,11098.4456,11126.6892,11156.2085,11075.4499,11145.0304,-46.5848,-0.418,105710100.95,178207819.8327
399001.SZ,20230809,11039.4508,11068.5296,11096.9261,11023.3679,11098.4456,-58.9948,-0.5316,93602303.02,166280250.66543
399001.SZ,20230810,11050.2215,11023.2437,11060.4657,10974.5038,11039.4508,10.7707,0.0976,84775180.51,149352526.98293
399001.SZ,20230811,10808.8655,11060.8485,11060.8485,10808.8655,11050.2215,-241.356,-2.1842,103630203.47,168585486.17746
399001.SZ,20230814,10755.1425,10697.8129,10763.297,10607.7105,10808.8655,-53.723,-0.497,97995344.58,173910983.69036
399001.SZ,20230815,10679.728,10764.799,10780.5204,10589.8473,10755.1425,-75.4145,-0.7012,88115663.29,158217346.66404
399001.SZ,20230816,10579.5575,10640.1312,10686.9215,10579.4722,10679.728,-100.1705,-0.9379,87060017.04,152920843.11794
399001.SZ,20230817,10644.5235,10540.4373,10656.8349,10469.7941,10579.5575,64.966,0.6141,90880108.05,157838513.21474
