ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20230803,3280.4626,3254.5651,3280.8636,3247.2719,3261.6903,18.7723,0.5755,384691317.0,389530671.9671
000001.SH,20230804,3288.0842,3296.0944,3315.0492,3281.7343,3280.4626,7.6216,0.2323,470927697.0,497188089.3893
000001.SH,20230807,3268.8311,3276.7756,3276.7756,3258.5372,3288.0842,-19.2531,-0.5855,360341484.0,393056934.1815
000001.SH,20230808,3260.6196,3260.7218,3274.5186,3246.6745,3268.8311,-8.2115,-0.2512,316520733.0,355750325.3405
000001.SH,20230809,3244.4867,3251.1521,3257.0816,3240.2888,3260.6196,-16.1329,-0.4948,271218538.0,309778299.5736
000001.SH,20230810,3254.5597,3242.2057,3257.0298,3234.1158,3244.4867,10.073,0.3105,287412142.0,307263291.7332
000001.SH,20230811,3189.248,3254.4751,3254.4751,3189.248,3254.5597,-65.3117,-2.0068,330137750.0,339187129.8407
000001.SH,20230814,3178.4272,3159.7138,3180.5067,3141.6551,3189.248,-10.8208,-0.3393,299840327.0,322632054.3965
000001.SH,20230815,3176.1758,3180.5579,3186.234,3147.3459,3178.4272,-2.2514,-0.0708,273251922.0,300827985.3746
000001.SH,20230816,3150.1277,3164.7019,3176.626,3149.7226,3176.1758,-26.0481,-0.8201,281728292.0,303611332.6384
000001.SH,20230817,3163.7393,3137.3514,3167.4457,3123.2495,3150.1277,13.6116,0.4321,294692586.0,320785474.1076
000001.SH,20230818,3131.953,3165.0998,3179.1159,3131.953,3163.7393,-31.7863,-1.0047,294390352.0,320449006.9367
000001.SH,20230821,3092.9777,3125.9897,3134.9571,3092.9777,3131.953,-38.9753,-1.2444,265753423.0,293721061.6212
000001.SH,20230822,3120.3338,3103.7807,3126.7838,3074.5307,3092.9777,27.3561,0.8845,309316335.0,348637687.6068
000001.SH,20230823,3078.4021,3116.2661,3116.3765,3077.6056,3120.3338,-41.9317,-1.3438,272244124.0,297986364.377
000001.SH,20230824,3082.2439,3085.9107,3106.1824,3072.9511,3078.4021,3.8418,0.1248,300024637.0,332447831.2616
000001.SH,20230825,3064.0747,3068.615,3085.047,3053.0373,3082.2439,-18.1692,-0.5895,293347686.0,317757173.3997
000001.SH,20230828,3098.6363,3219.0432,3219.0432,3089.1194,3064.0747,34.5616,1.128,485607764.0,517234120.9086
000001.SH,20230829,3135.8867,3091.9379,3145.761,3090.4377,3098.6363,37.2504,1.2022,398875780.0,443979436.9751
000001.SH,20230830,3137.1375,3144.4067,3153.689,3126.9024,3135.8867,1.2508,0.0399,347511867.0,414729469.5993
000001.SH,20230831,3119.8764,3134.5529,3139.9801,3113.9459,3137.1375,-17.2611,-0.5502,313448242.0,362507128.7767
000001.SH,20230901,3133.2467,3126.0234,3143.8457,3123.1896,3119.8764,13.3703,0.4286,292310992.0,334739632.9247
000001.SH,20230904,3177.0603,3145.9435,3177.0603,3143.3793,3133.2467,43.8136,1.3983,366391140.0,404500273.0175
000001.SH,20230905,3154.3693,3169.7384,3169.7384,3150.0753,3177.0603,-22.691,-0.7142,294061849.0,342760613.428
000001.SH,20230906,3158.0769,3147.1363,3162.1547,3136.8998,3154.3693,3.7076,0.1175,267002230.0,324001129.6933
000001.SH,20230907,3122.3523,3152.2028,3152.2662,3120.8229,3158.0769,-35.7246,-1.1312,269264733.0,317186963.334
000001.SH,20230908,3116.7191,3114.2296,3126.0412,3104.6743,3122.3523,-5.6332,-0.1804,228125064.0,270006714.9343
000001.SH,20230911,3142.779,3119.6101,3155.1026,3113.8164,3116.7191,26.0599,0.8361,290442917.0,351883735.9766
