板块代码,板块名称,交易日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余额,融券卖出量,融券偿还量,融券净卖出,板块类型
578,稀土永磁,2026-01-27 00:00:00,48577140483,6378909329,6842049583,-463140254,260568679.84,827200,933100,2142684.2,财富通概念
156,河南板块,2026-01-27 00:00:00,48480903320,5770058873,5806812959,-36754086,206728005.83,1151037,989800,1493428.6275,财富通地域
629,北斗导航,2026-01-27 00:00:00,48239235127,6289779934,6928332886,-638552952,251948863.15,611388,799029,-8948891.1997,财富通概念
918,特高压,2026-01-27 00:00:00,48198473419,6724525639,7348386908,-623861269,269011792.88,866100,1458000,-8167543.77,财富通概念
1047,数据安全,2026-01-27 00:00:00,48184811586,5286221529,5321266786,-35045257,104246152.83,409976,959370,-11740477.6474,财富通概念
675,病毒防治,2026-01-27 00:00:00,47580933576,4372797867,4100349568,272448299,169345535.13,827556,532518,2433098.5164,财富通概念
545,通用设备,2026-01-27 00:00:00,46961982321,5027581185,5716591415,-689010230,126608884.76,438178,452839,1361673.3044,财富通行业
457,电网设备,2026-01-27 00:00:00,46739443732,6137784880,7171864192,-1034079312,224631685.47,519603,932400,-11149696.2598,财富通行业
1038,光学光电子,2026-01-27 00:00:00,46687202773,4479787679,4356839508,122948171,104172936.36,874170,575285,2293802.4284,财富通行业
1177,荣耀概念,2026-01-27 00:00:00,46446764337,4600435243,4488537852,111897391,120735259.67,372988,221952,802350.8464,财富通概念
896,白酒,2026-01-27 00:00:00,46155965804,1840073740,2094243160,-254169420,383656189.69,573900,191100,7407433.39,财富通概念
964,6G概念,2026-01-27 00:00:00,46042910722,6090592655,6110996480,-20403825,174140063.27,355800,663740,-9089571.875,财富通概念
906,流感,2026-01-27 00:00:00,45930399769,4200915387,3799585988,401329399,189538677.08,858057,375547,7733925.026,财富通概念
1108,科创板做市股,2026-01-27 00:00:00,45714401805,4461113219,4479664392,-18551173,187901406.55,275597,204787,-519911.9095,财富通概念
902,MiniLED,2026-01-27 00:00:00,45353629227,5296372132,5066606467,229765665,148129785.74,821500,313100,9752909.96,财富通概念
1157,飞行汽车(eVTOL),2026-01-27 00:00:00,44047019628,3444774896,3896933725,-452158829,131255537.83,246069,436419,-4723083.142,财富通概念
1115,跨境电商,2026-01-27 00:00:00,43861081177,4918733843,4799639821,119094022,194667251.33,1051500,1247150,-64540.28,财富通概念
861,数字孪生,2026-01-27 00:00:00,43483981014,3009220771,2921470117,87750654,84795088.95,264700,422200,-1740304.89,财富通概念
166,天津板块,2026-01-27 00:00:00,43088283008,2885971997,3023847982,-137875985,161279492.44,563468,323179,1424837.8148,财富通地域
165,陕西板块,2026-01-27 00:00:00,42919219336,5987140906,6066231035,-79090129,166442128.18,936000,797716,13390674.47,财富通地域
492,煤化工,2026-01-27 00:00:00,42909860468,4975368328,5286205578,-310837250,247004995.4,968500,2059000,-14906946.65,财富通概念
970,生物识别,2026-01-27 00:00:00,42837695638,3853017227,3681839950,171177277,177400774.82,330500,380406,-1741687.4148,财富通概念
1004,工业母机,2026-01-27 00:00:00,42761609207,4116506943,4697774362,-581267419,188200350.21,296698,394601,4635351.6454,财富通概念
1141,混合现实,2026-01-27 00:00:00,42523640590,5179306403,5143190977,36115426,156678539.92,429161,347510,-7032335.5145,财富通概念
538,化学制品,2026-01-27 00:00:00,42518851127,4388998991,4465969398,-76970407,130392963.94,843869,484391,2177111.0154,财富通行业
1174,合成生物,2026-01-27 00:00:00,42170180204,3101640327,3112904254,-11263927,152872541.25,442456,427173,-84426.9048,财富通概念
480,航天航空,2026-01-27 00:00:00,42153800705,5120109292,5661919627,-541810335,239272809.44,686400,489630,6185475.907,财富通行业
474,保险,2026-01-27 00:00:00,41838598005,1407102254,1736235551,-329133297,111946826.0,310400,189300,8701312.22,财富通行业
1101,Chiplet概念,2026-01-27 00:00:00,41817831580,6011685397,5335123427,676561970,141926486.61,688068,229680,4262049.4884,财富通概念
916,氮化镓,2026-01-27 00:00:00,41398323873,4993681629,4946787466,46894163,158723241.37,966928,261500,13132705.5828,财富通概念
865,电子烟,2026-01-27 00:00:00,41308614238,5126215258,4860089076,266126182,132297537.88,297861,291735,-2768953.0245,财富通概念
509,网络游戏,2026-01-27 00:00:00,41052369906,4512946983,4604347404,-91400421,226623390.52,1057900,1115554,-7813813.3144,财富通概念
1027,小金属,2026-01-27 00:00:00,40951286801,7087265678,7529239311,-441973633,271426141.8,902800,415000,12349217.1,财富通行业
735,计算机设备,2026-01-27 00:00:00,40934443663,2920945591,3009221021,-88275430,113691086.81,114500,345300,-4476870.34,财富通行业
1190,虚拟机器人,2026-01-27 00:00:00,40657692563,2387294988,2565943740,-178648752,41225872.0,165600,221800,-732623.4,财富通概念
834,乡村振兴,2026-01-27 00:00:00,40166910698,2910735356,2698120983,212614373,147405264.31,527960,793900,-6657427.454,财富通概念
977,碳化硅,2026-01-27 00:00:00,40136166652,6059738683,5854621059,205117624,185667070.73,583039,910863,-9114186.2544,财富通概念
477,酿酒行业,2026-01-27 00:00:00,38904087271,1279225976,1418392590,-139166614,376489815.6,129900,106400,4673134.2,财富通行业
1193,海南自贸,2026-01-27 00:00:00,38884148046,4555080750,4619998454,-64917704,122391312.57,689503,658199,-1440657.9206,财富通概念
1089,汽车热管理,2026-01-27 00:00:00,38837858642,3624696746,3796231338,-171534592,95214110.0,223400,556400,-5554211.81,财富通概念
456,家电行业,2026-01-27 00:00:00,38437052183,2760167320,2704656207,55511113,215607907.4,303800,489269,1602082.1283,财富通行业
1192,雅下水电概念,2026-01-27 00:00:00,38360116626,3242202377,3504293868,-262091491,215415642.71,1517579,1785830,-731616.952,财富通概念
843,天然气,2026-01-27 00:00:00,38118840955,3848740329,4357436593,-508696264,229750474.38,2555200,1905759,2473990.4744,财富通概念
1162,AI手机,2026-01-27 00:00:00,38108150278,4343271489,4272822803,70448686,145635216.92,329840,149644,3007032.7624,财富通概念
486,文化传媒,2026-01-27 00:00:00,37646544942,5775358002,5941224836,-165866834,257381595.32,1328900,1039504,4504554.2956,财富通行业
886,智慧政务,2026-01-27 00:00:00,37443719590,3333007982,3526869910,-193861928,108837849.62,489688,694868,-3913987.0114,财富通概念
889,医疗美容,2026-01-27 00:00:00,37422745721,2866730681,2679449403,187281278,88059983.57,705197,408965,1086746.8397,财富通概念
1001,内贸流通,2026-01-27 00:00:00,37075131302,2554453444,2679191536,-124738092,132108920.88,990000,766000,758429.12,财富通概念
842,富士康,2026-01-27 00:00:00,35836276561,3527355123,4082847709,-555492586,131489492.22,224561,80400,6970019.8175,财富通概念
160,江西板块,2026-01-27 00:00:00,35750633244,3947439753,4029439054,-81999301,150442720.78,665646,615348,2246046.414,财富通地域
1041,医疗器械,2026-01-27 00:00:00,35729998991,2935939680,2811618924,124320756,182270634.33,257872,188951,1577330.7188,财富通行业
512,化工原料,2026-01-27 00:00:00,35617952693,3839051823,3930811269,-91759446,177950253.9,592695,776900,-88452.1475,财富通概念
619,3D打印,2026-01-27 00:00:00,35403515594,3355659749,3787656350,-431996601,97636763.49,576220,383754,2750126.2684,财富通概念
1124,毫米波概念,2026-01-27 00:00:00,35375599913,6283601304,5873268285,410333019,154495824.93,228800,608332,-15899269.5138,财富通概念
1180,华为海思,2026-01-27 00:00:00,34969985712,4403411428,4212449311,190962117,146663901.0,677500,427000,1546518.68,财富通概念
617,石墨烯,2026-01-27 00:00:00,34317734264,3037595556,3271596097,-234000541,86577856.11,308200,939383,-4165377.5832,财富通概念
715,航母概念,2026-01-27 00:00:00,33915213302,4239485568,4670520870,-431035302,153422600.39,693100,701500,2587659.49,财富通概念
1110,Web3.0,2026-01-27 00:00:00,33831176508,5389351708,5479640960,-90289252,115288865.0,811000,696450,1487549.32,财富通概念
425,工程建设,2026-01-27 00:00:00,33537033211,3110297960,2955835360,154462600,100705631.67,2276579,1889400,2417823.936,财富通行业
706,人脑工程,2026-01-27 00:00:00,33533043491,3407860263,3521417231,-113556968,103085866.55,671197,560322,-1183924.6517,财富通概念
1100,减速器,2026-01-27 00:00:00,33399363667,2994005363,3284341148,-290335785,74586127.88,206798,267243,-4526368.73,财富通概念
868,GDR,2026-01-27 00:00:00,33345020253,2514083486,1841203215,672880271,120640569.0,768400,479800,9958870.71,财富通概念
451,房地产开发,2026-01-27 00:00:00,32949126400,1606204274,1863866377,-257662103,105102584.78,629700,856500,-4819560.38,财富通行业
980,化债(AMC)概念,2026-01-27 00:00:00,32926561823,3229181189,3046310105,182871084,109325076.24,1379900,1463800,-2208449.02,财富通概念
674,蓝宝石,2026-01-27 00:00:00,32901871616,3146242326,3153994817,-7752491,67108532.68,164700,222900,-1676929.83,财富通概念
690,氟化工,2026-01-27 00:00:00,32846103912,3595716452,3672724704,-77008252,176774838.09,333395,700000,-7421489.9175,财富通概念
1175,玻璃基板,2026-01-27 00:00:00,32510184123,4014790645,3851806589,162984056,118286449.53,313870,378413,-10555952.5746,财富通概念
1168,铜缆高速连接,2026-01-27 00:00:00,32391752289,3523538430,3548363558,-24825128,114401956.33,183748,305625,-4108998.1252,财富通概念
995,华为昇腾,2026-01-27 00:00:00,32341649715,2070519672,2207504989,-136985317,74752304.3,216288,270858,-3268696.2552,财富通概念
548,生物疫苗,2026-01-27 00:00:00,32130845976,2447254717,2160781839,286472878,123183596.87,503956,587700,-284721.1432,财富通概念
1152,高带宽内存,2026-01-27 00:00:00,32118418265,4160215571,4505659326,-345443755,167216883.97,71005,96943,328900.4335,财富通概念
173,贵州板块,2026-01-27 00:00:00,32109517141,1641660474,1830976265,-189315791,193249373.01,137100,94700,1591788.18,财富通地域
1044,生物制品,2026-01-27 00:00:00,32108102885,2575869165,2268174822,307694343,130084727.24,746274,239100,6109806.5246,财富通行业
1002,激光雷达,2026-01-27 00:00:00,32053880163,3406883693,3628812511,-221928818,129917914.83,340150,617157,1208098.1711,财富通概念
147,新疆板块,2026-01-27 00:00:00,31941672423,3581512547,3799343559,-217831012,147406615.89,645355,1029600,-5779624.846,财富通地域
945,装配建筑,2026-01-27 00:00:00,31864356312,2438866386,2207233088,231633298,84398115.25,2090679,1957851,-913523.7316,财富通概念
155,河北板块,2026-01-27 00:00:00,31779188315,3232119373,3182356753,49762620,101385927.06,315400,794000,-630141.8,财富通地域
870,单抗概念,2026-01-27 00:00:00,31581576588,2371100617,1851733063,519367554,151604052.15,457868,273891,2505009.848,财富通概念
908,HIT电池,2026-01-27 00:00:00,31433826566,6410702386,5549444334,861258052,172282130.4,2419779,462950,8998395.1841,财富通概念
1087,超超临界发电,2026-01-27 00:00:00,30830423028,3527286198,3747986868,-220700670,123683922.99,868500,1115500,-5170190.69,财富通概念
170,重庆板块,2026-01-27 00:00:00,30815720490,2135089912,2315567789,-180477877,122478893.13,576500,642950,-10444480.97,财富通地域
1170,AI制药（医疗）,2026-01-27 00:00:00,30771719208,2835187629,2683439969,151747660,111221830.63,775172,350032,4503443.7312,财富通概念
801,增强现实,2026-01-27 00:00:00,30655515281,2711754545,2837114841,-125360296,72135860.58,391061,195182,3982080.9395,财富通概念
998,机器视觉,2026-01-27 00:00:00,30473280986,2769723495,2878050591,-108327096,67121824.34,373861,355999,-806008.5162,财富通概念
175,内蒙古,2026-01-27 00:00:00,30434427010,4173192229,4110743218,62449011,205927435.0,778900,1163600,13283966.38,财富通地域
1053,低价股,2026-01-27 00:00:00,29830533573,2278431573,2403040464,-124608891,159773202.53,3375000,2137558,3325244.1704,财富通概念
1144,高压快充,2026-01-27 00:00:00,29730770276,2326391414,2492230678,-165839264,78734358.76,213860,227400,-297190.408,财富通概念
1102,空气能热泵,2026-01-27 00:00:00,29525532745,1886960385,1976685561,-89725176,142399863.0,197300,135530,3516389.392,财富通概念
664,婴童概念,2026-01-27 00:00:00,29184175682,2107539598,1951212529,156327069,99552224.72,457200,338800,-1401383.33,财富通概念
498,AB股,2026-01-27 00:00:00,29152749124,2174401936,2144262843,30139093,101106925.24,498500,441700,1204121.22,财富通概念
1094,钙钛矿电池,2026-01-27 00:00:00,28706649391,4630864917,4249579194,381285723,92339367.64,539030,367900,-912153.272,财富通概念
1159,Sora概念,2026-01-27 00:00:00,28626755853,5257472853,5035885432,221587421,141662998.3,1404400,908650,6157971.23,财富通概念
897,IPv6,2026-01-27 00:00:00,28577038141,2397257809,2254622293,142635516,72112517.8,455900,851900,-1883791.48,财富通概念
1156,PEEK材料概念,2026-01-27 00:00:00,28282245628,2529095390,2731494715,-202399325,54552886.04,92849,196499,-2514127.51,财富通概念
997,NFT概念,2026-01-27 00:00:00,27147965725,4546290247,4516434462,29855785,109185704.8,978100,861550,3016365.66,财富通概念
1176,财税数字化,2026-01-27 00:00:00,27135203838,2213270173,2282755477,-69485304,79265001.6,104800,434300,-10098903.41,财富通概念
915,WiFi,2026-01-27 00:00:00,27130855013,3699589693,3696143528,3446165,109227078.54,421673,328810,1278925.7795,财富通概念
853,电子竞技,2026-01-27 00:00:00,27129994997,3117881403,3156859644,-38978241,169193919.72,388400,819954,-15457431.1244,财富通概念
1092,麒麟电池,2026-01-27 00:00:00,27111879466,1234076179,1077107299,156968880,81900044.0,36300,43000,-1488697.8,财富通概念
171,云南板块,2026-01-27 00:00:00,27012408176,3169140814,2844412641,324728173,161652490.02,470700,451900,1583347.44,财富通地域
1015,能源金属,2026-01-27 00:00:00,26762629093,3050806900,2728868844,321938056,56056123.0,121300,239900,-3919372.53,财富通行业
1003,抽水蓄能,2026-01-27 00:00:00,26287190022,2799383704,3142371188,-342987484,133425524.19,382703,1633400,-14245726.2998,财富通概念
912,远程办公,2026-01-27 00:00:00,26247278556,2203201961,2254482071,-51280110,95706385.29,203513,315500,-926747.5971,财富通概念
1149,星闪概念,2026-01-27 00:00:00,26223085396,1918860266,2175528751,-256668485,81979705.61,101800,260820,-5091393.624,财富通概念
1182,智谱AI,2026-01-27 00:00:00,26189530802,4459805408,4332151497,127653911,109414737.88,832100,624550,3739393.16,财富通概念
947,屏下摄像,2026-01-27 00:00:00,25857702384,2154511077,2063962495,90548582,56452286.0,669700,236600,6505406.01,财富通概念
948,MicroLED,2026-01-27 00:00:00,25646218896,2556841403,2406231684,150609719,45325484.3,567400,240383,1382255.8454,财富通概念
677,粤港自贸,2026-01-27 00:00:00,25581026770,1624403314,1780344257,-155940943,100748319.78,943400,923151,483335.4124,财富通概念
1151,短剧互动游戏,2026-01-27 00:00:00,25556005723,4953977770,4910846256,43131514,147692989.72,1482000,1117104,4251659.3656,财富通概念
1097,TOPCon电池,2026-01-27 00:00:00,25256646096,5296526892,4955208729,341318163,84671604.13,1191855,275889,2024759.4591,财富通概念
992,REITs概念,2026-01-27 00:00:00,25093848026,1206374144,1321661161,-115287017,79983081.49,1312579,856400,18716.236,财富通概念
1010,磷化工,2026-01-27 00:00:00,25007158075,3431811799,3745157474,-313345675,122921479.01,1341495,470700,5598141.6525,财富通概念
1145,机器人执行器,2026-01-27 00:00:00,24684306672,2655334432,2840973298,-185638866,69482887.77,98198,192287,-4775576.4305,财富通概念
1050,昨日涨停_含一字,2026-01-27 00:00:00,24620053084,7177929320,6454513842,723415478,123522622.17,1287893,573645,17870255.3889,财富通概念
841,体外诊断,2026-01-27 00:00:00,24472390082,2390967780,2277511134,113456646,111487575.2,250698,211592,-111925.2868,财富通概念
985,换电概念,2026-01-27 00:00:00,24430342482,2103077089,2121653016,-18575927,49010254.15,311321,490200,-2725830.9505,财富通概念
161,辽宁板块,2026-01-27 00:00:00,24283538034,2478411807,2349600842,128810965,88332477.65,567956,611651,1087531.5331,财富通地域
1146,减肥药,2026-01-27 00:00:00,24075673502,1528539842,1384036502,144503340,84468054.12,571757,144018,4689214.3208,财富通概念
958,虚拟电厂,2026-01-27 00:00:00,23622737834,2305348788,2468924042,-163575254,58227363.05,266200,548884,-6394722.5288,财富通概念
815,昨日涨停,2026-01-27 00:00:00,23351328803,7140891241,6425823559,715067682,111393204.17,1287893,573645,17870255.3889,财富通概念
727,医疗服务,2026-01-27 00:00:00,23297338186,1796978268,1997165894,-200187626,79952930.56,291600,386212,-142395.016,财富通行业
1187,小红书概念,2026-01-27 00:00:00,23259894859,5174627042,4860641530,313985512,115510825.69,1085700,1218150,849787.96,财富通概念
1022,职业教育,2026-01-27 00:00:00,22746914997,3075498936,3067859555,7639381,147448944.6,1102100,660650,6081501.6,财富通概念
625,通用航空,2026-01-27 00:00:00,22648184848,2652395109,3003744060,-351348951,117993728.0,418400,285700,7731123.15,财富通概念
1078,肝炎概念,2026-01-27 00:00:00,22632863163,2091332190,2009883428,81448762,84531023.33,282600,117147,3349279.7948,财富通概念
888,农业种植,2026-01-27 00:00:00,22625273550,1593318305,1615099216,-21780911,116737235.72,236100,571200,-3029576.09,财富通概念
939,辅助生殖,2026-01-27 00:00:00,22469369112,1947861582,1845701516,102160066,62104606.47,176700,206318,-2088547.6604,财富通概念
643,上海自贸,2026-01-27 00:00:00,22446534710,1652566804,1627694980,24871824,80198830.37,81700,553010,-8176149.2413,财富通概念
926,湖北自贸,2026-01-27 00:00:00,22420389366,2157547784,2489410572,-331862788,107683923.11,274395,166200,87689.1925,财富通概念
676,独家药品,2026-01-27 00:00:00,22179994784,1438147288,1310361122,127786166,102805881.34,829240,342091,6577669.6376,财富通概念
433,农牧饲渔,2026-01-27 00:00:00,22084774847,1618656893,1467908668,150748225,91595632.4,202360,275600,-819697.814,财富通行业
806,精准医疗,2026-01-27 00:00:00,21985414523,2187757249,1995839629,191917620,89618128.26,276340,202621,-746892.4364,财富通概念
1019,化学原料,2026-01-27 00:00:00,21813752121,2620210816,2570433131,49777685,88170457.0,1266400,562500,3776881.58,财富通行业
1172,AI语料,2026-01-27 00:00:00,21792220196,3138584972,3171970168,-33385196,100303140.4,932000,882000,767679.96,财富通概念
684,京津冀,2026-01-27 00:00:00,21650756025,1435428212,1527719651,-92291439,73136939.75,712200,996200,-2541105.08,财富通概念
703,超级电容,2026-01-27 00:00:00,21625109152,2152876066,2202403252,-49527186,121231490.0,395100,506100,4252570.32,财富通概念
438,食品饮料,2026-01-27 00:00:00,21519811698,1154519794,903234325,251285469,109445704.83,199100,277600,-51564.64,财富通行业
838,东北振兴,2026-01-27 00:00:00,21370514059,1316939325,1321524452,-4585127,63907968.04,756900,451100,1732173.77,财富通概念
873,垃圾分类,2026-01-27 00:00:00,21355570645,1822921729,1925846009,-102924280,59986389.43,272100,494400,-3546967.67,财富通概念
1085,痘病毒防治,2026-01-27 00:00:00,21310625659,2407773083,2141460036,266313047,95794756.28,249140,162529,181410.9632,财富通概念
1189,腾讯云,2026-01-27 00:00:00,21273013381,2895277275,2916816000,-21538725,98367475.0,325600,196800,4266646.58,财富通概念
951,刀片电池,2026-01-27 00:00:00,21235756615,1186358457,1118135865,68222592,68825581.0,244100,174500,16811591.27,财富通概念
880,UWB概念,2026-01-27 00:00:00,21207163130,3487113260,3245032730,242080530,108747797.0,560500,361710,-767363.932,财富通概念
1183,谷子经济,2026-01-27 00:00:00,20973451859,2024980712,2008256410,16724302,66840274.0,346900,322800,-581041.76,财富通概念
972,快手概念,2026-01-27 00:00:00,20793841322,6002893087,5880701606,122191481,105745268.0,1085700,1248350,68225.03,财富通概念
1148,BC电池,2026-01-27 00:00:00,20716480344,3223820757,2981845020,241975737,69553784.19,1252346,271139,4617843.257,财富通概念
1040,中药,2026-01-27 00:00:00,20636116792,1293559183,1197372858,96186325,91796742.7,315400,161318,3047444.3896,财富通行业
913,消毒剂,2026-01-27 00:00:00,20531316249,1963463570,2042111442,-78647872,113411155.75,974295,352800,3167594.1725,财富通概念
847,影视概念,2026-01-27 00:00:00,20474183846,1646140374,1765930239,-119789865,66015716.57,498400,793854,-2936933.8944,财富通概念
909,降解塑料,2026-01-27 00:00:00,20405447595,1585619584,1762378260,-176758676,74584824.28,546500,787200,-4033830.42,财富通概念
672,沪企改革,2026-01-27 00:00:00,20279318072,1359567733,1378271270,-18703537,73484175.91,298500,492761,-3415381.8505,财富通概念
1169,Kimi概念,2026-01-27 00:00:00,20100900339,3650291304,3574492024,75799280,52473409.0,95213,136700,-291114.7071,财富通概念
901,3D摄像头,2026-01-27 00:00:00,19855066686,1381855571,1372248755,9606816,54925549.1,103700,88300,-1160182.95,财富通概念
976,被动元件,2026-01-27 00:00:00,19846868361,2955444099,2928710005,26734094,112696664.0,173300,143710,1013669.238,财富通概念
924,地摊经济,2026-01-27 00:00:00,19176389220,878999014,949597883,-70598869,38136669.0,330100,343700,688911.78,财富通概念
1020,非金属材料,2026-01-27 00:00:00,19070442559,2401887810,2456803752,-54915942,111728494.8,138700,449100,-5284332.13,财富通行业
975,磁悬浮概念,2026-01-27 00:00:00,18889644656,1939333528,1901742775,37590753,106438210.84,976000,1355700,-3399748.42,财富通概念
974,化妆品概念,2026-01-27 00:00:00,18532396434,976828932,969777473,7051459,80399225.83,185800,64765,514197.357,财富通概念
885,VPN,2026-01-27 00:00:00,18329105298,2111206279,1966696279,144510000,75952634.78,220900,402000,-466159.15,财富通概念
1034,电源设备,2026-01-27 00:00:00,18205722866,2029503532,2063478685,-33975153,61700911.46,93000,147797,-6482661.9734,财富通行业
991,工程机械概念,2026-01-27 00:00:00,18164823216,1984105088,1807998446,176106642,98132312.19,1364400,909900,4580449.0,财富通概念
899,CRO,2026-01-27 00:00:00,18043358266,1235849302,1299338135,-63488833,59012852.23,123900,108400,1659209.79,财富通概念
728,环保行业,2026-01-27 00:00:00,17932787868,1305027239,1358204145,-53176906,41286938.04,286500,574300,-2036073.46,财富通行业
454,塑料制品,2026-01-27 00:00:00,17707054944,1557271308,1768747756,-211476448,22219957.24,63300,326600,-3120055.29,财富通行业
1171,碳纤维,2026-01-27 00:00:00,17639790874,1718550582,1939896270,-221345688,58848456.04,394449,446699,-250243.88,财富通概念
693,基因测序,2026-01-27 00:00:00,17539320038,2552645806,2497188043,55457763,73593709.47,798972,767641,976425.8488,财富通概念
736,通信服务,2026-01-27 00:00:00,17418853654,1510691106,1506381287,4309819,35902683.0,435900,414100,864182.36,财富通行业
942,商汤概念,2026-01-27 00:00:00,17272411901,1636021690,1692929451,-56907761,43016256.88,289800,164300,1011554.13,财富通概念
1095,钒电池,2026-01-27 00:00:00,17066537101,2186613858,2390313580,-203699722,102511869.35,1886600,1110200,-725100.0,财富通概念
501,次新股,2026-01-27 00:00:00,16971454149,2468436988,2516846056,-48409068,11632109.34,20600,18500,139203.75,财富通概念
1075,电子身份证,2026-01-27 00:00:00,16812790124,954750055,1045848444,-91098389,44208774.56,102800,246720,-4826745.824,财富通概念
167,山西板块,2026-01-27 00:00:00,16802291204,1234138957,1181883101,52255856,110410030.66,695400,957500,2384524.34,财富通地域
986,CAR-T细胞疗法,2026-01-27 00:00:00,16796383129,1163406216,1193843876,-30437660,33961382.03,67800,78400,583811.37,财富通概念
1072,中俄贸易概念,2026-01-27 00:00:00,16765404896,1365312472,1546365970,-181053498,55775001.0,222200,221730,606902.062,财富通概念
698,免疫治疗,2026-01-27 00:00:00,16630577861,987593495,925885380,61708115,48757242.96,198298,124572,-419269.146,财富通概念
479,钢铁行业,2026-01-27 00:00:00,16529267150,1870872089,1749160998,121711091,107572570.48,1363300,1533700,-2222395.47,财富通行业
971,注册制次新股,2026-01-27 00:00:00,16341399388,2374322574,2398080284,-23757710,11632109.34,20600,18500,139203.75,财富通概念
732,贵金属,2026-01-27 00:00:00,16088500266,4171875336,4384317759,-212442423,118333688.8,659100,306500,10636237.53,财富通行业
875,ETC,2026-01-27 00:00:00,16043984696,1286216875,1413127810,-126910935,27182820.0,60900,178900,-618362.38,财富通概念
731,化肥行业,2026-01-27 00:00:00,16014115717,2104875116,2038264380,66610736,138879639.21,162195,322200,-4360706.9975,财富通行业
990,快递概念,2026-01-27 00:00:00,16013871086,908784177,972667663,-63883486,30845909.82,480100,181500,1972711.53,财富通概念
1039,电子化学品,2026-01-27 00:00:00,16000828409,1792840474,1928999090,-136158616,65505922.03,78819,172608,-2953151.5103,财富通行业
679,超导概念,2026-01-27 00:00:00,15996057979,2206257758,2447741366,-241483608,101800689.75,57300,167916,-1925492.0,财富通概念
927,免税概念,2026-01-27 00:00:00,15853204178,1017020306,1138099713,-121079407,54798419.5,230300,371200,-837519.65,财富通概念
708,体育产业,2026-01-27 00:00:00,15615119970,1362495843,1475666639,-113170796,75154910.72,235800,332784,181416.0376,财富通概念
422,物流行业,2026-01-27 00:00:00,15563898591,667932582,691838568,-23905986,47298222.72,397000,371500,228642.55,财富通行业
1032,风电设备,2026-01-27 00:00:00,15527497113,3032345204,2669886304,362458900,88375352.68,907094,459420,4195806.0448,财富通行业
148,吉林板块,2026-01-27 00:00:00,15461847939,926426831,956691166,-30264335,42371291.88,711200,131600,4100269.14,财富通地域
839,知识产权,2026-01-27 00:00:00,15360636555,1754915474,1923259922,-168344448,56234632.57,175300,131300,898589.02,财富通概念
981,工业气体,2026-01-27 00:00:00,15206913170,1435687676,1693318155,-257630479,62649311.31,303800,323108,-3349002.018,财富通概念
1068,净水概念,2026-01-27 00:00:00,15165718372,439950492,424874022,15076470,110419439.0,163800,54500,4595325.57,财富通概念
882,猪肉概念,2026-01-27 00:00:00,14971837526,1000030328,822073032,177957296,81587169.4,216760,118800,448134.416,财富通概念
822,租售同权,2026-01-27 00:00:00,14892125904,635445444,918748700,-283303256,58755169.36,256100,409600,-4234258.73,财富通概念
632,土地流转,2026-01-27 00:00:00,14837652288,1190723015,1144100347,46622668,46515198.46,690500,516161,1081647.2795,财富通概念
994,空间站概念,2026-01-27 00:00:00,14690563116,2330393300,2503227514,-172834214,124152500.24,186500,281100,-5405096.17,财富通概念
1008,国资云概念,2026-01-27 00:00:00,14677590633,1576986570,1485631418,91355152,43328685.2,408600,131600,4980758.83,财富通概念
1130,时空大数据,2026-01-27 00:00:00,14619932600,2164573369,2204966343,-40392974,78932366.52,33000,207307,-9247123.2227,财富通概念
881,3D玻璃,2026-01-27 00:00:00,14535214258,1213318689,1195161003,18157686,27023644.0,70400,98500,-2030967.1,财富通概念
1186,首发经济,2026-01-27 00:00:00,14425771848,1792790363,1715683229,77107134,64778369.8,736688,633553,2321819.9345,财富通概念
482,商业百货,2026-01-27 00:00:00,14424773309,878125475,923520084,-45394609,42963299.32,318800,160000,1335693.59,财富通行业
862,超级真菌,2026-01-27 00:00:00,14381551520,1038423376,917925381,120497995,52583971.64,96557,113900,-1065589.5288,财富通概念
450,航运港口,2026-01-27 00:00:00,14293892253,883519159,998274173,-114755014,53973496.27,415500,993400,-2853738.76,财富通行业
898,胎压监测,2026-01-27 00:00:00,14183102835,1040232259,1016955665,23276594,20274587.44,61300,40600,-435868.62,财富通概念
1057,电子纸概念,2026-01-27 00:00:00,14138739780,1594641164,1485236333,109404831,32101359.0,485200,235300,1205869.93,财富通概念
1046,游戏,2026-01-27 00:00:00,14129337407,1170653317,1197256193,-26602876,75352410.0,197100,555300,-13672606.89,财富通行业
925,北交所概念,2026-01-27 00:00:00,14112041911,1050608262,1117916107,-67307845,44701927.8,245500,249200,192262.47,财富通概念
1118,数据确权,2026-01-27 00:00:00,13940232290,1467160210,1568198317,-101038107,57824660.0,149900,161800,515510.85,财富通概念
1142,裸眼3D,2026-01-27 00:00:00,13547380560,1534989704,1419925074,115064630,30137698.0,278200,102600,763630.33,财富通概念
1093,汽车一体化压铸,2026-01-27 00:00:00,13455395569,978752796,1075051551,-96298755,47706432.0,189920,75200,-175919.35,财富通概念
1012,PVDF概念,2026-01-27 00:00:00,13443564851,1055242996,1140906185,-85663189,35398935.04,105400,35200,2314254.24,财富通概念
656,智能电视,2026-01-27 00:00:00,13417691720,1049461041,1163804659,-114343618,84688617.72,148800,675454,-5354531.8944,财富通概念
437,煤炭行业,2026-01-27 00:00:00,13245452538,1012902869,838051434,174851435,95306506.56,448600,849900,-5851304.83,财富通行业
