序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
2554,300308,中际旭创,941.0,1.57,1.89,9359000000.0,10267000000.0,-908000000.0,19816000000.0,3.47,-4.58,198.16,-9.08,93.59,102.67,"沪深300,创业板,深证100"
1550,300502,新易盛,456.73,2.64,2.81,7636000000.0,8583000000.0,-947000000.0000001,16218000000.0,2.84,-5.84,162.18,-9.47,76.36,85.83,"沪深300,创业板,深证100"
149,300476,胜宏科技,248.0,9.23,7.18,8155000000.0,6643000000.000001,1512000000.0,14797999999.999998,2.59,10.22,147.98,15.12,81.55,66.43,"沪深300,创业板,深证100"
4942,300750,宁德时代,297.1,-1.61,1.16,6831999999.999999,7923000000.0,-1092000000.0,14756000000.0,2.58,-7.4,147.56,-10.92,68.32,79.23,"沪深300,创业板,深证100"
1711,688825,长鑫科技,56.88,2.41,5.41,6480000000.0,7490000000.000001,-1011000000.0,13969999999.999998,2.45,-7.24,139.7,-10.11,64.8,74.9,
1161,600487,亨通光电,71.75,3.25,7.42,6672000000.0,6477000000.0,195000000.0,13147999999.999998,2.3,1.48,131.48,1.95,66.72,64.77,
3314,603986,兆易创新,391.71,0.91,4.91,5955000000.0,7030000000.0,-1075000000.0,12985000000.0,2.27,-8.28,129.85,-10.75,59.55,70.3,"沪深300,上证50"
2220,600176,中国巨石,45.87,1.89,6.8,6406000000.0,5970000000.0,436000000.00000006,12375000000.0,2.17,3.52,123.75,4.36,64.06,59.7,沪深300
1625,000725,京东方A,6.07,2.53,5.03,5557000000.0,5252000000.0,304000000.0,10809000000.0,1.89,2.81,108.09,3.04,55.57,52.52,"沪深300,深证100"
1465,002185,华天科技,18.53,2.77,17.26,5144000000.0,5462000000.0,-318000000.0,10606000000.0,1.86,-3.0,106.06,-3.18,51.44,54.62,中证500
2488,600183,生益科技,146.27,1.63,2.78,5116000000.0,4724000000.0,392000000.0,9840000000.0,1.72,3.98,98.4,3.92,51.16,47.24,"沪深300,上证50"
4586,002384,东山精密,195.02,-0.58,3.57,4294000000.0,5416000000.0,-1122000000.0,9710000000.0,1.7,-11.56,97.1,-11.22,42.94,54.16,"沪深300,深证100"
5000,300394,天孚通信,279.26,-1.9,3.16,4303000000.0,5296000000.0,-993000000.0,9673000000.0,1.69,-10.27,96.73,-9.93,43.03,52.96,"沪深300,创业板,深证100"
2305,000636,风华高科,59.25,1.8,13.88,4285000000.0,5260000000.0,-975000000.0,9545000000.0,1.67,-10.21,95.45,-9.75,42.85,52.6,中证1000
1513,600522,中天科技,36.95,2.7,6.94,4639000000.0,4065000000.0,574000000.0,8704000000.0,1.52,6.59,87.04,5.74,46.39,40.65,沪深300
539,603259,药明康德,167.96,4.98,2.07,4392000000.0,4131000000.0,261000000.0,8522000000.0,1.49,3.06,85.22,2.61,43.92,41.31,"沪深300,上证50"
97,002080,中材科技,66.24,10.0,7.9,3924000000.0,4574000000.0,-650000000.0,8498000000.0,1.49,-7.65,84.98,-6.5,39.24,45.74,
4299,688256,寒武纪,1112.77,-0.03,1.2,3910000000.0,4512000000.0,-603000000.0,8422000000.0,1.48,-7.16,84.22,-6.03,39.1,45.12,"沪深300,科创50,上证50"
4795,600584,长电科技,72.22,-1.07,6.45,3590999999.9999995,4737000000.0,-1146000000.0,8328000000.0,1.46,-13.76,83.28,-11.46,35.91,47.37,沪深300
4721,300408,三环集团,129.84,-0.86,3.29,3711000000.0,4477000000.0,-766000000.0,8227000000.0,1.44,-9.31,82.27,-7.66,37.11,44.77,"沪深300,创业板,深证100"
950,688008,澜起科技,210.1,3.74,3.32,4402000000.0,3571000000.0,831000000.0,7973000000.0,1.4,10.42,79.73,8.31,44.02,35.71,"沪深300,科创50,上证50"
517,300475,香农芯创,183.2,5.09,8.66,3590000000.0,3583000000.0,7231000.0,7173000000.0,1.26,0.1,71.73,0.07,35.9,35.83,"中证500,创业板"
230,600869,远东股份,22.94,7.15,13.68,3540000000.0,3376000000.0,165000000.0,6916000000.0,1.21,2.39,69.16,1.65,35.4,33.76,中证1000
5209,601091,沈鼓集团,37.72,-34.71,74.14,2952000000.0,3819000000.0,-867000000.0,6770999999.999999,1.19,-12.8,67.71,-8.67,29.52,38.19,
3752,600105,永鼎股份,46.72,0.54,9.25,3046000000.0,3290000000.0,-245000000.00000003,6336000000.0,1.11,-3.87,63.36,-2.45,30.46,32.9,中证500
3947,300285,国瓷材料,67.38,0.33,10.57,2773000000.0,3334000000.0000005,-561000000.0,6165000000.0,1.08,-9.1,61.65,-5.61,27.73,33.34,"中证500,创业板"
2725,601138,工业富联,63.6,1.42,0.48,2820000000.0,3231000000.0,-409999999.99999994,6051000000.0,1.06,-6.78,60.51,-4.1,28.2,32.31,沪深300
3207,300604,长川科技,282.53,1.0,4.24,2843000000.0,3035000000.0,-193000000.0,5878000000.0,1.03,-3.28,58.78,-1.93,28.43,30.35,创业板
2021,688041,海光信息,246.45,2.1,1.01,3052000000.0,2690000000.0,362000000.0,5742000000.0,1.01,6.3,57.42,3.62,30.52,26.9,"沪深300,科创50,上证50"
2096,002463,沪电股份,126.0,2.02,2.31,2982000000.0,2522000000.0,461000000.00000006,5569000000.0,0.98,8.28,55.69,4.61,29.82,25.22,"沪深300,深证100"
1097,002436,兴森科技,44.33,3.38,8.29,2938000000.0,2557000000.0,380000000.0,5545000000.0,0.97,6.85,55.45,3.8,29.38,25.57,
355,688048,长光华芯,362.23,5.92,8.68,2788000000.0,2657000000.0,131000000.0,5445000000.0,0.95,2.41,54.45,1.31,27.88,26.57,
2538,000988,华工科技,109.51,1.59,4.9,2765000000.0,2597000000.0,168000000.0,5362000000.0,0.94,3.13,53.62,1.68,27.65,25.97,"沪深300,深证100"
870,600150,中国船舶,41.02,3.93,1.75,3009000000.0,2324000000.0,685000000.0,5333000000.0,0.93,12.84,53.33,6.85,30.09,23.24,"沪深300,上证50"
4082,688498,源杰科技,1838.56,0.19,2.36,2691000000.0,2638000000.0,52571300.0,5329000000.0,0.93,0.99,53.29,0.53,26.91,26.38,"中证500,科创50"
4712,002281,光迅科技,193.76,-0.84,3.43,2394000000.0,2841000000.0,-447000000.0,5234000000.0,0.92,-8.54,52.34,-4.47,23.94,28.41,中证500
580,600276,恒瑞医药,46.04,4.85,1.79,3013000000.0,2173000000.0,840000000.0,5187000000.0,0.91,16.19,51.87,8.4,30.13,21.73,"沪深300,上证50"
5118,002008,大族激光,96.5,-3.11,5.5,2281000000.0,2868000000.0,-587000000.0,5149000000.0,0.9,-11.4,51.49,-5.87,22.81,28.68,中证500
1081,002491,通鼎互联,24.59,3.41,17.87,2599000000.0,2392000000.0,206999999.99999997,5089000000.0,0.89,4.07,50.89,2.07,25.99,23.92,
5162,000333,美的集团,81.06,-3.96,0.89,2410000000.0,2541000000.0,-132000000.0,4981000000.0,0.87,-2.65,49.81,-1.32,24.1,25.41,"沪深300,深证100"
2756,300274,阳光电源,88.47,1.4,3.51,2333000000.0,2557000000.0,-224000000.00000003,4923000000.0,0.86,-4.55,49.23,-2.24,23.33,25.57,"创业板,深证100"
4506,688766,普冉股份,428.2,-0.42,7.29,2185000000.0,2490000000.0,-304000000.0,4675000000.0,0.82,-6.5,46.75,-3.04,21.85,24.9,中证1000
5027,000657,中钨高新,60.49,-2.06,5.18,2029000000.0,2534000000.0,-505000000.0,4564000000.0,0.8,-11.06,45.64,-5.05,20.29,25.34,"沪深300,深证100"
4687,600667,太极实业,20.3,-0.78,10.58,2016000000.0,2495000000.0,-479000000.0,4511000000.0,0.79,-10.62,45.11,-4.79,20.16,24.95,中证1000
4467,002156,通富微电,61.17,-0.34,4.85,2052000000.0,2456000000.0,-404000000.0,4508000000.0,0.79,-8.96,45.08,-4.04,20.52,24.56,
