序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
1849,300308,中际旭创,955.0,0.77,3.81,20258000000.0,19509000000.0,749000000.0,39767000000.0,4.8,1.88,397.67,7.49,202.58,195.09,"沪深300,创业板,深证100"
5127,688825,长鑫科技,51.96,-4.31,12.45,13683000000.000002,15469999999.999998,-1787000000.0,29152000000.0,3.52,-6.13,291.52,-17.87,136.83,154.7,
2852,603986,兆易创新,385.0,-0.11,9.25,11612000000.0,11785000000.0,-173000000.0,23396000000.0,2.82,-0.74,233.96,-1.73,116.12,117.85,"沪深300,上证50"
3376,300502,新易盛,421.87,-0.57,4.1,10628000000.0,10925000000.0,-298000000.0,21553000000.0,2.6,-1.38,215.53,-2.98,106.28,109.25,"沪深300,创业板,深证100"
242,300476,胜宏科技,250.15,5.84,8.37,9505000000.0,8506999999.999999,998000000.0,18012000000.0,2.17,5.54,180.12,9.98,95.05,85.07,"沪深300,创业板,深证100"
5124,300750,宁德时代,388.0,-4.24,1.06,7731999999.999999,10018000000.0,-2285000000.0,17750000000.0,2.14,-12.87,177.5,-22.85,77.32,100.18,"沪深300,创业板,深证100"
77,600584,长电科技,75.87,10.0,13.18,9031000000.0,8230000000.0,801000000.0,17260000000.0,2.08,4.64,172.6,8.01,90.31,82.3,沪深300
511,601138,工业富联,68.27,3.56,1.24,9864000000.0,6854000000.000001,3010000000.0,16718000000.0,2.02,18.0,167.18,30.1,98.64,68.54,沪深300
3426,002384,东山精密,187.68,-0.61,6.2,7823000000.0,8273000000.0,-450000000.0,16094999999.999998,1.94,-2.8,160.95,-4.5,78.23,82.73,"沪深300,深证100"
596,600487,亨通光电,56.15,3.2,11.78,7602000000.0,8425000000.0,-823000000.0,16027000000.000002,1.93,-5.14,160.27,-8.23,76.02,84.25,
449,300394,天孚通信,225.28,3.89,6.22,7703000000.0,7008000000.0,695000000.0,14711000000.000002,1.78,4.72,147.11,6.95,77.03,70.08,"沪深300,创业板,深证100"
734,000938,紫光股份,37.94,2.71,13.77,7713000000.0,6956000000.0,757000000.0,14668000000.0,1.77,5.16,146.68,7.57,77.13,69.56,"沪深300,深证100"
