序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
2155,688825,长鑫科技,58.59,-0.02,3.61,4748000000.0,4706000000.0,42496000.0,9559000000.0,3.99,0.44,95.59,0.42,47.48,47.06,
2806,300308,中际旭创,853.28,-0.59,0.88,4220000000.0000005,3851000000.0,369000000.0,8219000000.0,3.43,4.49,82.19,3.69,42.2,38.51,"沪深300,创业板,深证100"
148,600183,生益科技,153.99,5.73,1.99,3721000000.0,3528000000.0,193000000.0,7286000000.0,3.04,2.65,72.86,1.93,37.21,35.28,"沪深300,上证50"
1304,300502,新易盛,402.13,0.78,1.2,3003000000.0,2868000000.0,135000000.0,5933000000.0,2.48,2.28,59.33,1.35,30.03,28.68,"沪深300,创业板,深证100"
5136,300274,阳光电源,91.29,-6.55,3.49,2430000000.0,2602000000.0,-172000000.0,5150000000.0,2.15,-3.34,51.5,-1.72,24.3,26.02,"创业板,深证100"
4892,600487,亨通光电,66.44,-3.29,2.77,1878000000.0,2520000000.0,-642000000.0,4549000000.0,1.9,-14.11,45.49,-6.42,18.78,25.2,
1124,603986,兆易创新,400.95,1.04,1.68,2113000000.0,1982999999.9999998,131000000.0,4529000000.0,1.89,2.89,45.29,1.31,21.13,19.83,"沪深300,上证50"
5074,601899,紫金矿业,32.98,-4.82,0.62,1843000000.0,2275000000.0,-433000000.0,4210000000.0,1.76,-10.29,42.1,-4.33,18.43,22.75,"沪深300,上证50"
1574,600378,昊华科技,53.56,0.47,7.25,2073999999.9999998,2002000000.0,72033000.0,4140999999.9999995,1.73,1.74,41.41,0.72,20.74,20.02,中证500
140,000977,浪潮信息,81.92,5.79,3.41,2084000000.0,1916000000.0,168000000.0,4052000000.0000005,1.69,4.15,40.52,1.68,20.84,19.16,"沪深300,深证100"
1128,002384,东山精密,197.66,1.04,1.48,2263000000.0,1688000000.0,575000000.0,4010000000.0,1.67,14.34,40.1,5.75,22.63,16.88,"沪深300,深证100"
2020,300476,胜宏科技,241.65,0.02,1.82,1930000000.0,1812000000.0,118000000.0,3761999999.9999995,1.57,3.14,37.62,1.18,19.3,18.12,"沪深300,创业板,深证100"
5082,688008,澜起科技,202.46,-4.95,1.53,1499000000.0,2009000000.0,-509999999.99999994,3559000000.0000005,1.48,-14.33,35.59,-5.1,14.99,20.09,"沪深300,科创50,上证50"
484,688256,寒武纪,1074.48,2.66,0.53,1685000000.0000002,1588000000.0,96900500.0,3502000000.0000005,1.46,2.77,35.02,0.97,16.85,15.88,"沪深300,科创50,上证50"
4389,300750,宁德时代,360.68,-2.12,0.23,1470000000.0,1963000000.0,-494000000.00000006,3469000000.0,1.45,-14.24,34.69,-4.94,14.7,19.63,"沪深300,创业板,深证100"
2681,300394,天孚通信,262.28,-0.49,1.22,1682000000.0,1689000000.0,-7553000.0,3438000000.0000005,1.43,-0.22,34.38,-0.08,16.82,16.89,"沪深300,创业板,深证100"
255,301217,铜冠铜箔,119.17,4.18,3.31,1726000000.0000002,1554000000.0,172000000.0,3292000000.0,1.37,5.22,32.92,1.72,17.26,15.54,"中证1000,创业板"
37,603893,瑞芯微,194.59,10.0,3.72,1265000000.0,1553000000.0,-288000000.0,3033000000.0,1.27,-9.5,30.33,-2.88,12.65,15.53,沪深300
432,000938,紫光股份,36.92,2.87,2.87,1473000000.0,1449000000.0,24565000.0,2995000000.0,1.25,0.82,29.95,0.25,14.73,14.49,"沪深300,深证100"
5055,002594,比亚迪,88.21,-4.45,0.94,1050000000.0,1839000000.0,-789000000.0,2927000000.0,1.22,-26.96,29.27,-7.89,10.5,18.39,"沪深300,深证100"
746,002463,沪电股份,123.73,1.67,1.23,1596000000.0,1252000000.0,345000000.0,2899000000.0,1.21,11.9,28.99,3.45,15.96,12.52,"沪深300,深证100"
551,002636,金安国纪,74.91,2.36,5.32,1446000000.0,1379000000.0,67175000.0,2865000000.0,1.2,2.34,28.65,0.67,14.46,13.79,
122,301511,德福科技,96.26,6.36,7.5,1512000000.0,1313000000.0,199000000.0,2844000000.0,1.19,7.0,28.44,1.99,15.12,13.13,
3786,600547,山东黄金,35.0,-1.38,2.22,1428000000.0,1347000000.0,81103000.0,2831000000.0,1.18,2.86,28.31,0.81,14.28,13.47,沪深300
1815,600176,中国巨石,43.3,0.23,1.52,1244000000.0,1339000000.0,-95686000.0,2604000000.0,1.09,-3.67,26.04,-0.96,12.44,13.39,沪深300
4854,688012,中微公司,355.44,-3.15,0.77,1264000000.0,1262000000.0,1630400.0,2580000000.0,1.08,0.06,25.8,0.02,12.64,12.62,"沪深300,科创50,上证50"
388,002837,英维克,66.5,3.13,3.36,1285000000.0,1164000000.0,121000000.0,2512000000.0,1.05,4.82,25.12,1.21,12.85,11.64,"沪深300,深证100"
4876,603259,药明康德,152.33,-3.22,0.66,1161000000.0,1276000000.0,-114999999.99999999,2483000000.0,1.04,-4.63,24.83,-1.15,11.61,12.76,"沪深300,上证50"
184,600869,远东股份,19.57,4.93,5.75,1267000000.0,1159000000.0,108000000.0,2447000000.0,1.02,4.41,24.47,1.08,12.67,11.59,中证1000
4487,000636,风华高科,54.19,-2.27,3.81,1128000000.0,1204000000.0,-75824000.0,2380000000.0,0.99,-3.19,23.8,-0.76,11.28,12.04,中证1000
4203,601138,工业富联,62.86,-1.84,0.19,1227000000.0,1085000000.0,142000000.0,2352000000.0,0.98,6.04,23.52,1.42,12.27,10.85,沪深300
2410,002428,云南锗业,99.39,-0.27,3.65,1119000000.0,1204000000.0,-84323000.0,2352000000.0,0.98,-3.59,23.52,-0.84,11.19,12.04,中证1000
211,000712,锦龙股份,12.35,4.66,20.09,1117000000.0,1169000000.0,-52004000.0,2298000000.0,0.96,-2.26,22.98,-0.52,11.17,11.69,中证1000
2433,600522,中天科技,34.94,-0.29,1.88,1064000000.0,1144000000.0,-79585000.0,2256000000.0,0.94,-3.53,22.56,-0.8,10.64,11.44,沪深300
282,300489,光智科技,243.24,3.91,6.53,1197000000.0,997000000.0000001,199000000.0,2218000000.0,0.93,8.97,22.18,1.99,11.97,9.97,
3069,300408,三环集团,111.37,-0.78,1.07,1130000000.0,1069000000.0,61003000.0,2211000000.0,0.92,2.76,22.11,0.61,11.3,10.69,"沪深300,创业板,深证100"
198,300757,罗博特科,562.4,4.79,2.42,1241000000.0,884000000.0,357000000.0,2177000000.0,0.91,16.4,21.77,3.57,12.41,8.84,"中证500,创业板"
2329,001309,德明利,428.19,-0.2,3.07,1112000000.0,1022000000.0000001,90175000.0,2169000000.0,0.9,4.16,21.69,0.9,11.12,10.22,中证500
306,688300,联瑞新材,196.98,3.73,4.54,1100000000.0,993000000.0,107000000.0,2135000000.0000002,0.89,5.01,21.35,1.07,11.0,9.93,中证1000
4222,000725,京东方A,5.81,-1.86,1.02,898000000.0,1153000000.0,-254999999.99999997,2094000000.0000002,0.87,-12.18,20.94,-2.55,8.98,11.53,"沪深300,深证100"
467,600498,烽火通信,42.3,2.72,3.77,1025000000.0,969000000.0,56347000.0,2045000000.0,0.85,2.76,20.45,0.56,10.25,9.69,中证500
293,300620,光库科技,321.87,3.85,2.57,1017000000.0,948000000.0,69863000.0,2011000000.0,0.84,3.47,20.11,0.7,10.17,9.48,"中证500,创业板"
4054,300285,国瓷材料,67.78,-1.63,3.46,975000000.0,982000000.0,-6703000.0,1991000000.0,0.83,-0.34,19.91,-0.07,9.75,9.82,"中证500,创业板"
2480,300475,香农芯创,171.54,-0.33,2.53,1017000000.0,927999999.9999999,88406000.0,1961000000.0,0.82,4.51,19.61,0.88,10.17,9.28,"中证500,创业板"
3683,601869,长飞光纤,416.91,-1.29,1.16,897000000.0000001,1021000000.0000001,-124000000.0,1960000000.0000002,0.82,-6.33,19.6,-1.24,8.97,10.21,中证500
4476,603618,杭电股份,35.11,-2.26,8.03,956000000.0,967000000.0,-10966000.0,1959000000.0,0.82,-0.56,19.59,-0.11,9.56,9.67,
107,688205,德科立,188.37,6.91,6.46,988000000.0000001,934000000.0,54748000.0,1938000000.0,0.81,2.82,19.38,0.55,9.88,9.34,
928,002281,光迅科技,175.96,1.35,1.4,980000000.0000001,908000000.0,71971000.0,1914999999.9999998,0.8,3.76,19.15,0.72,9.8,9.08,中证500
2706,002475,立讯精密,56.31,-0.51,0.46,894999999.9999999,981000000.0,-85707000.0,1903000000.0,0.79,-4.5,19.03,-0.86,8.95,9.81,"沪深300,深证100"
76,688195,腾景科技,197.6,8.55,5.26,944000000.0,915000000.0,29850000.0,1876000000.0000002,0.78,1.59,18.76,0.3,9.44,9.15,
4456,600584,长电科技,73.26,-2.23,1.42,828999999.9999999,994000000.0,-164000000.0,1871000000.0,0.78,-8.77,18.71,-1.64,8.29,9.94,沪深300
454,300058,蓝色光标,13.74,2.77,3.94,977000000.0,833000000.0,144000000.0,1852000000.0,0.77,7.78,18.52,1.44,9.77,8.33,"中证500,创业板"
450,300058,蓝色光标,13.74,2.77,3.94,977000000.0,833000000.0,144000000.0,1852000000.0,0.77,7.78,18.52,1.44,9.77,8.33,"中证500,创业板"
3666,002407,多氟多,36.47,-1.27,4.7,889000000.0,925000000.0,-35164900.0,1848999999.9999998,0.77,-1.9,18.49,-0.35,8.89,9.25,中证500
3955,002156,通富微电,62.76,-1.55,1.93,811999999.9999999,994000000.0,-182000000.0,1832000000.0,0.76,-9.93,18.32,-1.82,8.12,9.94,
952,603186,华正新材,186.0,1.31,6.28,894000000.0,896000000.0000001,-2439000.0,1807999999.9999998,0.75,-0.13,18.08,-0.02,8.94,8.96,
191,600031,三一重工,20.03,4.87,1.07,958000000.0,775000000.0,183000000.0,1798000000.0,0.75,10.18,17.98,1.83,9.58,7.75,"沪深300,上证50"
3862,688498,源杰科技,1515.99,-1.45,0.97,813000000.0000001,924000000.0,-111000000.00000001,1797000000.0,0.75,-6.18,17.97,-1.11,8.13,9.24,"中证500,科创50"
676,601208,东材科技,52.25,1.89,3.35,894000000.0,822000000.0000001,71269000.0,1752000000.0,0.73,4.07,17.52,0.71,8.94,8.22,中证1000
5200,002437,誉衡药业,4.37,-10.08,18.72,886999999.9999999,808000000.0,79375000.0,1745000000.0,0.73,4.55,17.45,0.79,8.87,8.08,
4171,002396,星网锐捷,36.03,-1.8,6.38,876000000.0,825000000.0,50554000.0,1739000000.0,0.73,2.91,17.39,0.51,8.76,8.25,中证1000
3801,300059,东方财富,19.15,-1.39,0.67,642000000.0,1066000000.0,-424000000.0,1730000000.0,0.72,-24.51,17.3,-4.24,6.42,10.66,"沪深300,创业板,深证100"
4825,688629,华丰科技,126.88,-3.06,2.98,909000000.0,768000000.0,141000000.0,1686000000.0,0.7,8.36,16.86,1.41,9.09,7.68,
5171,002155,湖南黄金,26.42,-8.64,4.03,766000000.0,900000000.0,-134000000.00000001,1679000000.0,0.7,-7.98,16.79,-1.34,7.66,9.0,中证500
156,600127,金健米业,12.42,5.52,21.5,759000000.0,908000000.0,-149000000.0,1673999999.9999998,0.7,-8.9,16.74,-1.49,7.59,9.08,
2820,600206,有研新材,51.34,-0.6,3.83,748000000.0,903999999.9999999,-156000000.0,1666000000.0,0.7,-9.36,16.66,-1.56,7.48,9.04,
2729,688183,生益电子,130.5,-0.53,1.55,799000000.0,840000000.0,-41147000.0,1663000000.0,0.69,-2.47,16.63,-0.41,7.99,8.4,"沪深300,科创50"
5188,002716,湖南白银,10.49,-9.96,6.71,846000000.0000001,790000000.0,56496000.0,1642000000.0000002,0.69,3.44,16.42,0.56,8.46,7.9,
133,600722,金牛化工,16.19,6.02,14.8,776000000.0,818000000.0,-41743900.0,1632999999.9999998,0.68,-2.56,16.33,-0.42,7.76,8.18,
583,002851,麦格米特,128.74,2.22,2.6,793000000.0,819000000.0,-26656000.0,1628000000.0,0.68,-1.64,16.28,-0.27,7.93,8.19,中证500
