序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
3238,300308,中际旭创,1163.1,-1.43,0.96,5738000000.0,5719000000.0,18934200.0,12395000000.0,6.45,0.15,123.95,0.19,57.38,57.19,"沪深300,创业板,深证100"
384,000725,京东方A,6.53,1.56,3.52,4074000000.0,4121000000.0,-46924000.0,8352000000.0,4.35,-0.56,83.52,-0.47,40.74,41.21,"沪深300,深证100"
4737,300502,新易盛,718.88,-3.89,1.1,3517000000.0,3059000000.0,457000000.0,7105000000.0,3.7,6.43,71.05,4.57,35.17,30.59,"沪深300,创业板,深证100"
5126,300476,胜宏科技,313.37,-7.53,2.02,2585000000.0,2497000000.0,87771000.0,5431000000.0,2.83,1.62,54.31,0.88,25.85,24.97,"沪深300,创业板,深证100"
4780,603986,兆易创新,468.0,-4.1,1.56,2460000000.0,1400000000.0,1060000000.0,4790000000.0,2.49,22.13,47.9,10.6,24.6,14.0,沪深300
4089,002384,东山精密,216.29,-2.31,1.41,2002000000.0,1943000000.0,58625000.0,4182000000.0,2.18,1.4,41.82,0.59,20.02,19.43,"沪深300,深证100"
222,300136,信维通信,109.2,2.7,4.16,1704000000.0,1814999999.9999998,-111000000.00000001,3686000000.0,1.92,-3.01,36.86,-1.11,17.04,18.15,"中证500,创业板"
5130,002281,光迅科技,210.01,-7.72,2.14,1619000000.0000002,1703000000.0,-83362000.0,3479999999.9999995,1.81,-2.4,34.8,-0.83,16.19,17.03,中证500
136,600522,中天科技,47.84,3.84,2.11,1112000000.0,1312000000.0,-200000000.0,3404999999.9999995,1.77,-5.87,34.05,-2.0,11.12,13.12,沪深300
425,688017,绿的谐波,398.72,1.46,4.13,1063000000.0000001,1221000000.0,-158000000.0,3024000000.0,1.57,-5.22,30.24,-1.58,10.63,12.21,中证500
4333,688256,寒武纪,1262.08,-2.86,0.38,1298000000.0,1250000000.0,47058300.0,2936000000.0,1.53,1.6,29.36,0.47,12.98,12.5,"沪深300,科创50,上证50"
4351,688256,寒武纪,1262.08,-2.86,0.38,1298000000.0,1250000000.0,47058300.0,2936000000.0,1.53,1.6,29.36,0.47,12.98,12.5,"沪深300,科创50,上证50"
4805,688008,澜起科技,229.44,-4.16,1.12,1194000000.0,1142000000.0,52828900.0,2916000000.0,1.52,1.81,29.16,0.53,11.94,11.42,"沪深300,科创50,上证50"
4799,688008,澜起科技,229.44,-4.16,1.12,1194000000.0,1142000000.0,52828900.0,2916000000.0,1.52,1.81,29.16,0.53,11.94,11.42,"沪深300,科创50,上证50"
4695,002475,立讯精密,66.2,-3.74,0.6,1351000000.0,1367000000.0,-15903000.0,2866000000.0,1.49,-0.55,28.66,-0.16,13.51,13.67,"沪深300,深证100"
4703,002475,立讯精密,66.2,-3.74,0.6,1351000000.0,1367000000.0,-15903000.0,2866000000.0,1.49,-0.55,28.66,-0.16,13.51,13.67,"沪深300,深证100"
7,300319,麦捷科技,24.69,10.82,13.03,1320000000.0,1294000000.0,25738000.0,2701000000.0,1.41,0.95,27.01,0.26,13.2,12.94,
4982,601138,工业富联,70.34,-5.02,0.19,1069999999.9999999,790000000.0,280000000.0,2682000000.0,1.4,10.44,26.82,2.8,10.7,7.9,沪深300
4531,000636,风华高科,57.73,-3.22,3.68,1278000000.0,1176000000.0,102000000.0,2485000000.0,1.29,4.1,24.85,1.02,12.78,11.76,中证1000
4478,000636,风华高科,57.73,-3.22,3.68,1278000000.0,1176000000.0,102000000.0,2485000000.0,1.29,4.1,24.85,1.02,12.78,11.76,中证1000
4651,300408,三环集团,130.0,-3.58,1.0,1081000000.0,1145000000.0,-64070000.0,2409000000.0,1.25,-2.66,24.09,-0.64,10.81,11.45,"创业板,深证100"
4716,300433,蓝思科技,43.88,-3.79,1.07,965000000.0,1137000000.0,-173000000.0,2315000000.0,1.21,-7.47,23.15,-1.73,9.65,11.37,"创业板,深证100"
152,002138,顺络电子,57.6,3.58,5.33,1197000000.0,986000000.0,212000000.0,2304000000.0,1.2,9.2,23.04,2.12,11.97,9.86,中证500
70,300223,北京君正,147.07,5.53,3.82,1127000000.0,1002999999.9999999,123000000.0,2298000000.0,1.2,5.35,22.98,1.23,11.27,10.03,"中证500,创业板"
5068,688525,佰维存储,291.8,-6.17,1.65,1003999999.9999999,1021000000.0000001,-17044200.0,2251000000.0,1.17,-0.76,22.51,-0.17,10.04,10.21,"中证500,科创50"
24,002421,达实智能,5.73,9.98,20.06,1170000000.0,1032000000.0,138000000.0,2213000000.0,1.15,6.24,22.13,1.38,11.7,10.32,中证1000
17,002636,金安国纪,63.98,10.01,4.95,898000000.0,910000000.0,-12411000.0,2190000000.0,1.14,-0.57,21.9,-0.12,8.98,9.1,
5056,301308,江波龙,488.49,-6.06,1.57,1025000000.0,1034000000.0,-8972000.0,2157000000.0,1.12,-0.42,21.57,-0.09,10.25,10.34,"中证500,创业板"
64,001896,豫能控股,21.09,6.09,6.87,1041000000.0,1052999999.9999999,-12566000.0,2147000000.0,1.12,-0.59,21.47,-0.13,10.41,10.53,
4825,002484,江海股份,86.19,-4.23,2.92,1083000000.0,881000000.0,202000000.0,2089000000.0,1.09,9.67,20.89,2.02,10.83,8.81,中证1000
5107,600584,长电科技,70.5,-6.81,1.59,678000000.0,764000000.0,-85400000.0,2071000000.0,1.08,-4.12,20.71,-0.85,6.78,7.64,
