序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
4259,300308,中际旭创,927.72,-1.41,2.12,9983000000.0,12355000000.0,-2372000000.0,22337000000.0,3.56,-10.62,223.37,-23.72,99.83,123.55,"沪深300,创业板,深证100"
535,603986,兆易创新,402.1,2.65,7.59,10973000000.0,9605000000.0,1368000000.0,20578000000.0,3.28,6.65,205.78,13.68,109.73,96.05,"沪深300,上证50"
191,688008,澜起科技,221.83,5.58,6.53,8950000000.0,8020000000.0,928999999.9999999,16969999999.999998,2.71,5.47,169.7,9.29,89.5,80.2,"沪深300,科创50,上证50"
859,688825,长鑫科技,57.86,1.72,6.38,9324000000.0,7373999999.999999,1948999999.9999998,16697999999.999998,2.66,11.67,166.98,19.49,93.24,73.74,
919,002384,东山精密,198.12,1.59,5.72,8109000000.0,7997000000.0,112000000.00000001,16106000000.0,2.57,0.7,161.06,1.12,81.09,79.97,"沪深300,深证100"
2909,300502,新易盛,455.0,-0.38,2.76,7704000000.000001,8339000000.0,-635000000.0,16043000000.0,2.56,-3.96,160.43,-6.35,77.04,83.39,"沪深300,创业板,深证100"
851,600487,亨通光电,73.0,1.74,8.71,8052000000.0,7784000000.0,268000000.00000003,15835000000.0,2.53,1.69,158.35,2.68,80.52,77.84,
572,300750,宁德时代,304.63,2.53,1.11,7567000000.0,6909000000.0,658000000.0,14477000000.000002,2.31,4.55,144.77,6.58,75.67,69.09,"沪深300,创业板,深证100"
4830,300476,胜宏科技,242.1,-2.38,5.43,4735000000.0,6763000000.0,-2028000000.0,11499000000.0,1.83,-17.64,114.99,-20.28,47.35,67.63,"沪深300,创业板,深证100"
323,688041,海光信息,256.0,3.88,1.84,5321000000.0,5906000000.0,-585000000.0,11227000000.0,1.79,-5.21,112.27,-5.85,53.21,59.06,"沪深300,科创50,上证50"
3636,600176,中国巨石,45.47,-0.87,5.92,5064000000.0,5829000000.0,-765000000.0,10893000000.0,1.74,-7.02,108.93,-7.65,50.64,58.29,沪深300
2633,600522,中天科技,36.88,-0.19,8.38,5047000000.0,5661000000.0,-614000000.0,10707000000.0,1.71,-5.73,107.07,-6.14,50.47,56.61,沪深300
1477,688256,寒武纪,1121.0,0.74,1.37,4937000000.0,4773000000.0,164000000.0,9710000000.0,1.55,1.69,97.1,1.64,49.37,47.73,"沪深300,科创50,上证50"
331,002156,通富微电,63.52,3.82,9.36,4985000000.0,4167000000.0,817000000.0,9152000000.0,1.46,8.93,91.52,8.17,49.85,41.67,
3980,000725,京东方A,6.0,-1.15,4.2,3594000000.0,5357000000.0,-1763000000.0,9015000000.0,1.44,-19.56,90.15,-17.63,35.94,53.57,"沪深300,深证100"
4639,600183,生益科技,143.45,-1.93,2.52,4078000000.0,4788000000.0,-710000000.0,8866000000.0,1.41,-8.01,88.66,-7.1,40.78,47.88,"沪深300,上证50"
2704,002436,兴森科技,44.23,-0.23,11.58,4038000000.0000005,4017000000.0,21055000.0,8055000000.0,1.29,0.26,80.55,0.21,40.38,40.17,
4057,300394,天孚通信,275.84,-1.22,2.63,3776000000.0,4229000000.0,-453000000.0,8005000000.0,1.28,-5.66,80.05,-4.53,37.76,42.29,"沪深300,创业板,深证100"
123,603256,宏和科技,159.22,6.92,5.43,3301000000.0,4592000000.0,-1291000000.0,7894000000.0,1.26,-16.35,78.94,-12.91,33.01,45.92,中证500
2279,600584,长电科技,72.24,0.03,5.94,3475000000.0,4278000000.0,-802999999.9999999,7754000000.000001,1.24,-10.36,77.54,-8.03,34.75,42.78,沪深300
4319,002185,华天科技,18.28,-1.46,12.19,3399000000.0,4097999999.9999995,-698000000.0,7497000000.0,1.2,-9.31,74.97,-6.98,33.99,40.98,中证500
4892,000636,风华高科,57.75,-2.53,10.79,3240999999.9999995,3988000000.0000005,-746000000.0,7292000000.0,1.16,-10.23,72.92,-7.46,32.41,39.88,中证1000
5176,002080,中材科技,62.5,-5.65,6.73,3127000000.0,3954999999.9999995,-827999999.9999999,7202000000.0,1.15,-11.5,72.02,-8.28,31.27,39.55,
130,300058,蓝色光标,14.05,6.76,14.44,4238000000.0000005,2743000000.0,1495000000.0,6981000000.0,1.11,21.42,69.81,14.95,42.38,27.43,"中证500,创业板"
3121,601869,长飞光纤,456.6,-0.52,3.66,3459000000.0000005,3497999999.9999995,-39121000.0,6956999999.999999,1.11,-0.56,69.57,-0.39,34.59,34.98,中证500
122,000066,中国长城,15.87,6.94,12.79,2381000000.0,4178000000.0,-1797000000.0,6639000000.0,1.06,-27.07,66.39,-17.97,23.81,41.78,
1061,002428,云南锗业,94.74,1.34,10.1,3125000000.0,3222999999.9999995,-98027000.0,6348000000.0,1.01,-1.54,63.48,-0.98,31.25,32.23,中证1000
216,002636,金安国纪,85.58,5.16,10.47,3294000000.0,3045000000.0,248000000.0,6339000000.0,1.01,3.91,63.39,2.48,32.94,30.45,
2462,603259,药明康德,167.85,-0.07,1.5,2854000000.0,3356000000.0,-501999999.99999994,6211000000.0,0.99,-8.08,62.11,-5.02,28.54,33.56,"沪深300,上证50"
2763,300408,三环集团,129.48,-0.28,2.51,3116000000.0,3092000000.0,24265000.0,6208000000.0,0.99,0.39,62.08,0.24,31.16,30.92,"沪深300,创业板,深证100"
4960,600105,永鼎股份,45.41,-2.8,8.73,2719000000.0,3206000000.0,-487000000.0,5925000000.0,0.95,-8.22,59.25,-4.87,27.19,32.06,中证500
5157,688498,源杰科技,1753.1,-4.65,2.67,2542000000.0,3368000000.0,-826000000.0,5910000000.0,0.94,-13.98,59.1,-8.26,25.42,33.68,"中证500,科创50"
375,002241,歌尔股份,24.64,3.53,7.52,3332000000.0,2549000000.0,783000000.0,5881000000.0,0.94,13.31,58.81,7.83,33.32,25.49,"沪深300,深证100"
4534,002281,光迅科技,190.37,-1.75,3.81,2592000000.0,3175000000.0,-584000000.0,5767000000.0,0.92,-10.13,57.67,-5.84,25.92,31.75,中证500
4771,000988,华工科技,107.09,-2.21,5.17,2348000000.0,3258000000.0,-910000000.0,5651000000.0,0.9,-16.1,56.51,-9.1,23.48,32.58,"沪深300,深证100"
2262,688766,普冉股份,428.4,0.05,8.69,2758000000.0,2885000000.0,-127000000.0,5643000000.0,0.9,-2.25,56.43,-1.27,27.58,28.85,中证1000
3777,688012,中微公司,350.06,-0.99,1.68,2635000000.0,2998000000.0,-363000000.0,5632000000.0,0.9,-6.45,56.32,-3.63,26.35,29.98,"沪深300,科创50,上证50"
3378,002463,沪电股份,125.14,-0.68,2.29,2457000000.0,3118000000.0,-662000000.0,5575000000.0,0.89,-11.87,55.75,-6.62,24.57,31.18,"沪深300,深证100"
5078,300604,长川科技,272.85,-3.43,4.05,2652000000.0,2919000000.0,-267000000.0,5571000000.0,0.89,-4.79,55.71,-2.67,26.52,29.19,创业板
126,001389,广合科技,198.65,6.84,17.99,2569000000.0,2939000000.0,-370000000.0,5543000000.0,0.88,-6.68,55.43,-3.7,25.69,29.39,中证500
