序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
301,300308,中际旭创,1121.9,2.09,2.64,17141000000.0,15569000000.0,1572000000.0,32708999999.999996,4.0,4.81,327.09,15.72,171.41,155.69,"沪深300,创业板,深证100"
4549,603986,兆易创新,620.0,-5.24,7.71,17007000000.0,15266000000.0,1741000000.0,32273000000.0,3.94,5.39,322.73,17.41,170.07,152.66,沪深300
516,300502,新易盛,510.1,0.63,3.62,11686000000.0,11249000000.0,437000000.0,22935000000.0,2.8,1.91,229.35,4.37,116.86,112.49,"沪深300,创业板,深证100"
86,600584,长电科技,100.99,6.2,12.7,12188000000.0,10391000000.0,1798000000.0,22579000000.0,2.76,7.96,225.79,17.98,121.88,103.91,
107,002384,东山精密,236.87,5.53,6.7,11581000000.0,9624000000.0,1957000000.0,21487000000.0,2.63,9.11,214.87,19.57,115.81,96.24,"沪深300,深证100"
1831,000725,京东方A,7.58,-2.32,7.89,10684000000.0,10685000000.0,-890000.0,21368000000.0,2.61,-0.0,213.68,-0.01,106.84,106.85,"沪深300,深证100"
389,688256,寒武纪,1388.0,1.33,1.89,8681000000.0,7959999999.999999,721000000.0,16641999999.999998,2.03,4.33,166.42,7.21,86.81,79.6,"沪深300,科创50,上证50"
4715,688008,澜起科技,253.2,-5.76,5.3,7392000000.0,8219000000.0,-827000000.0,15610000000.0,1.91,-5.3,156.1,-8.27,73.92,82.19,"沪深300,科创50,上证50"
4105,600487,亨通光电,80.89,-4.39,6.97,7156999999.999999,6709000000.0,447000000.0,13866000000.0,1.69,3.22,138.66,4.47,71.57,67.09,中证500
4784,600176,中国巨石,60.0,-5.97,5.41,6918000000.000001,6224000000.0,693000000.0,13141999999.999998,1.61,5.27,131.42,6.93,69.18,62.24,沪深300
5099,001309,德明利,851.0,-8.98,8.7,5565000000.0,6743000000.000001,-1178000000.0,12502000000.0,1.53,-9.42,125.02,-11.78,55.65,67.43,
39,002185,华天科技,21.93,9.98,16.93,5621000000.0,6370000000.0,-749000000.0,11999000000.0,1.47,-6.24,119.99,-7.49,56.21,63.7,中证500
4885,688525,佰维存储,425.0,-6.53,5.93,5719000000.0,6263000000.0,-544000000.0,11983000000.0,1.46,-4.54,119.83,-5.44,57.19,62.63,"中证500,科创50"
5043,301308,江波龙,627.9,-7.91,6.6,5372000000.0,6399000000.0,-1027000000.0,11771000000.0,1.44,-8.72,117.71,-10.27,53.72,63.99,"中证500,创业板"
5084,300223,北京君正,231.2,-8.62,11.05,5398000000.0,5573000000.0,-175000000.0,10971000000.0,1.34,-1.6,109.71,-1.75,53.98,55.73,"中证500,创业板"
428,688041,海光信息,342.6,1.06,1.32,5538000000.0,5033000000.0,505000000.0,10572000000.0,1.29,4.78,105.72,5.05,55.38,50.33,"沪深300,科创50,上证50"
576,002371,北方华创,806.39,0.35,1.81,5767000000.0,4728000000.0,1039000000.0,10562000000.0,1.29,9.84,105.62,10.39,57.67,47.28,"沪深300,深证100"
638,688012,中微公司,420.04,0.01,2.63,5645000000.0,4706000000.0,939000000.0,10350000000.0,1.26,9.07,103.5,9.39,56.45,47.06,"沪深300,科创50,上证50"
92,002281,光迅科技,221.67,6.05,6.03,5560000000.0,4592000000.0,968000000.0,10239000000.0,1.25,9.45,102.39,9.68,55.6,45.92,中证500
223,300394,天孚通信,244.09,2.99,3.9,5458000000.0,4752000000.0,706000000.0,10210000000.0,1.25,6.91,102.1,7.06,54.58,47.52,"沪深300,创业板,深证100"
444,688981,中芯国际,145.42,0.99,3.45,5478000000.0,4609000000.0,869000000.0,10087000000.0,1.23,8.62,100.87,8.69,54.78,46.09,"沪深300,科创50,上证50"
1216,600522,中天科技,47.27,-1.58,5.65,4818000000.0,4401000000.0,417000000.0,9218000000.0,1.13,4.52,92.18,4.17,48.18,44.01,沪深300
371,000021,深科技,54.07,1.44,10.72,4822000000.0,4327000000.0,495000000.0,9149000000.0,1.12,5.41,91.49,4.95,48.22,43.27,中证500
4665,000938,紫光股份,31.45,-5.58,9.71,4252000000.0000005,4586000000.0,-334000000.0,8839000000.0,1.08,-3.78,88.39,-3.34,42.52,45.86,"沪深300,深证100"
3757,600667,太极实业,26.32,-3.98,16.07,4609000000.0,4179999999.9999995,428000000.0,8789000000.0,1.07,4.87,87.89,4.28,46.09,41.8,中证1000
270,688017,绿的谐波,465.07,2.44,10.35,4076000000.0,4680000000.0,-604000000.0,8756000000.0,1.07,-6.9,87.56,-6.04,40.76,46.8,中证500
514,002475,立讯精密,63.28,0.64,1.88,4620000000.0,3993000000.0,627000000.0,8713000000.0,1.06,7.2,87.13,6.27,46.2,39.93,"沪深300,深证100"
216,002156,通富微电,68.21,3.07,8.31,4410000000.0,4071000000.0,338000000.0,8576000000.000001,1.05,3.94,85.76,3.38,44.1,40.71,中证500
5032,300475,香农芯创,244.33,-7.8,7.5,4139000000.0,4264000000.0,-125000000.0,8402000000.0,1.03,-1.49,84.02,-1.25,41.39,42.64,
80,002747,埃斯顿,49.0,6.45,22.5,4370000000.0,3935000000.0,434999999.99999994,8304000000.000001,1.01,5.24,83.04,4.35,43.7,39.35,中证1000
3968,300059,东方财富,20.29,-4.2,3.02,3354999999.9999995,4928000000.0,-1572000000.0,8283000000.0,1.01,-18.98,82.83,-15.72,33.55,49.28,"沪深300,创业板,深证100"
139,688498,源杰科技,1715.04,4.58,4.02,4172000000.0,4026000000.0,146000000.0,8198000000.0,1.0,1.78,81.98,1.46,41.72,40.26,中证1000
2250,300476,胜宏科技,284.92,-2.68,3.25,3995000000.0000005,4019000000.0,-23323000.0,8014000000.0,0.98,-0.29,80.14,-0.23,39.95,40.19,"沪深300,创业板,深证100"
3584,603259,药明康德,118.3,-3.8,2.69,3971000000.0,4011000000.0,-39605000.0,7981999999.999999,0.98,-0.5,79.82,-0.4,39.71,40.11,"沪深300,上证50"
781,300750,宁德时代,372.49,-0.54,0.49,4031000000.0,3765999999.9999995,264000000.0,7797000000.0,0.95,3.39,77.97,2.64,40.31,37.66,"沪深300,创业板,深证100"
503,002463,沪电股份,129.72,0.69,3.1,3915000000.0,3740000000.0,175000000.0,7702000000.0,0.94,2.27,77.02,1.75,39.15,37.4,"沪深300,深证100"
985,002407,多氟多,45.35,-1.11,15.33,3690000000.0,3810000000.0,-120000000.0,7584999999.999999,0.93,-1.58,75.85,-1.2,36.9,38.1,
4865,002916,深南电路,412.1,-6.38,2.76,3606000000.0,3961999999.9999995,-356000000.0,7568000000.000001,0.92,-4.7,75.68,-3.56,36.06,39.62,"沪深300,深证100"
1026,300408,三环集团,140.0,-1.22,2.84,3836000000.0,3671000000.0,166000000.0,7506999999.999999,0.92,2.21,75.07,1.66,38.36,36.71,"创业板,深证100"
256,000988,华工科技,153.59,2.6,4.85,3903000000.0,3431000000.0,472000000.0,7401000000.000001,0.9,6.38,74.01,4.72,39.03,34.31,
1784,600183,生益科技,150.77,-2.27,2.02,3739000000.0,3579000000.0,161000000.0,7318000000.000001,0.89,2.2,73.18,1.61,37.39,35.79,沪深300
312,000977,浪潮信息,71.06,1.94,6.97,3909000000.0000005,3386999999.9999995,522000000.0,7295000000.0,0.89,7.16,72.95,5.22,39.09,33.87,"沪深300,深证100"
137,688347,华虹宏力,324.0,4.62,5.47,3756000000.0,3474000000.0,282000000.0,7230000000.0,0.88,3.9,72.3,2.82,37.56,34.74,中证500
143,002428,云南锗业,110.0,4.45,10.07,3550000000.0,3454999999.9999995,94167000.0,7122000000.0,0.87,1.32,71.22,0.94,35.5,34.55,中证1000
308,688521,芯原股份,305.26,1.96,4.22,3790999999.9999995,3121000000.0,670000000.0,6912000000.0,0.84,9.69,69.12,6.7,37.91,31.21,科创50
949,600172,黄河旋风,18.36,-1.02,28.29,3167000000.0,3694000000.0,-526999999.99999994,6861000000.0,0.84,-7.68,68.61,-5.27,31.67,36.94,
1538,600105,永鼎股份,49.05,-2.0,9.57,3365999999.9999995,3443000000.0,-77455000.0,6809000000.0,0.83,-1.14,68.09,-0.77,33.66,34.43,中证1000
128,688126,沪硅产业,36.28,4.83,6.51,3538000000.0000005,3224000000.0,313000000.0,6762000000.0,0.83,4.63,67.62,3.13,35.38,32.24,"沪深300,科创50"
4890,688766,普冉股份,710.0,-6.58,6.29,3271000000.0,3464000000.0,-193000000.0,6734999999.999999,0.82,-2.87,67.35,-1.93,32.71,34.64,中证1000
807,300285,国瓷材料,87.55,-0.62,8.84,3461999999.9999995,3206000000.0,256000000.0,6668000000.000001,0.81,3.84,66.68,2.56,34.62,32.06,"中证500,创业板"
1106,002050,三花智控,45.51,-1.39,3.8,2979000000.0,3459000000.0000005,-480000000.0,6477000000.0,0.79,-7.41,64.77,-4.8,29.79,34.59,深证100
898,301526,国际复材,40.3,-0.89,11.18,3155000000.0,3251000000.0,-96193000.0,6406000000.0,0.78,-1.5,64.06,-0.96,31.55,32.51,
433,300433,蓝思科技,51.85,1.05,2.47,3137000000.0,3240000000.0,-102000000.0,6377000000.0,0.78,-1.6,63.77,-1.02,31.37,32.4,"创业板,深证100"
102,300390,天华新能,96.26,5.66,9.95,3470000000.0000005,2903000000.0,567000000.0,6373000000.0,0.78,8.9,63.73,5.67,34.7,29.03,中证500
386,000100,TCL科技,5.26,1.35,6.3,3531000000.0,2831000000.0,700000000.0,6362000000.0,0.78,11.0,63.62,7.0,35.31,28.31,"沪深300,深证100"
1839,601899,紫金矿业,27.62,-2.33,1.08,2716000000.0,3482000000.0,-767000000.0,6198000000.0,0.76,-12.37,61.98,-7.67,27.16,34.82,"沪深300,上证50"
616,300604,长川科技,304.33,0.11,4.14,3231000000.0,2920000000.0,310000000.0,6151000000.0,0.75,5.04,61.51,3.1,32.31,29.2,"中证500,创业板"
587,601138,工业富联,63.78,0.3,0.48,3168000000.0,2949000000.0,220000000.00000003,6117000000.0,0.75,3.6,61.17,2.2,31.68,29.49,沪深300
2005,600276,恒瑞医药,55.36,-2.48,1.69,2542000000.0,3447999999.9999995,-906000000.0,5989000000.0,0.73,-15.13,59.89,-9.06,25.42,34.48,"沪深300,上证50"
4359,000657,中钨高新,76.59,-4.81,5.12,3039000000.0,2770000000.0,269000000.0,5809000000.0,0.71,4.63,58.09,2.69,30.39,27.7,中证500
267,600703,三安光电,17.78,2.48,6.54,2929000000.0,2820000000.0,109000000.00000001,5748000000.0,0.7,1.9,57.48,1.09,29.29,28.2,
