序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
199,300502,新易盛,563.5,7.85,6.03,16699000000.0,12216000000.0,4483000000.0,28914000000.0,3.38,15.5,289.14,44.83,166.99,122.16,"沪深300,创业板,深证100"
1210,300308,中际旭创,877.47,2.51,2.5,12837000000.0,11159000000.0,1678000000.0,23996000000.0,2.8,6.99,239.96,16.78,128.37,111.59,"沪深300,创业板,深证100"
1292,688256,寒武纪,1868.0,2.36,2.57,10245000000.0,9819000000.0,425000000.0,20081000000.0,2.35,2.12,200.81,4.25,102.45,98.19,"沪深300,科创50,上证50"
752,300476,胜宏科技,338.06,3.72,6.5,10777000000.0,8195000000.0,2581000000.0,18972000000.0,2.22,13.6,189.72,25.81,107.77,81.95,"沪深300,创业板,深证100"
725,300394,天孚通信,328.14,3.79,7.48,9504000000.0,9079000000.0,425000000.0,18582000000.0,2.17,2.29,185.82,4.25,95.04,90.79,"沪深300,创业板,深证100"
414,688008,澜起科技,209.48,5.28,7.65,9632000000.0,8450000000.0,1182000000.0,18091000000.0,2.11,6.53,180.91,11.82,96.32,84.5,"沪深300,科创50,上证50"
4713,300750,宁德时代,451.64,-1.82,0.91,7256000000.0,10295000000.0,-3040000000.0,17551000000.0,2.05,-17.32,175.51,-30.4,72.56,102.95,"沪深300,创业板,深证100"
121,002384,东山精密,211.07,10.0,6.25,8796000000.0,8401000000.000001,394000000.0,17197000000.0,2.01,2.29,171.97,3.94,87.96,84.01,"沪深300,深证100"
254,001309,德明利,616.51,6.79,15.68,8150000000.0,7320000000.0,830000000.0000001,15581000000.0,1.82,5.33,155.81,8.3,81.5,73.2,
2829,301308,江波龙,483.33,0.41,11.26,7641000000.0,7551000000.000001,89600000.0,15191999999.999998,1.78,0.59,151.92,0.9,76.41,75.51,"中证500,创业板"
744,002156,通富微电,59.08,3.74,16.59,6489000000.0,6797000000.0,-308000000.0,14841000000.0,1.73,-2.08,148.41,-3.08,64.89,67.97,中证500
4995,688525,佰维存储,299.9,-3.61,10.32,6135000000.0,8533000000.0,-2398000000.0,14688000000.0,1.72,-16.33,146.88,-23.98,61.35,85.33,"中证500,科创50"
769,002475,立讯精密,69.52,3.64,2.95,7480000000.0,7198000000.0,282000000.0,14679000000.0,1.72,1.92,146.79,2.82,74.8,71.98,"沪深300,深证100"
249,300058,蓝色光标,19.3,6.93,21.98,7394000000.0,6970999999.999999,423000000.00000006,14365000000.0,1.68,2.94,143.65,4.23,73.94,69.71,"中证500,创业板"
351,600487,亨通光电,75.96,5.79,7.81,7612000000.0,6583000000.0,1028000000.0,14194999999.999998,1.66,7.24,141.95,10.28,76.12,65.83,中证500
270,000988,华工科技,133.5,6.64,10.62,7514000000.0,6215000000.0,1299000000.0,13847000000.0,1.62,9.38,138.47,12.99,75.14,62.15,
1705,601138,工业富联,64.18,1.74,1.06,6864000000.0,6592000000.0,273000000.0,13456000000.0,1.57,2.03,134.56,2.73,68.64,65.92,沪深300
127,000066,中国长城,23.98,10.0,15.8,6829000000.000001,5163000000.0,1664999999.9999998,11997000000.0,1.4,13.88,119.97,16.65,68.29,51.63,
2490,601899,紫金矿业,34.46,0.73,1.63,5211000000.0,6411000000.0,-1200000000.0,11622000000.0,1.36,-10.33,116.22,-12.0,52.11,64.11,"沪深300,上证50"
164,002281,光迅科技,164.29,8.93,9.09,5947000000.0,5328000000.0,620000000.0,11285000000.0,1.32,5.49,112.85,6.2,59.47,53.28,中证500
560,300136,信维通信,101.65,4.55,13.17,5834000000.0,5047000000.0,787000000.0,10881000000.0,1.27,7.23,108.81,7.87,58.34,50.47,"中证500,创业板"
116,600522,中天科技,38.38,10.0,8.47,5228000000.0,5377000000.0,-150000000.0,10605000000.0,1.24,-1.41,106.05,-1.5,52.28,53.77,沪深300
1639,688981,中芯国际,125.34,1.82,4.21,5504000000.0,4889000000.0,615000000.0,10483000000.0,1.23,5.87,104.83,6.15,55.04,48.89,"沪深300,科创50,上证50"
167,600105,永鼎股份,47.52,8.79,15.5,5535000000.0,4904000000.0,631000000.0,10439000000.0,1.22,6.04,104.39,6.31,55.35,49.04,中证1000
4917,300475,香农芯创,189.18,-2.82,12.11,4972000000.0,5420000000.0,-448000000.00000006,10391000000.0,1.21,-4.31,103.91,-4.48,49.72,54.2,
4358,688521,芯原股份,275.55,-1.09,7.25,4971000000.0,5376000000.0,-405000000.0,10354000000.0,1.21,-3.91,103.54,-4.05,49.71,53.76,科创50
5067,300014,亿纬锂能,71.81,-4.94,6.63,3782000000.0,6397000000.0,-2615000000.0,10179000000.0,1.19,-25.69,101.79,-26.15,37.82,63.97,"沪深300,创业板,深证100"
3726,600111,北方稀土,55.31,-0.38,4.98,4924000000.0,5029000000.0,-105000000.0,9953000000.0,1.16,-1.05,99.53,-1.05,49.24,50.29,"沪深300,上证50"
575,002050,三花智控,50.32,4.49,5.31,5329000000.0,4298000000.0,1031000000.0,9731000000.0,1.14,10.6,97.31,10.31,53.29,42.98,深证100
4965,002466,天齐锂业,79.06,-3.24,8.24,3804000000.0,5781000000.0,-1977000000.0,9584000000.0,1.12,-20.63,95.84,-19.77,38.04,57.81,"沪深300,深证100"
4735,002709,天赐材料,62.8,-1.88,9.97,4087000000.0,5267000000.0,-1179000000.0,9354000000.0,1.09,-12.6,93.54,-11.79,40.87,52.67,沪深300
643,002428,云南锗业,80.2,4.14,16.18,4496000000.0,3791000000.0,705000000.0,8287000000.0,0.97,8.51,82.87,7.05,44.96,37.91,中证1000
431,002149,西部材料,73.47,5.17,23.45,4488000000.0,3797000000.0,692000000.0,8284999999.999999,0.97,8.35,82.85,6.92,44.88,37.97,中证1000
2054,300857,协创数据,284.99,1.27,6.05,4246000000.0,4017000000.0,229000000.0,8263000000.0,0.97,2.77,82.63,2.29,42.46,40.17,"中证500,创业板"
4960,300390,天华新能,111.08,-3.16,10.86,3665000000.0,4368000000.0,-703000000.0,8031999999.999999,0.94,-8.75,80.32,-7.03,36.65,43.68,中证500
2153,601318,中国平安,60.04,1.15,1.23,3929000000.0,3991000000.0,-62142000.0,7920000000.0,0.93,-0.78,79.2,-0.62,39.29,39.91,"沪深300,上证50"
5003,002460,赣锋锂业,88.0,-3.77,7.34,3163000000.0,4686000000.0,-1523000000.0,7848999999.999999,0.92,-19.4,78.49,-15.23,31.63,46.86,"沪深300,深证100"
202,601869,长飞光纤,389.2,7.8,4.97,4215000000.0,3511000000.0,705000000.0,7726000000.000001,0.9,9.13,77.26,7.05,42.15,35.11,中证1000
49,300395,菲利华,128.52,10.83,11.98,3938000000.000001,3701000000.0,237000000.0,7639000000.0,0.89,3.1,76.39,2.37,39.38,37.01,"中证500,创业板"
841,000938,紫光股份,32.93,3.39,8.21,4195000000.000001,3302000000.0000005,893000000.0,7590000000.000001,0.89,11.77,75.9,8.93,41.95,33.02,"沪深300,深证100"
4077,300274,阳光电源,139.5,-0.73,3.38,3576000000.0,3927000000.000001,-351000000.0,7502000000.0,0.88,-4.68,75.02,-3.51,35.76,39.27,"沪深300,创业板,深证100"
1612,002202,金风科技,28.46,1.86,7.88,3806000000.0,3676000000.0,130000000.0,7483000000.0,0.87,1.74,74.83,1.3,38.06,36.76,
1013,002463,沪电股份,107.88,2.95,3.56,3519000000.0,3781000000.0,-262000000.0,7298999999.999999,0.85,-3.59,72.99,-2.62,35.19,37.81,"沪深300,深证100"
4336,603019,中科曙光,98.75,-1.05,5.06,3020000000.0,4265000000.0,-1245000000.0,7286000000.0,0.85,-17.09,72.86,-12.45,30.2,42.65,"沪深300,上证50"
5175,300342,天银机电,64.99,-10.49,25.21,3558000000.0,3625000000.0,-67039000.0,7183000000.0,0.84,-0.93,71.83,-0.67,35.58,36.25,
3919,300059,东方财富,20.73,-0.58,2.53,2800000000.0,4192000000.0,-1392000000.0,6992000000.0,0.82,-19.91,69.92,-13.92,28.0,41.92,"沪深300,创业板,深证100"
445,688048,长光华芯,390.93,5.09,10.56,3835000000.0,3071000000.0,764000000.0,6914000000.0,0.81,11.05,69.14,7.64,38.35,30.71,中证1000
1555,000657,中钨高新,63.19,1.94,7.42,3449000000.0,3215999999.9999995,233000000.0,6740000000.000001,0.79,3.46,67.4,2.33,34.49,32.16,中证500
26,688313,仕佳光子,170.07,12.46,9.25,3657000000.0,3024000000.0,633000000.0,6684000000.0,0.78,9.47,66.84,6.33,36.57,30.24,
3092,600118,中国卫星,107.3,0.19,5.28,3284000000.0000005,3392000000.0,-109000000.0,6676000000.000001,0.78,-1.63,66.76,-1.09,32.84,33.92,中证500
305,300124,汇川技术,75.55,6.3,3.6,3830000000.0,2670000000.0,1160000000.0,6500000000.0,0.76,17.85,65.0,11.6,38.3,26.7,"沪深300,创业板,深证100"
2876,688012,中微公司,384.7,0.37,2.69,3190000000.0,3276000000.0,-86162000.0,6470000000.0,0.76,-1.33,64.7,-0.86,31.9,32.76,"沪深300,科创50,上证50"
3703,603629,利通电子,158.28,-0.36,15.51,3155000000.0,3306000000.0,-151000000.0,6462000000.0,0.76,-2.34,64.62,-1.51,31.55,33.06,
1540,603993,洛阳钼业,19.86,1.95,1.85,3140000000.0,3270000000.0000005,-130000000.0,6414000000.0,0.75,-2.03,64.14,-1.3,31.4,32.7,"沪深300,上证50"
2142,600584,长电科技,48.76,1.16,7.39,3053000000.0,3344000000.0,-291000000.0,6398000000.0,0.75,-4.55,63.98,-2.91,30.53,33.44,
785,600330,天通股份,27.98,3.59,18.6,3445000000.0000005,2923000000.0,522000000.0,6367000000.0,0.74,8.2,63.67,5.22,34.45,29.23,
269,600498,烽火通信,51.82,6.65,9.94,3645000000.000001,2711000000.0,934000000.0,6356000000.0,0.74,14.69,63.56,9.34,36.45,27.11,中证500
1525,000338,潍柴动力,35.0,1.98,3.6,3087000000.0,3126000000.0,-38567000.0,6286000000.0,0.73,-0.61,62.86,-0.39,30.87,31.26,"沪深300,深证100"
43,688820,盛合晶微,119.0,11.11,30.55,3139000000.0,2906000000.0,233000000.0,6095000000.0,0.71,3.82,60.95,2.33,31.39,29.06,
2045,300442,润泽科技,97.45,1.29,3.8,3155000000.0,2824000000.0,331000000.0,5979000000.0,0.7,5.54,59.79,3.31,31.55,28.24,"沪深300,创业板,深证100"
288,688498,源杰科技,1629.99,6.47,4.52,3386999999.9999995,2583000000.0,803999999.9999999,5975000000.0,0.7,13.46,59.75,8.04,33.87,25.83,中证1000
5126,600309,万华化学,84.8,-5.49,2.22,2307000000.0,3631000000.0,-1324000000.0,5937000000.0,0.69,-22.3,59.37,-13.24,23.07,36.31,上证50
510,002837,英维克,102.53,4.87,6.78,3184000000.0,2751000000.0,433000000.0,5934000000.0,0.69,7.3,59.34,4.33,31.84,27.51,中证500
609,300570,太辰光,150.05,4.3,19.81,2871000000.0,2882000000.0,-11273000.0,5753000000.0,0.67,-0.2,57.53,-0.11,28.71,28.82,中证500
122,002342,巨力索具,22.12,10.0,28.58,3200000000.0,2507000000.0,693000000.0,5707000000.0,0.67,12.14,57.07,6.93,32.0,25.07,
168,000060,中金岭南,8.08,8.75,16.29,2950000000.0,2722000000.0,228000000.0,5698000000.0,0.67,4.0,56.98,2.28,29.5,27.22,中证500
1738,000063,中兴通讯,38.9,1.7,3.63,2997000000.0,2595000000.0,403000000.0,5647000000.0,0.66,7.14,56.47,4.03,29.97,25.95,"沪深300,深证100"
99,002436,兴森科技,32.42,10.01,11.81,2986000000.0,2640000000.0,345000000.0,5626000000.0,0.66,6.13,56.26,3.45,29.86,26.4,
281,000426,兴业银锡,48.14,6.55,6.62,2868000000.0,2680000000.0,188000000.0,5601000000.0,0.65,3.36,56.01,1.88,28.68,26.8,
1129,603083,剑桥科技,184.02,2.68,11.27,3061000000.0,2472000000.0,589000000.0,5590000000.0,0.65,10.54,55.9,5.89,30.61,24.72,中证1000
3635,600519,贵州茅台,1371.05,-0.29,0.32,2171000000.0,3402000000.0000005,-1231000000.0,5573000000.0,0.65,-22.09,55.73,-12.31,21.71,34.02,"沪深300,上证50"
179,300548,长芯博创,273.29,8.24,7.69,3004000000.0,2545000000.0,459000000.0,5548000000.0,0.65,8.27,55.48,4.59,30.04,25.45,创业板
159,688347,华虹公司,165.92,9.16,8.49,3194000000.0,2334000000.0,860000000.0,5533000000.0,0.65,15.54,55.33,8.6,31.94,23.34,中证500
389,300604,长川科技,185.8,5.45,6.23,2814000000.0,2711000000.0,103000000.0,5526000000.0,0.65,1.86,55.26,1.03,28.14,27.11,"中证500,创业板"
4616,002407,多氟多,37.54,-1.52,13.62,2325000000.0,3160000000.0,-835000000.0,5485000000.0,0.64,-15.22,54.85,-8.35,23.25,31.6,
2069,002371,北方华创,552.14,1.25,1.34,2602000000.0,2738000000.0,-136000000.0,5339000000.0,0.62,-2.55,53.39,-1.36,26.02,27.38,"沪深300,深证100"
1455,603259,药明康德,111.28,2.09,1.95,2671000000.0,2668000000.0,3171000.0,5339000000.0,0.62,0.06,53.39,0.03,26.71,26.68,"沪深300,上证50"
1873,688110,东芯股份,155.31,1.51,7.71,2903000000.0,2418000000.0,485000000.0,5326000000.0,0.62,9.11,53.26,4.85,29.03,24.18,中证1000
1445,603259,药明康德,111.3,2.11,1.92,2634000000.0,2574000000.0,59578000.0,5261000000.0,0.61,1.13,52.61,0.6,26.34,25.74,"沪深300,上证50"
1626,002361,神剑股份,21.6,1.84,30.3,2721000000.0,2527000000.0,194000000.0,5247000000.0,0.61,3.7,52.47,1.94,27.21,25.27,
44,688808,联讯仪器,1130.0,11.0,25.06,2776000000.0,2325000000.0,451000000.0,5158000000.0,0.6,8.74,51.58,4.51,27.76,23.25,
4546,600150,中国船舶,40.61,-1.38,1.67,2252000000.0,2871000000.0,-619000000.0,5123000000.0,0.6,-12.08,51.23,-6.19,22.52,28.71,"沪深300,上证50"
1209,600176,中国巨石,37.93,2.51,3.33,2433000000.0,2562000000.0,-129000000.0,4995000000.0,0.58,-2.58,49.95,-1.29,24.33,25.62,沪深300
