序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
22,000977,浪潮信息,84.42,8.0,3.47,272000000.0,1101000000.0,-828999999.9999999,4236999999.9999995,6.94,-19.57,42.37,-8.29,2.72,11.01,"沪深300,深证100"
151,300308,中际旭创,1158.96,2.71,0.33,1839000000.0,1830999999.9999998,7783200.000000001,4183000000.0,6.85,0.19,41.83,0.08,18.39,18.31,"沪深300,创业板,深证100"
131,300502,新易盛,526.44,3.05,0.38,1035000000.0,1120000000.0,-84525000.0,2486000000.0,4.07,-3.4,24.86,-0.85,10.35,11.2,"沪深300,创业板,深证100"
86,301308,江波龙,616.44,4.0,1.0,722000000.0,864000000.0,-142000000.0,1725000000.0,2.82,-8.23,17.25,-1.42,7.22,8.64,"沪深300,创业板,深证100"
40,300475,香农芯创,258.67,5.97,1.4,709000000.0,587000000.0,122000000.0,1625000000.0,2.66,7.51,16.25,1.22,7.09,5.87,"中证500,创业板"
32,300223,北京君正,229.9,6.74,1.49,615000000.0,550000000.0,65250300.0,1421000000.0,2.33,4.59,14.21,0.65,6.15,5.5,创业板
70,301526,国际复材,38.93,4.76,2.4,638000000.0,592000000.0,45862000.0,1308000000.0,2.14,3.51,13.08,0.46,6.38,5.92,"中证500,创业板"
21,002851,麦格米特,156.83,8.1,1.81,361000000.0,317000000.0,44574600.0,1283000000.0,2.1,3.47,12.83,0.45,3.61,3.17,中证500
85,000725,京东方A,7.94,4.06,0.45,270000000.0,190000000.0,79834900.0,1250000000.0,2.05,6.39,12.5,0.8,2.7,1.9,"沪深300,深证100"
107,300418,昆仑万维,49.64,3.5,2.15,411000000.00000006,374000000.0,36576700.0,1217000000.0,1.99,3.01,12.17,0.37,4.11,3.74,"沪深300,创业板,深证100"
259,300821,东岳硅材,26.89,1.7,3.69,466000000.0,539000000.0,-72742300.0,1147000000.0,1.88,-6.34,11.47,-0.73,4.66,5.39,
472,300604,长川科技,320.46,1.02,0.71,497000000.0,501000000.0,-4648600.0,1119000000.0,1.83,-0.42,11.19,-0.05,4.97,5.01,创业板
373,300604,长川科技,320.46,1.02,0.71,497000000.0,501000000.0,-4648600.0,1119000000.0,1.83,-0.42,11.19,-0.05,4.97,5.01,创业板
125,002371,北方华创,827.2,3.1,0.18,496000000.0,404000000.0,92206500.0,1091000000.0,1.79,8.45,10.91,0.92,4.96,4.04,"沪深300,深证100"
2624,600276,恒瑞医药,53.34,-1.24,0.3,426000000.0,503000000.0,-76235700.0,1017000000.0,1.66,-7.5,10.17,-0.76,4.26,5.03,"沪深300,上证50"
184,300476,胜宏科技,286.17,2.33,0.39,411000000.00000006,344000000.0,67052600.0,960000000.0,1.57,6.98,9.6,0.67,4.11,3.44,"沪深300,创业板,深证100"
623,002185,华天科技,21.66,0.42,1.26,109000000.00000001,9704800.0,99251800.0,909000000.0,1.49,10.92,9.09,0.99,1.09,0.1,中证500
583,002185,华天科技,21.66,0.42,1.26,109000000.00000001,9704800.0,99251800.0,909000000.0,1.49,10.92,9.09,0.99,1.09,0.1,中证500
710,002185,华天科技,21.66,0.42,1.26,109000000.00000001,9704800.0,99251800.0,909000000.0,1.49,10.92,9.09,0.99,1.09,0.1,中证500
65,002409,雅克科技,199.58,5.04,1.35,314000000.0,289000000.0,25389300.0,852999999.9999999,1.4,2.98,8.53,0.25,3.14,2.89,中证500
88,300857,协创数据,292.0,3.91,0.59,364000000.0,323000000.0,41313800.0,836000000.0,1.37,4.94,8.36,0.41,3.64,3.23,"中证500,创业板"
434,300285,国瓷材料,79.36,1.11,1.19,297000000.0,384000000.0,-86586700.0,811000000.0,1.33,-10.68,8.11,-0.87,2.97,3.84,"中证500,创业板"
73,002916,深南电路,421.07,4.66,0.25,229999999.99999997,190000000.0,40647700.0,704000000.0,1.15,5.77,7.04,0.41,2.3,1.9,"沪深300,深证100"
1865,301165,锐捷网络,104.57,-0.88,0.61,321000000.0,357000000.0,-35458600.0,697000000.0,1.14,-5.09,6.97,-0.35,3.21,3.57,"沪深300,创业板"
1743,301165,锐捷网络,104.57,-0.88,0.61,321000000.0,357000000.0,-35458600.0,697000000.0,1.14,-5.09,6.97,-0.35,3.21,3.57,"沪深300,创业板"
2191,300620,光库科技,299.36,-1.71,0.9,250999999.99999997,334000000.0,-83711800.0,672000000.0,1.1,-12.46,6.72,-0.84,2.51,3.34,"中证500,创业板"
190,301217,铜冠铜箔,137.05,2.28,0.58,352000000.0,267000000.0,85085900.0,662000000.0,1.08,12.85,6.62,0.85,3.52,2.67,"中证1000,创业板"
13,300975,商络电子,38.17,9.9,3.6,301000000.0,219000000.0,82063400.0,661000000.0,1.08,12.42,6.61,0.82,3.01,2.19,
741,600030,中信证券,28.1,0.36,0.18,249000000.00000003,289000000.0,-40376800.0,606000000.0,0.99,-6.66,6.06,-0.4,2.49,2.89,"沪深300,上证50"
807,600030,中信证券,28.1,0.36,0.18,249000000.00000003,289000000.0,-40376800.0,606000000.0,0.99,-6.66,6.06,-0.4,2.49,2.89,"沪深300,上证50"
103,002463,沪电股份,132.75,3.55,0.23,209000000.0,259000000.0,-49752700.00000001,586000000.0,0.96,-8.49,5.86,-0.5,2.09,2.59,"沪深300,深证100"
2709,002428,云南锗业,97.6,-1.41,0.85,225999999.99999997,199000000.0,26564400.0,555000000.0,0.91,4.79,5.55,0.27,2.26,1.99,中证1000
116,002281,光迅科技,223.85,3.25,0.32,229999999.99999997,248000000.0,-18032800.0,554000000.0,0.91,-3.26,5.54,-0.18,2.3,2.48,中证500
405,300059,东方财富,20.38,1.24,0.2,262000000.0,216000000.0,45593400.0,539000000.0,0.88,8.46,5.39,0.46,2.62,2.16,"沪深300,创业板,深证100"
331,300059,东方财富,20.38,1.24,0.2,262000000.0,216000000.0,45593400.0,539000000.0,0.88,8.46,5.39,0.46,2.62,2.16,"沪深300,创业板,深证100"
69,300751,迈为股份,267.42,4.81,0.98,262000000.0,198000000.0,63711899.99999999,512000000.0,0.84,12.44,5.12,0.64,2.62,1.98,"中证500,创业板"
177,300346,南大光电,75.92,2.41,1.0,233000000.0,169000000.0,63995200.00000001,501000000.0,0.82,12.77,5.01,0.64,2.33,1.69,"中证500,创业板"
2540,002709,天赐材料,42.71,-4.22,0.76,139000000.0,124000000.0,14540600.0,498000000.00000006,0.82,2.92,4.98,0.15,1.39,1.24,"沪深300,深证100"
292,002407,多氟多,42.75,1.5,1.06,231999999.99999997,148000000.0,84056800.0,487000000.0,0.8,17.26,4.87,0.84,2.32,1.48,中证500
217,002407,多氟多,42.75,1.5,1.06,231999999.99999997,148000000.0,84056800.0,487000000.0,0.8,17.26,4.87,0.84,2.32,1.48,中证500
2352,300458,全志科技,38.6,-2.92,1.49,163000000.0,178000000.0,-15306600.0,470000000.0,0.77,-3.26,4.7,-0.15,1.63,1.78,"中证500,创业板"
4,301099,雅创电子,92.46,10.02,5.3,245000000.00000003,181000000.0,63910000.0,436000000.00000006,0.71,14.66,4.36,0.64,2.45,1.81,
2698,002475,立讯精密,61.6,-1.39,0.1,137000000.0,192000000.0,-55110900.0,433000000.0,0.71,-12.73,4.33,-0.55,1.37,1.92,"沪深300,深证100"
15,300164,通源石油,8.87,9.1,8.29,215000000.0,175000000.0,39308400.0,424000000.0,0.69,9.27,4.24,0.39,2.15,1.75,
497,301511,德福科技,119.29,0.95,0.93,209000000.0,168000000.0,40793500.0,416000000.0,0.68,9.81,4.16,0.41,2.09,1.68,
2537,002025,航天电器,82.81,-4.04,1.07,78219500.0,3993500.0,74226100.0,413999999.99999994,0.68,17.93,4.14,0.74,0.78,0.04,
192,300442,润泽科技,80.95,2.26,0.31,178000000.0,143000000.0,34951500.0,401999999.99999994,0.66,8.69,4.02,0.35,1.78,1.43,"沪深300,创业板,深证100"
2672,300454,深信服,105.1,-1.37,1.26,149000000.0,149000000.0,18800.0,378000000.0,0.62,0.0,3.78,0.0,1.49,1.49,"中证500,创业板"
50,300236,上海新阳,116.28,5.15,1.15,188000000.0,144000000.0,43309799.99999999,377000000.0,0.62,11.49,3.77,0.43,1.88,1.44,中证1000
60,300236,上海新阳,116.28,5.15,1.15,188000000.0,144000000.0,43309799.99999999,377000000.0,0.62,11.49,3.77,0.43,1.88,1.44,中证1000
129,002436,兴森科技,41.65,3.07,0.58,168000000.0,119000000.0,48212000.0,369000000.0,0.6,13.07,3.69,0.48,1.68,1.19,
146,300757,罗博特科,488.7,2.84,0.45,168000000.0,152000000.0,15934100.0,357000000.0,0.58,4.46,3.57,0.16,1.68,1.52,"中证500,创业板"
2714,300179,四方达,49.8,-1.41,1.89,145000000.0,177000000.0,-32268900.0,355000000.0,0.58,-9.09,3.55,-0.32,1.45,1.77,
225,300033,同花顺,229.0,1.43,0.34,148000000.0,147000000.0,542400.0,351000000.0,0.57,0.15,3.51,0.01,1.48,1.47,"沪深300,创业板,深证100"
758,301269,华大九天,117.47,0.25,0.54,170000000.0,164000000.0,5140800.0,347000000.0,0.57,1.48,3.47,0.05,1.7,1.64,"沪深300,创业板,深证100"
191,002156,通富微电,67.1,2.27,0.34,39715900.0,5093800.0,34622100.0,346000000.0,0.57,10.01,3.46,0.35,0.4,0.05,
816,600160,巨化股份,45.88,0.35,0.28,123000000.0,179000000.0,-55873800.0,341000000.0,0.56,-16.39,3.41,-0.56,1.23,1.79,沪深300
749,600160,巨化股份,45.88,0.35,0.28,123000000.0,179000000.0,-55873800.0,341000000.0,0.56,-16.39,3.41,-0.56,1.23,1.79,沪深300
893,300548,长芯博创,221.1,0.05,0.56,162000000.0,152000000.0,10591900.0,338000000.0,0.55,3.13,3.38,0.11,1.62,1.52,"中证500,创业板"
106,001399,惠科股份,36.78,3.52,2.01,43841700.0,9194300.0,34647400.0,321000000.0,0.53,10.79,3.21,0.35,0.44,0.09,
1393,300759,康龙化成,30.13,-0.59,0.75,155000000.0,135000000.0,19323300.0,318000000.0,0.52,6.08,3.18,0.19,1.55,1.35,"中证500,创业板"
90,002484,江海股份,86.92,3.87,0.45,138000000.0,99668900.0,37924500.0,316000000.0,0.52,12.0,3.16,0.38,1.38,1.0,中证1000
7,002208,合肥城建,19.12,10.01,2.0,14241000.0,69226000.0,-54985100.0,307000000.0,0.5,-17.91,3.07,-0.55,0.14,0.69,
26,300687,赛意信息,30.71,7.57,3.02,145000000.0,112999999.99999999,32350600.0,305000000.0,0.5,10.61,3.05,0.32,1.45,1.13,
464,002837,英维克,72.88,1.05,0.36,91455200.0,93469300.0,-2014100.0,296000000.0,0.48,-0.68,2.96,-0.02,0.91,0.93,"沪深300,深证100"
365,002837,英维克,72.88,1.05,0.36,91455200.0,93469300.0,-2014100.0,296000000.0,0.48,-0.68,2.96,-0.02,0.91,0.93,"沪深300,深证100"
24,002745,木林森,12.45,7.7,2.23,102000000.0,83063400.0,18551300.0,294000000.0,0.48,6.31,2.94,0.19,1.02,0.83,中证1000
6,002552,宝鼎科技,64.54,10.01,1.24,87038300.0,159000000.0,-72210700.0,289000000.0,0.47,-24.99,2.89,-0.72,0.87,1.59,
2370,002558,巨人网络,27.09,-3.25,0.56,123000000.0,102000000.0,21433000.0,289000000.0,0.47,7.42,2.89,0.21,1.23,1.02,沪深300
2503,002558,巨人网络,27.09,-3.25,0.56,123000000.0,102000000.0,21433000.0,289000000.0,0.47,7.42,2.89,0.21,1.23,1.02,沪深300
2362,002466,天齐锂业,51.59,-3.15,0.38,136000000.0,81969900.0,54421000.0,287000000.0,0.47,18.96,2.87,0.54,1.36,0.82,"沪深300,深证100"
507,300570,太辰光,206.8,0.7,0.7,131000000.0,125000000.0,6457900.0,279000000.0,0.46,2.31,2.79,0.06,1.31,1.25,中证500
101,300319,麦捷科技,22.15,3.55,1.42,122000000.0,107000000.0,15383699.999999998,268000000.00000003,0.44,5.74,2.68,0.15,1.22,1.07,中证1000
232,300373,扬杰科技,129.79,1.37,0.37,104000000.0,103000000.0,834800.0,265000000.0,0.43,0.32,2.65,0.01,1.04,1.03,"中证500,创业板"
301,300373,扬杰科技,129.79,1.37,0.37,104000000.0,103000000.0,834800.0,265000000.0,0.43,0.32,2.65,0.01,1.04,1.03,"中证500,创业板"
302,002491,通鼎互联,22.92,1.37,0.97,113999999.99999999,88472200.0,25255300.000000004,263000000.0,0.43,9.6,2.63,0.25,1.14,0.88,
233,002491,通鼎互联,22.92,1.37,0.97,113999999.99999999,88472200.0,25255300.000000004,263000000.0,0.43,9.6,2.63,0.25,1.14,0.88,
153,002636,金安国纪,96.24,2.7,0.37,111000000.00000001,71424200.0,39660100.0,262000000.0,0.43,15.14,2.62,0.4,1.11,0.71,
1675,002821,凯莱英,148.61,-0.62,0.55,86489900.0,97055100.0,-10565200.0,260000000.0,0.43,-4.06,2.6,-0.11,0.86,0.97,中证500
804,301321,翰博高新,49.99,0.36,3.31,128000000.0,118000000.0,10378200.0,254000000.0,0.42,4.09,2.54,0.1,1.28,1.18,
649,301321,翰博高新,49.99,0.36,3.31,128000000.0,118000000.0,10378200.0,254000000.0,0.42,4.09,2.54,0.1,1.28,1.18,
738,301321,翰博高新,49.99,0.36,3.31,128000000.0,118000000.0,10378200.0,254000000.0,0.42,4.09,2.54,0.1,1.28,1.18,
81,002138,顺络电子,58.38,4.16,0.57,7705000.0,1575500.0,6129500.0,252000000.0,0.41,2.43,2.52,0.06,0.08,0.02,中证500
230,000988,华工科技,149.58,1.41,0.17,34948000.0,17595000.0,17353100.0,250000000.0,0.41,6.94,2.5,0.17,0.35,0.18,"沪深300,深证100"
180,300398,飞凯材料,48.0,2.37,0.91,105000000.0,86649400.0,18837900.0,249000000.00000003,0.41,7.57,2.49,0.19,1.05,0.87,中证1000
44,300811,铂科新材,88.07,5.6,0.85,122000000.0,77309200.0,44371800.0,248000000.0,0.41,17.89,2.48,0.44,1.22,0.77,中证1000
