序号,代码,名称,最新价,涨跌幅,换手率,流入资金,流出资金,净流入,成交额,占总成交比,净流入占比,成交额亿,净流入亿,流入亿,流出亿,指数标签
123,300502,新易盛,622.71,7.64,4.89,13688000000.0,12187000000.0,1501000000.0,25876000000.0,3.52,5.8,258.76,15.01,136.88,121.87,"沪深300,创业板,深证100"
702,300308,中际旭创,886.62,2.52,2.66,13824000000.0,11881000000.0,1944000000.0000002,25705000000.0,3.5,7.56,257.05,19.44,138.24,118.81,"沪深300,创业板,深证100"
96,601138,工业富联,66.89,8.92,1.59,12876000000.0,7523000000.0,5353000000.0,20398000000.0,2.78,26.24,203.98,53.53,128.76,75.23,沪深300
4097,300750,宁德时代,436.35,-0.98,1.08,9126000000.0,10670000000.0,-1544000000.0,20174000000.0,2.75,-7.65,201.74,-15.44,91.26,106.7,"沪深300,创业板,深证100"
183,300394,天孚通信,375.41,6.35,6.69,10632000000.0,8273999999.999999,2359000000.0,18906000000.0,2.57,12.48,189.06,23.59,106.32,82.74,"沪深300,创业板,深证100"
5093,2837,英维克,104.2,-4.38,18.85,10436000000.0,5683000000.0,4753000000.0,16119000000.0,2.19,29.49,161.19,47.53,104.36,56.83,中证500
484,2475,立讯精密,68.03,3.47,3.26,8303000000.0,7441000000.0,861999999.9999999,15963999999.999998,2.17,5.4,159.64,8.62,83.03,74.41,"沪深300,深证100"
469,300476,胜宏科技,342.78,3.59,5.43,9016000000.0,6734999999.999999,2280000000.0,15751000000.0,2.14,14.48,157.51,22.8,90.16,67.35,"沪深300,创业板,深证100"
71,2384,东山精密,186.34,10.0,6.0,7443000000.000001,7580000000.0,-137000000.0,15038999999.999998,2.05,-0.91,150.39,-1.37,74.43,75.8,"沪深300,深证100"
3251,601899,紫金矿业,35.53,-0.36,1.81,6477000000.0,6778000000.0,-302000000.0,13255000000.000002,1.8,-2.28,132.55,-3.02,64.77,67.78,"沪深300,上证50"
63,600487,亨通光电,65.78,10.0,8.33,7470000000.0,5625000000.0,1845000000.0,13096000000.0,1.78,14.09,130.96,18.45,74.7,56.25,中证500
413,988,华工科技,120.95,4.02,10.54,6854000000.000001,5698000000.0,1156000000.0,12675000000.0,1.73,9.12,126.75,11.56,68.54,56.98,
748,300058,蓝色光标,19.24,2.39,16.67,5454000000.0,5558000000.0,-104000000.0,11012000000.0,1.5,-0.94,110.12,-1.04,54.54,55.58,"中证500,创业板"
701,603986,兆易创新,313.98,2.52,5.12,5757000000.0,4803000000.0,953999999.9999999,10560000000.0,1.44,9.03,105.6,9.54,57.57,48.03,沪深300
134,600522,中天科技,34.82,7.34,8.8,5213000000.0,5012000000.0,200999999.99999997,10226000000.0,1.39,1.97,102.26,2.01,52.13,50.12,沪深300
6,300857,协创数据,260.76,19.99,8.63,5163000000.0,4904000000.0,259000000.0,10067000000.0,1.37,2.57,100.67,2.59,51.63,49.04,"中证500,创业板"
4916,600118,中国卫星,97.58,-2.61,8.71,4962000000.0,4852000000.0,110000000.00000001,9814000000.0,1.34,1.12,98.14,1.1,49.62,48.52,中证500
1007,2281,光迅科技,123.97,1.79,10.18,4879000000.0,4783000000.0,96840000.0,9791000000.0,1.33,0.99,97.91,0.97,48.79,47.83,中证500
156,603083,剑桥科技,172.18,6.83,21.56,5220000000.0,4538000000.0,682000000.0,9758000000.0,1.33,6.99,97.58,6.82,52.2,45.38,中证1000
108,938,紫光股份,29.92,8.37,11.3,5662000000.0,3792000000.0,1870000000.0,9570000000.0,1.3,19.54,95.7,18.7,56.62,37.92,"沪深300,深证100"
558,688008,澜起科技,163.35,3.12,5.07,5237000000.0,4108000000.0,1128000000.0,9345000000.0,1.27,12.07,93.45,11.28,52.37,41.08,"沪深300,科创50,上证50"
2010,688256,寒武纪,1337.0,0.53,1.61,4290000000.0,4753000000.0,-463000000.0,9042000000.0,1.23,-5.12,90.42,-4.63,42.9,47.53,"沪深300,科创50,上证50"
198,63,中兴通讯,37.34,6.08,5.73,5170000000.0,3261999999.9999995,1907999999.9999998,8493000000.000001,1.16,22.47,84.93,19.08,51.7,32.62,"沪深300,深证100"
533,300136,信维通信,79.52,3.22,13.07,4466000000.0,3993000000.0,473000000.00000006,8459000000.0,1.15,5.59,84.59,4.73,44.66,39.93,"中证500,创业板"
195,2371,北方华创,477.95,6.13,2.41,4812000000.0,3311000000.0,1501000000.0,8194000000.0,1.12,18.32,81.94,15.01,48.12,33.11,"沪深300,深证100"
116,601869,长飞光纤,412.0,7.97,4.99,4719000000.0,3461999999.9999995,1257000000.0,8181000000.0,1.11,15.36,81.81,12.57,47.19,34.62,中证1000
389,2361,神剑股份,23.65,4.23,43.0,3997999999.9999995,3932000000.0,66275000.0,8106999999.999999,1.1,0.82,81.07,0.66,39.98,39.32,
2,688048,长光华芯,372.91,20.0,12.51,4104000000.0,3879999999.9999995,225000000.0,7984000000.0,1.09,2.82,79.84,2.25,41.04,38.8,中证1000
984,688525,佰维存储,281.0,1.83,6.1,4035000000.0,3907000000.0,129000000.0,7942000000.0,1.08,1.62,79.42,1.29,40.35,39.07,"中证500,科创50"
1,688820,盛合晶微,95.0,23.94,54.53,4372000000.0,3536999999.9999995,835000000.0,7909000000.0,1.08,10.56,79.09,8.35,43.72,35.37,
2052,300274,阳光电源,136.91,0.5,3.64,4181000000.0,3709000000.0000005,472000000.0,7891000000.0,1.07,5.98,78.91,4.72,41.81,37.09,"沪深300,创业板,深证100"
419,977,浪潮信息,74.2,3.97,6.93,4188000000.0000005,3269000000.0,919999999.9999999,7525000000.0,1.02,12.23,75.25,9.2,41.88,32.69,"沪深300,深证100"
488,2463,沪电股份,103.27,3.46,3.8,3938000000.0000005,3401000000.0,537000000.0,7433000000.0,1.01,7.22,74.33,5.37,39.38,34.01,"沪深300,深证100"
889,1309,德明利,525.0,2.02,8.78,4064000000.0,3164000000.0,901000000.0,7355000000.0,1.0,12.25,73.55,9.01,40.64,31.64,
120,688521,芯原股份,250.95,7.68,5.75,4292000000.0,3017000000.0,1275000000.0,7309000000.0,0.99,17.44,73.09,12.75,42.92,30.17,科创50
4627,2565,顺灏股份,21.95,-1.66,31.14,3496000000.0,3757000000.0,-261000000.0,7253000000.0,0.99,-3.6,72.53,-2.61,34.96,37.57,
187,2261,拓维信息,38.43,6.31,16.47,4011000000.0,3006000000.0,1005000000.0000001,7105000000.0,0.97,14.14,71.05,10.05,40.11,30.06,
