ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,2025-07-29,3609.7113,3595.8099,3611.3532,3585.9435,3597.9369,11.7744,0.3273,610642058.0,793606423.7045
000001.SH,2025-07-30,3615.7167,3608.354,3636.1664,3593.7338,3609.7113,6.0054,0.1664,637221916.0,819627949.1139
000001.SH,2025-07-31,3573.2082,3604.6959,3606.3744,3562.6072,3615.7167,-42.5085,-1.1757,654509349.0,845893058.0582
000001.SH,2025-08-01,3559.9518,3568.2608,3581.7457,3550.0434,3573.2082,-13.2564,-0.371,509563080.0,684645226.0213
000001.SH,2025-08-04,3583.3088,3547.1629,3583.3088,3547.1629,3559.9518,23.357,0.6561,458573618.0,639775598.4567
000001.SH,2025-08-05,3617.5976,3588.8077,3617.5976,3586.9686,3583.3088,34.2888,0.9569,499797780.0,656382505.1018
000001.SH,2025-08-06,3633.9949,3615.808,3634.3135,3613.9894,3617.5976,16.3973,0.4533,512467273.0,707221251.6075
000001.SH,2025-08-07,3639.6666,3637.7811,3645.117,3622.5224,3633.9949,5.6717,0.1561,535501202.0,749699997.3363
000001.SH,2025-08-08,3635.1281,3634.8546,3645.3667,3625.4508,3639.6666,-4.5385,-0.1247,526407572.0,713569731.1415
000001.SH,2025-08-11,3647.5467,3637.0534,3656.8517,3629.6267,3635.1281,12.4186,0.3416,551393348.0,751329446.7775
000001.SH,2025-08-12,3665.9177,3647.9625,3669.0384,3647.9625,3647.5467,18.371,0.5037,536623739.0,778161034.2482
000001.SH,2025-08-13,3683.4648,3668.6581,3688.6276,3666.5468,3665.9177,17.5471,0.4787,613528884.0,887022595.7193
000001.SH,2025-08-14,3666.4426,3685.5223,3704.7715,3662.5695,3683.4648,-17.0222,-0.4621,647829587.0,949464273.6235
000001.SH,2025-08-15,3696.7705,3659.8146,3702.2553,3658.3762,3666.4426,30.3279,0.8272,678521703.0,960624988.909
000001.SH,2025-08-18,3728.0273,3712.4952,3745.939,3702.3802,3696.7705,31.2568,0.8455,776016669.0,1133941943.1577
000001.SH,2025-08-19,3727.2879,3728.4851,3746.669,3718.1467,3728.0273,-0.7394,-0.0198,696099750.0,1060899235.6684
000001.SH,2025-08-20,3766.2104,3716.6847,3767.43,3704.9912,3727.2879,38.9225,1.0443,679836426.0,1017500164.0639
000001.SH,2025-08-21,3771.0989,3770.6757,3787.9806,3757.9918,3766.2104,4.8885,0.1298,691552959.0,997741900.7503
000001.SH,2025-08-22,3825.7592,3772.2769,3825.7592,3772.2769,3771.0989,54.6603,1.4495,698136277.0,1095091495.7102
000001.SH,2025-08-25,3883.5617,3848.1629,3883.5617,3839.9724,3825.7592,57.8025,1.5109,885474802.0,1360903869.0367
000001.SH,2025-08-26,3868.382,3871.471,3888.5985,3859.7575,3883.5617,-15.1797,-0.3909,734565305.0,1114187895.2502
000001.SH,2025-08-27,3800.3499,3869.6116,3887.198,3800.3499,3868.382,-68.0321,-1.7587,858633499.0,1326848744.0182
000001.SH,2025-08-28,3843.5974,3796.7112,3845.0871,3761.4221,3800.3499,43.2475,1.138,788351947.0,1265185534.1951
000001.SH,2025-08-29,3857.9274,3842.8234,3867.6058,3839.2059,3843.5974,14.33,0.3728,739462366.0,1221691851.556
000001.SH,2025-09-01,3875.5304,3869.7457,3879.0453,3853.6584,3857.9274,17.603,0.4563,747709536.0,1208347980.8561
000001.SH,2025-09-02,3858.1334,3877.0858,3885.3145,3828.6775,3875.5304,-17.397,-0.4489,762618833.0,1222777663.9974
000001.SH,2025-09-03,3813.5566,3865.286,3868.3877,3794.8837,3858.1334,-44.5768,-1.1554,645668510.0,1012296084.0032
000001.SH,2025-09-04,3765.8759,3807.7571,3808.3955,3732.8404,3813.5566,-47.6807,-1.2503,710227933.0,1107892043.2037
000001.SH,2025-09-05,3812.5143,3761.8801,3817.1589,3745.3091,3765.8759,46.6384,1.2384,626223380.0,979061710.2211
000001.SH,2025-09-08,3826.8407,3811.6692,3833.143,3803.6033,3812.5143,14.3264,0.3758,660066898.0,1025883749.952
000001.SH,2025-09-09,3807.2923,3816.6574,3834.671,3791.7243,3826.8407,-19.5484,-0.5108,600239380.0,917795306.2257
000001.SH,2025-09-10,3812.2212,3806.5842,3826.9959,3794.0574,3807.2923,4.9289,0.1295,534539825.0,821113584.5222
000001.SH,2025-09-11,3875.3094,3806.0564,3875.3094,3796.4345,3812.2212,63.0882,1.6549,617012930.0,1016794001.3821
000001.SH,2025-09-12,3870.5984,3875.5072,3892.7375,3866.5388,3875.3094,-4.711,-0.1216,700641784.0,1093807300.6635
000001.SH,2025-09-15,3860.5036,3876.0974,3879.7365,3855.9725,3870.5984,-10.0948,-0.2608,644793944.0,986171993.9404
000001.SH,2025-09-16,3861.8651,3865.9801,3876.6901,3838.6483,3860.5036,1.3615,0.0353,673439723.0,989786137.9216
000001.SH,2025-09-17,3876.3409,3854.0726,3882.6687,3848.9455,3861.8651,14.4758,0.3748,663434713.0,1006679080.9142
000001.SH,2025-09-18,3831.6562,3876.0592,3899.9594,3800.9953,3876.3409,-44.6847,-1.1528,876027389.0,1365962423.6401
000001.SH,2025-09-19,3820.0894,3830.4437,3843.1696,3811.9029,3831.6562,-11.5668,-0.3019,682292613.0,1016348310.666
000001.SH,2025-09-22,3828.5764,3822.0096,3831.7404,3806.2016,3820.0894,8.487,0.2222,568325686.0,941799982.0649
000001.SH,2025-09-23,3821.8327,3830.1379,3838.6059,3774.5282,3828.5764,-6.7437,-0.1761,701902868.0,1071697826.1381
000001.SH,2025-09-24,3853.6422,3804.4833,3854.923,3804.3279,3821.8327,31.8095,0.8323,602056670.0,1015707870.4547
000001.SH,2025-09-25,3853.3021,3852.431,3866.1058,3840.459,3853.6422,-0.3401,-0.0088,589950531.0,1001211369.1138
000001.SH,2025-09-26,3828.106,3839.8553,3856.6062,3828.106,3853.3021,-25.1961,-0.6539,551275335.0,927864903.4168
000001.SH,2025-09-29,3862.5317,3828.1656,3881.0023,3809.5352,3828.106,34.4257,0.8993,608466399.0,968212397.5721
000001.SH,2025-09-30,3882.7774,3869.7046,3887.57,3866.2808,3862.5317,20.2457,0.5242,569734631.0,973274951.6486
000001.SH,2025-10-09,3933.9724,3898.307,3936.5761,3885.7437,3882.7774,51.195,1.3185,725218501.0,1216888716.0622
000001.SH,2025-10-10,3897.0281,3915.4752,3933.0053,3886.305,3933.9724,-36.9443,-0.9391,718917673.0,1132127151.7345
000001.SH,2025-10-13,3889.5022,3800.1055,3895.83,3800.1055,3897.0281,-7.5259,-0.1931,709506101.0,1085413591.3255
000001.SH,2025-10-14,3865.2289,3910.7825,3918.4357,3851.1209,3889.5022,-24.2733,-0.6241,800839631.0,1209983827.6837
000001.SH,2025-10-15,3912.2095,3867.5364,3912.2912,3857.6668,3865.2289,46.9806,1.2155,645012955.0,961552165.6352
000001.SH,2025-10-16,3916.228,3900.6834,3931.05,3899.1673,3912.2095,4.0185,0.1027,595451491.0,869264580.4647
000001.SH,2025-10-17,3839.7553,3912.0403,3921.0648,3835.3648,3916.228,-76.4727,-1.9527,617563018.0,873181597.9486
000001.SH,2025-10-20,3863.8926,3865.5523,3877.7215,3850.3673,3839.7553,24.1373,0.6286,549261712.0,772503219.6318
000001.SH,2025-10-21,3916.3322,3870.7488,3919.3183,3868.1453,3863.8926,52.4396,1.3572,599415713.0,837938398.3148
000001.SH,2025-10-22,3913.7576,3896.0736,3918.5924,3893.325,3916.3322,-2.5746,-0.0657,543117344.0,741524798.4466
000001.SH,2025-10-23,3922.4101,3904.159,3926.2171,3877.5294,3913.7576,8.6525,0.2211,565189264.0,718931051.9724
000001.SH,2025-10-24,3950.3115,3929.115,3950.3115,3928.9598,3922.4101,27.9014,0.7113,567858443.0,858491253.2107
000001.SH,2025-10-27,3996.9445,3969.2197,3999.0667,3963.1017,3950.3115,46.633,1.1805,637589545.0,1043404043.2035
000001.SH,2025-10-28,3988.2239,3986.8912,4010.7275,3976.8326,3996.9445,-8.7206,-0.2182,577357684.0,940760864.4693
000001.SH,2025-10-29,4016.331,3990.2655,4016.331,3986.9414,3988.2239,28.1071,0.7048,612917466.0,968215713.2639
000001.SH,2025-10-30,3986.9008,4007.8207,4025.7048,3984.8284,4016.331,-29.4302,-0.7328,668485609.0,1070058589.3948
000001.SH,2025-10-31,3954.79,3985.0641,3986.7433,3951.7308,3986.9008,-32.1108,-0.8054,675615406.0,1031104616.8294
000001.SH,2025-11-03,3976.5207,3954.0783,3977.3051,3937.0215,3954.79,21.7307,0.5495,641245945.0,941703699.2636
000001.SH,2025-11-04,3960.186,3973.4575,3985.8822,3938.5197,3976.5207,-16.3347,-0.4108,615493792.0,852938368.4296
000001.SH,2025-11-05,3969.2483,3922.5844,3979.7537,3922.5844,3960.186,9.0623,0.2288,614991618.0,827133576.9498
000001.SH,2025-11-06,4007.7599,3973.3493,4008.7991,3973.3493,3969.2483,38.5116,0.9702,627367547.0,930275554.3548
000001.SH,2025-11-07,3997.5557,3994.3167,4012.0054,3993.691,4007.7599,-10.2042,-0.2546,596507034.0,875486746.3911
000001.SH,2025-11-10,4018.5972,4001.7939,4018.6958,3990.8359,3997.5557,21.0415,0.5264,634049993.0,960588645.7624
000001.SH,2025-11-11,4002.7576,4023.877,4024.939,3991.5156,4018.5972,-15.8396,-0.3942,581994921.0,858362142.5527
000001.SH,2025-11-12,4000.1396,3996.5648,4020.3775,3980.6756,4002.7576,-2.618,-0.0654,586193228.0,840467209.8901
000001.SH,2025-11-13,4029.5012,3996.5143,4030.3983,3994.7712,4000.1396,29.3616,0.734,613031061.0,876400923.5967
000001.SH,2025-11-14,3990.4921,4007.1258,4034.0786,3990.3074,4029.5012,-39.0091,-0.9681,622017118.0,837969502.2033
000001.SH,2025-11-17,3972.0348,3988.5564,3992.4041,3958.9484,3990.4921,-18.4573,-0.4625,592017950.0,805733125.739
000001.SH,2025-11-18,3939.8131,3962.4437,3966.8854,3926.5885,3972.0348,-32.2217,-0.8112,594411046.0,790948598.3913
000001.SH,2025-11-19,3946.7424,3937.9198,3960.0518,3930.0745,3939.8131,6.9293,0.1759,531149601.0,720908759.2239
000001.SH,2025-11-20,3931.0512,3960.6993,3967.971,3927.5124,3946.7424,-15.6912,-0.3976,534749540.0,711341284.0043
000001.SH,2025-11-21,3834.8908,3896.6646,3912.0063,3834.749,3931.0512,-96.1604,-2.4462,631646251.0,824931134.7897
000001.SH,2025-11-24,3836.7655,3848.6565,3854.3305,3816.5757,3834.8908,1.8747,0.0489,504601716.0,715539247.3609
000001.SH,2025-11-25,3870.0228,3850.571,3882.0299,3845.1383,3836.7655,33.2573,0.8668,478727611.0,722788782.8195
000001.SH,2025-11-26,3864.1844,3867.429,3879.9231,3861.1769,3870.0228,-5.8384,-0.1509,457589755.0,701019872.5289
000001.SH,2025-11-27,3875.2594,3867.1971,3895.5892,3864.1311,3864.1844,11.075,0.2866,444021947.0,698519107.2485
000001.SH,2025-11-28,3888.5962,3870.9438,3888.8885,3856.25,3875.2594,13.3368,0.3442,449931973.0,645755815.1049
000001.SH,2025-12-01,3914.0061,3894.2132,3914.4644,3890.9485,3888.5962,25.4099,0.6534,537554133.0,785658341.8602
000001.SH,2025-12-02,3897.7116,3908.4559,3908.7688,3888.3275,3914.0061,-16.2945,-0.4163,455584494.0,627440672.4625
000001.SH,2025-12-03,3877.9996,3894.1556,3901.696,3869.9528,3897.7116,-19.712,-0.5057,485617270.0,647166528.2032
000001.SH,2025-12-04,3875.7933,3879.7417,3888.8595,3859.0491,3877.9996,-2.2063,-0.0569,445040290.0,623712571.5154
000001.SH,2025-12-05,3902.8076,3873.1207,3907.7816,3863.3137,3875.7933,27.0143,0.697,500368768.0,716742448.877
000001.SH,2025-12-08,3924.0778,3909.226,3936.3111,3904.7377,3902.8076,21.2702,0.545,547349789.0,839439003.4334
000001.SH,2025-12-09,3909.5216,3916.5087,3923.8986,3902.1278,3924.0778,-14.5562,-0.3709,524538256.0,781160399.409
000001.SH,2025-12-10,3900.496,3901.1275,3906.1163,3876.4745,3909.5216,-9.0256,-0.2309,497331504.0,730359828.4451
