trade_date,industry,stock_count,margin_stock_count,total_mv,rzye,rqye,rzrqye,crowding_pct,financing_pct,short_pct
20230801,IT设备,74,40,1134379788610.0,26863304878.0,607971860.53,27471276738.53,2.421700123218136,2.368105033933711,0.053595089284424906
20230801,专用机械,255,154,1898524285245.0,33141685879.0,2750053206.84,35891739085.84,1.8905072410600348,1.7456550930936943,0.14485214796634072
20230801,中成药,68,44,1042781914984.0,19366320843.0,370856965.02,19737177808.02,1.892742626661572,1.8571784344089963,0.03556419225257568
20230801,乳制品,20,9,295064209850.0,4629173542.0,32493679.93,4661667221.93,1.5798822989409063,1.5688698891516881,0.011012409789217952
20230801,互联网,79,46,913676779800.0,24972234382.0,1392301832.1599998,26364536214.16,2.885542983803428,2.7331584794642936,0.152384504339135
20230801,仓储物流,44,21,706328849893.0,8134625330.0,127999237.48,8262624567.48,1.1697985391268788,1.1516767765088873,0.018121762617991647
20230801,供气供热,43,16,341810916827.0,2458268593.0,103020746.04,2561289339.04,0.7493292966813988,0.7191896080499378,0.03013968863146102
20230801,保险,5,5,2681725962298.0,22475840620.0,182538178.35,22658378798.35,0.8449177550913438,0.8381110126830486,0.00680674240829518
20230801,元器件,276,190,2966946919272.0,62858981992.0,1474937845.72,64333919837.72,2.168354257362502,2.118641947508239,0.04971230985426277
20230801,全国地产,26,19,767898058907.0,14901264457.0,509065869.96000004,15410330326.96,2.006819804818173,1.9405263868240472,0.06629341799412634
20230801,公共交通,7,3,31012123468.0,581353401.0,232617.0,581586018.0,1.8753505176777467,1.8746004336009825,0.0007500840767644528
20230801,公路,3,1,18262735942.0,98197739.0,0.0,98197739.0,0.53769456729738,0.53769456729738,0.0
20230801,其他商业,12,5,97953470746.0,1117712245.0,96933338.8,1214645583.8,1.2400230176117581,1.1410644630431768,0.09895855456858156
20230801,其他建材,29,11,277265918497.0,3654059966.0,138553963.8,3792613929.8,1.3678615642192735,1.317890055080656,0.04997150913861746
20230801,农业综合,40,24,664169618151.0,16076088951.0,404795496.78,16480884447.779999,2.481427032700108,2.4204794244811536,0.060947608218954855
20230801,农用机械,12,4,46841450139.0,362596201.0,170230.0,362766431.0,0.7744560211596911,0.774092603717458,0.0003634174422330004
20230801,农药化肥,55,31,660823238259.0,14658895554.0,307891463.37,14966787017.369999,2.264869960808489,2.2182778548496898,0.04659210595879899
20230801,出版业,29,20,296061399376.0,3769634917.0,211532342.09,3981167259.09,1.3447100052492458,1.2732611968142924,0.07144880843495321
20230801,化学制药,143,90,1906380158671.0,34958866285.0,1160744583.23,36119610868.23,1.8946698906796307,1.8337825289459038,0.060887361733726456
20230801,化工原料,234,146,2516258325487.0,46181723252.0,2173027823.76,48354751075.76,1.9216926412514248,1.835333152571365,0.08635948868005948
20230801,化工机械,11,4,109900174729.0,1259944544.0,39815548.0,1299760092.0,1.1826733626266244,1.1464445321464363,0.036228830480188164
20230801,化纤,30,20,542464258718.0,13401490852.0,177979176.88,13579470028.88,2.5032930392450585,2.4704836561346184,0.03280938311044054
20230801,区域地产,43,29,360758641491.0,9099926518.0,173398817.15,9273325335.15,2.5705067789433245,2.5224417301247155,0.04806504881860906
20230801,医疗保健,171,128,2358711685391.0,30813187873.0,1975993318.71,32789181191.71,1.390130951349172,1.3063566888588227,0.08377426249034937
20230801,医药商业,36,23,418956810325.0,4799273961.0,104855185.64,4904129146.64,1.1705572091871927,1.145529525412662,0.02502768377453037
20230801,半导体,163,147,3801022615786.0,64601331803.0,13776157268.87,78377489071.87,2.0620105954213743,1.6995776750894527,0.3624329203319217
20230801,商品城,4,4,67595040550.00001,2034703643.0,158182480.91,2192886123.91,3.244152390570612,3.0101374693235536,0.2340149212470588
20230801,商贸代理,16,7,125384112435.0,1851691306.0,7444503.46,1859135809.46,1.4827522988000486,1.4768149409359417,0.005937357864106812
20230801,啤酒,8,4,242175320559.0,1441844316.0,117223271.87,1559067587.87,0.6437764113499632,0.5953721100365924,0.048404301313370805
20230801,园区开发,14,10,217229925500.0,3585170835.0,100039212.27000001,3685210047.27,1.6964559734519633,1.6504037492753272,0.04605222417663629
20230801,塑料,68,32,364430993964.0,7657009463.0,198217269.81,7855226732.81,2.1554771309012133,2.1010862384982523,0.054390892402960855
20230801,多元金融,23,17,440334338763.0,7713328300.0,78132794.78,7791461094.78,1.7694420827292274,1.751698112318132,0.017743970411095558
20230801,家居用品,64,19,374849096019.0,1640995637.0,171069471.16,1812065108.1599998,0.48341189225334336,0.43777500184149376,0.04563689041184962
20230801,家用电器,86,43,1719313578824.0,16432053788.0,841094378.53,17273148166.53,1.0046537396828288,0.9557333804831243,0.04892035919970476
20230801,小金属,60,50,1238213901157.0,44243616881.0,3756517694.5699997,48000134575.57,3.876562404178969,3.573180436728929,0.30338196745004
20230801,工程机械,34,24,661978640878.0,8051432661.0,118100784.0,8169533445.0,1.234108314154144,1.2162677409532685,0.01784057320087545
20230801,广告包装,51,25,398021447160.0,9644899948.0,117047641.62,9761947589.619999,2.4526184855802025,2.4232111150841735,0.02940737049602963
20230801,建筑工程,123,65,1953897362164.0,26403880375.0,419481206.51,26823361581.510002,1.3728132347649173,1.3513442868747676,0.021468947890149765
20230801,影视音像,34,22,418928777459.0,9679605091.0,428221818.86,10107826909.86,2.412779320429769,2.3105610337182747,0.10221828671149466
20230801,房产服务,13,5,64467824829.0,759830608.0,13663380.0,773493988.0,1.1998140003198214,1.1786198929705476,0.021194107349273725
20230801,批发业,5,1,28513931010.0,235652902.0,1183111.0,236836013.0,0.8305975521822658,0.8264483136939454,0.00414923848832024
20230801,摩托车,12,9,149492975439.0,1751069573.0,352646700.02000004,2103716273.02,1.4072341973542515,1.1713390330601299,0.2358951642941217
20230801,文教休闲,51,21,313407734054.0,4415227002.0,407676320.0,4822903322.0,1.5388590637552728,1.4087804869675802,0.13007857678769266
20230801,新型电力,30,23,979643534715.0,10293602632.0,677999807.44,10971602439.44,1.1199586431846236,1.0507498153391719,0.06920882784545147
20230801,旅游景点,17,3,118509142448.0,1451163290.0,37646825.480000004,1488810115.48,1.2562829202255574,1.2245158981187871,0.03176702210677025
20230801,旅游服务,8,4,299173538055.0,5655092083.0,57515997.04,5712608080.04,1.9094630217562205,1.8902380604130735,0.019224961343147356
20230801,日用化工,17,10,211699577143.0,2060498630.0,68991225.52,2129489855.52,1.0059017992660233,0.9733125865471913,0.032589212718831945
20230801,普钢,26,22,610475129133.0,8904391410.0,396249002.81,9300640412.81,1.5235084885470793,1.4586001927131844,0.06490829583389497
20230801,服饰,65,25,502780243022.0,3772796817.0,102177840.87,3874974657.87,0.7707094126410301,0.7503868478051782,0.020322564835851962
20230801,机场,5,5,220726515630.0,2257570992.0,33288405.8,2290859397.8,1.0378723150960838,1.0227910251545522,0.015081289941531434
20230801,机床制造,22,13,137955821190.0,1807933569.0,263164431.39,2071098000.3899999,1.5012762654919614,1.3105163329860643,0.190759932505897
20230801,机械基件,119,68,536360865883.0,7986606396.0,136291542.32,8122897938.32,1.5144464212442938,1.489036002440598,0.0254104188036959
20230801,林业,4,1,13990722733.0,373957228.0,18864.0,373976092.0,2.673029114628227,2.672894282422915,0.00013483220531206277
20230801,染料涂料,31,16,199788001020.0,3483253016.0,48585383.71,3531838399.71,1.7677930514738178,1.743474582165375,0.024318469308442756
20230801,橡胶,13,6,82774390866.0,1861227295.0,16240824.78,1877468119.78,2.268175096352391,2.2485545052370886,0.019620591115302306
20230801,水力发电,22,20,1035492566428.9999,13255821192.0,496082228.63,13751903420.63,1.3280542870582663,1.2801464367546385,0.0479078503036279
20230801,水务,15,8,140949389140.0,2184838128.0,22886454.52,2207724582.52,1.5663243352740934,1.5500869789722027,0.01623735630189053
20230801,水泥,22,16,396831974912.0,6755191383.0,148878128.56,6904069511.559999,1.7397966766894277,1.7022800101977684,0.03751666649165926
20230801,水运,18,12,456126745252.0,7068381478.0,48221777.21,7116603255.21,1.5602249438976075,1.5496529312471854,0.010572012650422093
20230801,汽车整车,22,20,1844867670729.0,21563074643.0,786906735.29,22349981378.29,1.211467994853983,1.168814164025073,0.04265383082890999
20230801,汽车服务,10,8,75441452236.0,1676655898.0,14575211.469999999,1691231109.47,2.241779630884358,2.2224597330854596,0.01931989779889846
20230801,汽车配件,229,118,1903835965177.0,25243088489.0,2819025654.7,28062114143.7,1.4739775199640721,1.325906693156369,0.14807082680770317
20230801,渔业,7,3,24698230607.0,626916728.0,259420.0,627176148.0,2.5393565959427273,2.5383062372991145,0.0010503586436126113
20230801,港口,16,14,460335820459.0,2862346379.0,44445980.3,2906792359.3,0.6314503955833033,0.6217952746205931,0.009655120962710003
20230801,火力发电,31,28,877982662379.0,10092319815.0,469872464.79,10562192279.79,1.2030069308168871,1.14948964796795,0.05351728284893734
20230801,焦炭加工,7,5,81744477255.0,2391735580.0,47736368.980000004,2439471948.98,2.9842651527027617,2.9258680956990357,0.05839705700372578
20230801,煤炭开采,25,23,1394849081247.0,13540814583.0,882483290.0699999,14423297873.07,1.0340400310674127,0.970772735563224,0.06326729550418865
20230801,特种钢,10,9,214877504203.0,2222056677.0,51062082.28,2273118759.2799997,1.057867256840683,1.0341039120134088,0.02376334482727443
20230801,环境保护,115,65,621546782683.0,9215874466.0,205733817.48,9421608283.48,1.515832523951007,1.4827322291362033,0.03310029481480365
20230801,玻璃,17,13,304989173131.0,3705119672.0,329765292.27,4034884964.27,1.3229600653846563,1.2148364592629535,0.10812360612170258
20230801,生物制药,74,59,1368027475919.0,25535287036.0,1780417136.47,27315704172.47,1.9967218972791558,1.8665770597075293,0.13014483757162618
20230801,电信运营,5,5,2781522922896.0,5024115783.0,56869045.29,5080984828.29,0.1826691697007444,0.18062464061123432,0.002044529089510089
20230801,电器仪表,94,48,694114135179.0,6876174402.0,550248708.74,7426423110.74,1.0699138274751967,0.9906403073360196,0.07927352013917717
20230801,电器连锁,2,1,29297880419.0,581970661.0,1728538.0,583699199.0,1.992291560523486,1.9863916866238063,0.005899873899679869
20230801,电气设备,306,216,5575454654560.0,109134656517.0,7607558308.86,116229292735.86,2.084660353946193,1.9574126825288047,0.136447317397479
20230801,白酒,19,18,4452147785051.0,36080949108.0,1561636523.58,37642585631.58,0.84549272506121,0.8104166988604734,0.035076026200736535
20230801,百货,35,11,252919758981.0,2822621926.0,33746609.260000005,2856368535.26,1.1293576060518775,1.116014793534594,0.013342812517283453
20230801,石油加工,13,7,950237141473.0,7726958167.0,83683586.39,7810641753.39,0.8219676344456939,0.8131610342048026,0.008806600240891319
20230801,石油开采,21,15,2707419093553.0,8061660647.0,69573188.05,8131233835.05,0.3003315539294369,0.29776183030535264,0.0025697236240842833
20230801,石油贸易,4,2,14245399086.0,514164860.0,1386.0,514166246.0,3.609349537320502,3.6093398078633516,9.729457150569576e-06
20230801,矿物制品,31,22,293938789618.0,7725305743.0,344288960.15,8069594703.15,2.7453316772642244,2.628202202587733,0.11712947467649117
20230801,种植业,18,12,143160243176.0,2750104601.0,346049736.2,3096154337.2,2.1627193894841414,1.9209974361520499,0.2417219533320919
20230801,空运,8,8,577011866481.0,3532204878.0,140751340.24,3672956218.24,0.6365477785821141,0.6121546337585259,0.02439314482358825
20230801,红黄酒,9,6,100783881504.0,1327165135.0,66278585.18,1393443720.18,1.3826057295924803,1.316842649037412,0.0657630805550682
20230801,纺织,42,13,153495657101.0,1590787263.0,2071776.35,1592859039.35,1.0377225450110943,1.0363728153906424,0.0013497296204522406
20230801,纺织机械,11,2,53492271613.0,335373349.0,514802.52,335888151.52,0.6279190271634875,0.6269566404401784,0.000962386723309185
20230801,综合类,20,8,123756601357.0,2844565903.0,124100326.96000001,2968666229.96,2.3987942440309142,2.2985165007839026,0.10027774324701148
20230801,航空,51,39,966307155780.0,20758505580.0,767718753.46,21526224333.46,2.2276792844490636,2.14823055545354,0.07944872899552316
20230801,船舶,11,8,292211886804.0,6028549659.0,159632083.54,6188181742.54,2.1177036328746954,2.0630747520013197,0.05462888087337549
20230801,装修装饰,25,7,104581288921.0,1227999789.0,14031433.059999999,1242031222.06,1.1876227907252337,1.174206018753147,0.013416771972086947
20230801,证券,50,50,3283238966174.0,82981564780.0,4468619466.940001,87450184246.94,2.6635339415713264,2.52742994448252,0.13610399708880586
20230801,超市连锁,8,6,96370808118.0,2726913603.0,12034552.4,2738948155.4,2.842093170004687,2.8296054129390154,0.012487757065671222
20230801,路桥,19,15,286267343300.0,1725909622.0,10173608.04,1736083230.04,0.6064552142158368,0.6029013306597448,0.003553883556091953
20230801,软件服务,266,181,2841478596779.0,69838222147.0,5996738082.67,75834960229.67,2.668855585103961,2.4578127115286437,0.21104287357531712
20230801,软饮料,9,4,150555258840.0,441192152.0,50246011.61,491438163.61,0.32641713573902287,0.2930433353170807,0.03337380042194214
20230801,轻工机械,7,2,45269927693.0,403005826.0,16168127.0,419173953.0,0.9259435001589721,0.8902285612934965,0.035714938865475686
20230801,运输设备,47,27,561978120265.0,6142909316.0,194410816.89,6337320132.89,1.1276809370979863,1.0930869182421763,0.03459401885580988
20230801,通信设备,129,91,1990418408108.0,39775300929.0,4976715412.559999,44752016341.56,2.248372310025971,1.9983386792934943,0.25003363073247675
20230801,造纸,31,16,215009169460.0,4793144064.0,33709841.49,4826853905.49,2.2449525839352544,2.2292742565529093,0.01567832738234512
20230801,酒店餐饮,9,4,116437426640.0,635234034.0,28065191.560000002,663299225.56,0.5696615295447756,0.5455582902600637,0.024103239284711832
20230801,钢加工,22,10,140143768847.0,1790764666.0,130331320.18,1921095986.1799998,1.37080371249137,1.2778054142064943,0.09299829828487588
20230801,铁路,7,5,444550801143.0,3656353342.0,141525818.77,3797879160.77,0.8543183705900745,0.8224826797295208,0.031835690860553635
20230801,铅锌,14,9,171764437134.0,5632398886.0,147279940.51999998,5779678826.52,3.364886773395969,3.2791414683855367,0.08574530501043198
20230801,铜,17,13,627718263973.0,8872882037.0,140980804.4,9013862841.4,1.4359726900964782,1.413513441657904,0.022459248438574032
