trade_date,stock_count,gain_k,gain_top5_amount,gain_share_pct,loss_k,loss_top5_amount,loss_share_pct
20241224,5320,266,157708296.22800002,12.004328223946464,266,122921611.31399998,9.356460017146809
20241225,5317,266,207778966.237,16.14186514042693,266,89726205.77600001,6.970620459947573
20241226,5322,267,195244605.254,15.26067684904543,267,99496777.913,7.776850854732777
20241227,5320,266,131657762.63099998,9.14310908786169,266,181083073.321,12.575500754782835
20241230,5317,266,181336755.578,14.145185645600195,266,83050699.694,6.478375337774852
20241231,5320,266,105722422.962,7.820661196911782,266,182649257.472,13.511210966754383
20250102,5319,266,154796656.42499998,11.043142784018375,266,230742743.235,16.46111174988317
20250103,5322,267,135467026.639,10.627205433052334,267,119382266.015,9.365377667774522
20250106,5322,267,110570614.558,10.376481679139552,267,102905321.025,9.65713343070706
20250107,5324,267,151525433.84500003,13.977682982524254,267,89521819.65100001,8.258069839155773
20250108,5324,267,188223477.355,15.03184383415245,267,96022788.022,7.66854153557208
20250109,5325,267,173326235.253,15.410445566643435,267,117190255.04500002,10.419392330745127
